orifice_size,aspect_ratio,width_ratio,normalized_orifice_length,normalized_oil_input_width,normalized_water_input_width,capillary_number,flow_rate_ratio,droplet_size,generation_rate
281.2347902,1.294167675,2.978378819,7.531277511,3.862505815,3.464635429,0.141064758,13.67430942,379.6405922,82.27410507
194.5068887,2.796226511,2.482981261,7.350504692,3.412933064,3.000083085,0.055958093,14.2200536,1096.577452,47.84719615
197.1448795,1.103355855,2.469707717,1.545781126,3.869614932,2.138548022,0.035404072,10.69349343,121.2196696,19.59306778
179.8649474,2.625527607,3.122492601,8.052592229,2.104819243,3.906797091,0.137901824,19.48122915,820.3891984,150.6307819
157.9071528,2.92883678,3.543076522,1.872301317,3.570759917,3.945357764,0.176523525,9.766404028,196.6263469,143.2399274
293.0013053,1.537450476,2.74881699,4.251218533,2.276207509,2.206742129,0.197063087,19.53556223,132.5679329,109.4804927
283.8164684,1.223266698,3.478707068,1.66400557,3.020793611,3.432926939,0.148374043,12.49229316,123.2181797,66.163228
50.48698778,2.196609319,2.118376938,1.049406093,3.755889074,3.722322376,0.217203622,10.41997805,10.79559197,500.3979497
256.1358385,2.2165386,3.241770351,6.048349253,3.881373894,2.377663495,0.199066237,6.487158506,528.0530409,94.24539005
88.43658777,1.710869785,3.417282986,8.425235404,3.068526666,3.308341069,0.072359683,4.438783437,1462.283849,99.6949346
57.64277179,1.83631062,3.30242468,7.381423066,2.593256528,3.134999502,0.202582236,9.308483777,165.4153126,484.2357407
132.3194951,2.994183077,3.116222827,1.621091146,3.824612246,3.759750731,0.171197842,12.90372038,89.06283915,182.5555364
289.3048878,1.602873627,3.474567899,1.10631629,2.608242282,3.038330913,0.09582567,11.70511564,185.1248548,38.97790959
215.1769744,1.134369994,3.391870349,5.553521837,3.481427721,2.283598262,0.084967657,6.04634414,587.0486186,43.22112583
208.6855831,2.632966545,2.247125183,5.775338244,3.627652559,2.499801309,0.164794776,5.591890665,533.2368732,88.34453009
196.0039758,2.737043738,3.010411768,5.329336405,2.048704642,2.595482185,0.185579595,11.40827073,515.0321218,128.4319643
205.9636408,1.367096381,3.027589049,8.679156287,3.614649535,2.165569035,0.082341778,15.14402852,355.4743794,67.96012829
209.6506419,1.831978002,3.984307632,3.64715475,3.781907054,3.310263583,0.032011023,8.97335321,1700.673362,19.48976312
208.3746788,1.423550045,3.580141595,6.166409204,3.101309304,3.17428442,0.073199533,10.50949483,871.2861969,49.10161852
222.9592887,1.357016969,3.253100856,3.767774265,3.537480965,2.025688313,0.104853685,6.816976636,297.0956284,48.81063223
207.8764822,2.257816198,3.430688424,2.411655542,2.392562405,2.275397924,0.125232204,13.68830641,215.4362795,79.69147361
261.6165292,1.197480176,2.299556628,8.491525411,2.454771585,3.627141852,0.1037863,12.62768051,689.6887996,60.89156619
152.9532431,2.876942448,2.795001807,4.684722301,2.333151988,2.063433029,0.184725989,11.48890222,240.1024676,158.4669832
62.153772,2.792881924,3.027977163,6.01438764,3.644462546,3.644670768,0.188224864,11.57892553,145.0586519,464.9054531
269.2314208,2.356191062,2.528436214,7.356703114,3.459589447,2.233454569,0.213264382,13.69507479,260.820247,125.2720598
92.44677164,2.349741607,2.691582565,2.685314537,2.947148013,3.755743666,0.07903507,11.13851742,227.2801418,109.2938353
137.9702879,2.665852356,3.930626672,8.173715598,2.165512136,2.780916897,0.168745146,3.415576435,2632.904297,141.4596776
180.6548237,1.080127336,2.412328117,7.203408897,3.594947024,2.967352602,0.137105084,18.33942554,111.3105527,135.0811014
135.8176678,2.578501816,2.959212066,5.399751795,3.663049481,2.694858247,0.101802479,12.29546654,328.8996207,110.8994471
258.9843277,1.252121355,2.580444777,5.206792346,2.080247366,3.871532754,0.085587553,17.35412942,545.9328748,53.44632964
179.1310238,1.201219578,2.78496675,1.957315357,2.537094537,3.738788215,0.10174246,10.1632367,167.1606177,63.56416927
63.52544325,1.455747463,2.14039953,2.734148234,2.363626098,3.907196171,0.203286467,15.68251254,28.06163534,452.5493207
299.7087042,1.042999239,2.318385554,7.243734331,2.335677774,2.219694723,0.170876756,3.542384817,824.2009598,53.31655064
127.3063333,1.501239496,3.259514736,3.751857735,3.56021071,2.203139513,0.166685654,7.0097535,123.7840331,139.3498407
122.3569113,1.610495153,3.626610836,6.365707743,2.415063939,3.898339233,0.117677198,19.52002515,319.6788328,180.0222002
282.0542931,1.955567425,2.831136498,7.195366793,3.205381603,3.41006097,0.136692522,10.35575203,844.452564,70.1583873
149.407499,1.350183653,2.396230512,5.018077952,3.804145701,3.172183474,0.068718945,14.56927256,202.0310153,69.70458888
200.6358963,1.536855988,3.51753651,4.021640252,2.680587484,2.372457581,0.098662814,12.32807299,317.3974378,65.0515937
123.2001602,1.402508907,3.941090893,8.158985538,2.514034604,2.774765288,0.097385655,11.74400856,536.1831558,120.6860986
56.6657106,2.280976331,3.323514442,3.945588783,3.682622804,2.172300434,0.214229069,18.62082929,25.063155,643.186352
71.87549249,1.191556719,2.423532067,6.49846236,3.424379692,2.923630031,0.077925102,7.570709144,195.2007552,130.2750785
53.68887748,1.669127859,3.012557026,1.877483296,2.977906301,2.590669966,0.083931206,8.895015691,59.06309076,164.3231975
195.6221511,2.186016716,3.837205582,1.200258114,3.113430329,2.900908619,0.058828529,19.73904658,158.0308805,49.58488895
287.6043328,2.343843091,3.347753015,3.115247002,2.946998268,2.10191669,0.050852291,4.207297067,2343.644703,15.96894812
60.44895307,2.080785541,2.840129846,8.938986268,3.949919021,2.597317556,0.095335863,2.338273685,941.9498617,179.3623676
74.45134743,2.495566034,2.160598704,3.326685761,3.30537921,3.797857866,0.193869145,5.618869094,140.8598834,269.5755277
79.23057381,2.779208303,3.874227791,1.858773391,3.658141431,2.789251511,0.044981332,19.36002909,138.8399225,97.42089944
201.5525607,1.333282263,3.366045403,3.738992867,2.379340908,3.026275037,0.088583082,6.690272289,725.8421321,45.12429628
160.7073316,1.613350357,3.904444593,3.674885087,3.764692099,3.04050131,0.056302995,7.775255505,686.3363,41.64397349
296.5987724,2.175290341,3.494249163,2.71790077,2.418647117,2.911942451,0.041532908,2.347318074,7566.935645,11.24820268
216.1380686,1.601966067,3.583821606,3.958147372,2.381416689,2.683508153,0.148536943,3.321972526,1121.656637,60.23872321
245.5568898,2.237190545,2.503852094,2.851293716,3.256096257,2.73128454,0.16143854,16.42877739,124.0403469,98.64369017
88.15475074,1.632658213,2.496948864,5.39694225,2.701712575,2.089640061,0.211625382,5.335928414,132.8473853,235.9061377
90.88447438,2.740334309,3.077065123,2.940443558,2.32056266,3.451698868,0.150594991,13.50230858,164.8404632,232.2476441
262.3937135,1.152335537,2.800005325,7.915907166,2.782636681,3.582847671,0.152767962,12.15838558,464.5747197,88.47281142
120.9306988,2.459633719,3.440744657,2.11812508,2.44424074,2.361078583,0.075225877,2.89904612,960.1854626,48.90266138
58.84738218,1.033444916,2.314294542,6.61008392,2.276939961,2.822747784,0.122464907,10.35305491,90.96627406,264.4045065
172.8155517,2.745764082,3.073508052,3.916915018,3.865804125,2.286046443,0.170635677,7.417576624,266.8934215,115.0582005
295.4062938,2.140621781,3.64983073,7.970152307,2.650822889,2.362451515,0.057629952,16.90057482,1683.183571,34.79812604
297.9039823,1.945431473,2.512631608,8.142181857,2.91564377,3.644383213,0.06457405,4.661486506,4923.443788,25.81817475
205.0864353,1.494827239,2.72327803,6.121725864,2.254603882,3.038505543,0.115994829,16.16820679,367.2680063,89.9320486
273.0323802,1.900904306,3.602803796,3.548003987,3.208284754,3.717320569,0.111055172,9.632652309,718.574092,52.08392473
146.0844979,1.758358245,3.188716095,5.114720889,3.17835847,2.057552777,0.085191589,19.68755694,161.6995642,102.0111721
219.121053,1.314707629,2.296076994,7.9917005,2.527073778,3.384216743,0.135044228,16.77201068,312.5489371,105.6515906
165.3057978,2.768352625,3.597349566,5.887816232,2.621179849,3.507827858,0.058981719,15.82516374,1389.703646,61.02715025
271.6016992,2.19826158,2.444601312,8.927389399,2.629812565,2.955969793,0.139010798,3.821459482,2757.031778,58.80154285
259.5850685,2.712767842,2.771351268,3.504676043,3.239286522,2.609597754,0.173936648,9.504518775,333.2995828,81.55323366
272.5290587,1.21714521,3.968757116,5.286016934,2.443128211,2.306556737,0.040381039,16.89445184,963.0183704,23.79342071
87.27251382,1.668696388,3.977293367,1.507640035,3.333725098,3.32756365,0.151974188,15.58313882,36.80543146,255.9652353
66.99129639,1.497102137,3.801477549,8.16120721,2.794106608,3.142679674,0.155139486,11.1921578,201.5568755,354.1892953
182.5548354,1.06972625,3.538081974,6.464119573,3.781923267,3.045769639,0.023422484,16.917703,907.7228419,22.33597909
104.3817015,1.394333961,2.610103617,2.124634534,2.463007245,2.097998927,0.216621999,12.64367111,25.1013445,242.1211461
67.63864425,1.05397568,3.279705195,8.002434907,2.064867587,2.230089072,0.175388227,16.94615889,67.9893254,435.3318391
226.7217315,2.825903494,2.05243156,8.690066244,3.853382764,3.063765465,0.079245814,14.88143906,770.4320698,61.80893601
72.63910545,2.726568033,3.479653345,2.99572583,2.91092881,2.457792465,0.184961692,4.087878457,230.5466045,237.5522376
232.116985,1.584724329,2.259258812,8.899984953,2.547477914,2.581186619,0.144844748,11.20437697,461.7792522,90.72261836
274.1625027,2.52255823,3.902399787,2.271220505,2.786732191,2.133051317,0.222187201,16.15776097,130.6911464,120.6463343
176.7665548,1.481682588,2.666142289,7.051882176,2.392593968,2.170591608,0.118160832,15.40768932,245.381439,104.1809606
114.1944084,2.123978013,3.374650478,5.272661306,2.516857348,2.063689746,0.089387425,13.65460215,289.9237917,113.526176
87.88404268,2.07980373,3.358381411,4.21874357,2.213139771,3.313930483,0.162358213,5.555243756,429.9348921,191.5698397
140.2349025,2.032686711,3.500935291,2.443458527,2.391333424,2.32422772,0.070173039,17.65501843,191.3003231,75.92929769
160.2968779,1.098216646,2.216511402,6.640022438,2.591384379,2.132601469,0.085904393,5.625810604,441.1943982,54.40685437
99.52792829,1.470094005,2.797815875,5.092611107,2.495553636,3.685267324,0.102837064,7.647318033,391.4650382,119.7982189
197.5907633,1.24366446,3.703839481,4.100648516,2.77988728,3.517082702,0.074495093,5.693132842,1113.399374,39.6589083
202.7790906,1.728575502,3.532351671,2.924145406,2.53888017,3.169649932,0.039972655,9.635716132,1173.536302,23.19098427
253.4949417,2.730147518,3.152156678,1.118691212,3.863978292,3.479964933,0.201959289,18.95102889,57.4271147,132.6344007
122.0311283,1.348461925,3.496724113,8.890023028,3.244366113,3.626862653,0.091018614,3.765141368,1668.642555,90.88940667
297.1893266,1.626975959,3.603690462,2.378873113,2.908020896,2.14632087,0.041189994,2.005831965,3702.916765,10.16600107
244.9738212,2.943980444,2.838894874,4.086464799,3.375950783,2.919997759,0.170505038,9.665386078,439.1184242,89.89246605
195.4844148,2.106139307,3.595071376,4.690733994,3.016190123,2.930688451,0.101944647,9.294595239,711.9731036,66.83882682
267.1715588,2.455651595,3.69957305,4.58208294,3.680459607,3.394318851,0.031269421,5.16478928,6351.110433,13.44592187
142.7473671,1.1698463,3.688273937,2.115278476,2.13779569,3.740008263,0.046570808,19.56111656,250.1995863,52.87200429
291.4167628,1.416214166,3.723889285,3.115610889,3.654831467,3.185763191,0.134832327,2.500501476,1237.965174,40.70834632
219.589131,1.838401785,2.99510509,2.457821644,2.595592219,3.490182525,0.088565629,16.50436756,273.3765637,60.25961414
189.6460389,2.671009377,3.559726661,8.902972321,3.254737262,3.658693257,0.21731519,5.663108977,1466.344195,158.7657147
233.8416132,1.780862863,2.89704156,1.893966781,2.213295321,2.193938728,0.17260748,7.450900351,176.1149079,68.01947657
183.8772364,1.358223073,3.363093354,2.557435427,2.342013956,2.981011483,0.201444704,14.44151685,93.98275576,148.1349323
98.02590384,2.058784785,3.786695623,3.085801253,2.896791728,3.099819564,0.18052411,10.84211383,128.9288538,237.2897041
153.4228133,2.336499776,3.389413322,3.956651772,3.052003115,2.679700361,0.158881866,11.7018014,227.0294795,140.4045356
195.6898565,1.035604837,3.92347865,6.261223632,3.174593316,2.221753229,0.123586119,2.144349574,1314.726261,59.24169028
205.572543,1.520229689,2.621709543,7.579874873,2.111807329,2.068837875,0.202728588,16.51518745,181.7165953,159.8458547
87.26377119,1.729980218,2.137573088,5.209655307,2.76361095,2.739642785,0.104841975,6.103835921,260.4258365,124.2544674
188.2017903,1.550671443,2.025778211,2.445373032,2.686023555,2.634739878,0.177045883,7.958392856,100.6461753,90.78444092
187.2245567,1.840699352,2.335759062,5.517200568,3.854476043,2.131139508,0.066121079,17.53614242,211.7702848,58.65254101
59.73867483,1.849235087,3.9827135,1.363951668,2.202343299,3.402928298,0.093192148,8.446918423,117.7920324,165.7347759
281.3113723,2.70310572,2.094658872,3.58583705,3.434718628,3.062608186,0.039644736,14.59213771,880.3391081,20.76794713
224.4848233,2.787632726,3.444714416,3.290021738,2.304224685,3.812214535,0.083261937,12.42328567,1134.342109,52.04147563
272.6466701,1.907177963,2.720240735,3.100979836,3.031799096,2.049698098,0.090383207,14.99069791,218.8656371,46.07990999
179.5745425,2.327828445,2.032262531,2.820314024,2.433895599,3.974885112,0.109181443,6.346881505,564.6592317,60.60571138
180.9070563,1.725928237,2.547799764,5.249376901,3.835941793,2.039944294,0.065960221,12.78406762,263.3579458,51.37889096
151.2453408,2.512678385,3.071815313,2.170045062,2.795908462,2.049462665,0.19654094,7.961109621,118.6788123,133.5936065
93.35176162,2.701914762,3.467480362,4.563333898,2.067441997,2.806172066,0.131078994,14.80605315,279.1251556,213.5163942
140.1596969,1.85525153,2.759497885,5.153576228,2.234097439,3.906840863,0.13594592,19.94200537,238.5356648,173.8671634
75.26471986,1.06075834,3.935731438,1.69139817,2.523100438,2.654421114,0.186551036,12.72081883,23.56143667,304.6969666
221.8105396,2.511919766,2.574845836,4.673886264,3.709191504,2.116978439,0.155325886,11.90779186,206.9090164,96.26741019
295.6779191,1.384272576,3.510698517,1.388207791,3.835376284,3.301929992,0.171124,10.89409275,92.11840564,70.36047601
199.140757,2.21457009,3.155743103,2.337238503,2.635280935,3.297578648,0.115659382,14.28398473,246.3725144,81.09134536
54.08060677,1.704157117,3.030858768,8.54717447,3.08202719,3.626778323,0.21493572,11.45609655,114.0981862,624.9100976
242.4354348,1.341602867,3.465511742,7.184443796,3.71919913,3.595917831,0.119086837,2.28499225,2877.348305,53.03027193
169.0635257,1.605749189,3.81615086,2.189901328,2.870801635,2.594835201,0.050895423,8.72835467,461.6078611,32.82242728
224.9076174,1.417140501,3.508982974,8.898711628,2.111869305,2.822457392,0.149772787,17.6114301,504.2643797,121.1013875
123.1278095,1.662486451,3.851463554,1.330545476,2.954258293,2.243901784,0.140381887,3.470957982,163.5176858,88.43779275
135.8949151,2.938973705,2.210200396,4.446713729,3.89313045,3.921671249,0.099985688,13.42315234,294.6114349,113.4311353
188.92782,2.928419726,3.378514166,1.167559753,3.24695891,2.268198648,0.044866155,7.22124584,470.5517671,23.99819255
108.2965684,2.482246779,3.243823368,8.15667744,3.851062375,3.488245542,0.219076926,12.70498605,231.4652507,343.1610112
272.2391683,2.773733179,2.086964649,6.455089744,2.435200074,2.658371408,0.056158834,12.67074725,1560.606328,29.99393669
273.6073868,2.169079853,2.746794757,5.329170986,2.73448879,2.125850881,0.077300629,15.53517964,562.4016222,43.28346127
152.414232,1.295083755,3.451662896,1.553108894,2.351263236,3.142268197,0.147634945,16.78971613,57.05098346,138.4340819
59.76267121,1.26863656,3.955942406,2.133275954,3.628672732,3.401738152,0.126025008,19.69918994,24.16084953,359.4109661
101.323314,2.234274596,2.95951771,1.19636244,2.319743999,2.487310394,0.073461217,10.05008672,116.4103632,77.02334968
117.6828356,1.896245577,2.180209667,1.01986063,3.719246737,2.325186539,0.206241813,11.0871232,13.56606866,194.7742281
186.4939477,1.075292253,3.298312002,4.074574099,2.388730901,3.187123262,0.02677847,8.218790341,1633.816136,15.96911796
98.73629752,2.677136979,3.310347179,1.483216335,3.676987638,2.124444519,0.110577667,16.23860923,41.7601878,165.2497146
119.0608883,1.105451621,3.234941704,2.942349582,3.21194034,2.299905558,0.129556456,6.751378242,102.5558932,106.345008
207.5535239,1.954943608,2.908558287,2.672129366,3.912640075,2.210847083,0.177966689,19.55828951,51.1939704,142.4112678
228.9565393,1.477408651,2.081463186,8.813298018,2.101247776,3.582769821,0.126046555,17.95395732,467.5320126,99.12262587
195.5570228,1.774769845,3.784787126,4.435580675,2.810322177,2.307474253,0.170984434,14.42531827,193.9573186,129.133214
80.40072566,1.076442362,2.118991834,1.81834268,2.261594551,2.593653333,0.142526987,17.78479652,15.08714061,245.1107128
216.4941904,1.784982814,2.045633462,3.78256516,2.027093671,2.219458938,0.056327113,3.570186898,1628.018646,20.07266109
197.0297365,1.381736735,3.633076527,3.181435308,3.420637162,3.005524236,0.095037717,18.89495347,153.9664597,80.83586195
151.2273107,1.408112176,3.548120346,3.495077307,2.325623276,3.552379754,0.085174524,7.314675418,647.4375102,60.9518344
159.2124266,1.247127037,3.655405742,4.396185665,2.750783685,2.043718446,0.147576591,7.61844493,210.8531476,100.624482
74.51173666,2.637624231,3.817719984,3.595854721,3.632393309,2.465196258,0.06242906,17.53779491,167.2401954,141.1201671
216.6532881,1.190766525,3.260051165,3.903216724,3.991901886,2.951928463,0.075816644,18.85906243,169.7775634,59.76515811
61.96806958,1.674447367,3.561637549,8.988924031,2.985571641,2.569053008,0.148793897,9.159616067,209.7394279,347.4356848
227.6324153,2.535483174,2.253347296,3.957645916,3.191726169,3.735000054,0.050182326,14.71454721,815.6938857,33.49540446
70.04547499,2.648798268,2.259398012,4.920700754,3.716888943,3.865252447,0.120665372,11.22839115,158.3240002,246.6817044
245.2904344,1.376704947,2.10611501,3.460162096,2.813709278,2.150449921,0.215489942,9.386552285,92.9858822,93.53354516
291.0111492,1.321811674,2.523961589,3.474957846,2.482958115,2.495487565,0.135247806,12.35507548,202.9186102,57.29047716
192.8352749,2.324053775,3.437361914,8.212182572,2.665246638,2.265775229,0.150892304,18.26530414,390.2131776,145.4260776
125.4693184,1.49978878,2.513287996,2.341099363,2.515465732,2.608039756,0.208113342,3.504289257,157.4075917,124.2514134
149.9850303,1.896710462,2.964784819,8.878427388,2.536249283,3.834446091,0.221298468,8.819967012,580.0207232,213.4311053
222.0122206,2.266759213,2.380400446,3.604554432,3.450948929,2.663729784,0.212095896,13.61111372,115.4541609,133.639362
114.1301974,1.701484264,3.491398552,8.211824661,3.467146264,2.253473949,0.115828986,5.77653094,540.8335461,126.3625709
262.1978834,1.874350772,3.680374948,6.999198769,3.598104641,2.542925143,0.12141589,13.92918168,529.0285367,75.53624108
169.7051732,1.375638105,2.751533907,5.847862578,3.485761145,2.572200655,0.080739986,3.558204738,964.8480527,46.60415669
150.7281766,2.273231178,2.859040409,4.37743643,3.80394653,3.962164982,0.132516364,8.743302862,385.5061493,114.3767398
119.0492235,1.186881745,3.938805499,5.603394307,3.160086764,3.229650906,0.204794117,12.04530024,129.2025859,250.8475031
202.9392558,2.812598277,2.164701262,3.571094665,3.533234397,3.978435612,0.029666454,18.3944984,910.4569117,25.18351358
93.17407652,1.085825165,2.30307224,2.515373009,3.12818458,2.302458716,0.122329613,7.32007251,48.17452621,122.4620267
210.2397529,2.818320265,3.275313605,6.860643035,3.491842928,3.808593705,0.137034582,4.465699566,2373.084251,80.56400919
153.395201,1.448698243,3.451929535,4.355615517,2.040448725,3.673052643,0.075741614,17.57746936,451.7641135,80.35383407
106.0264727,2.373757811,3.740032117,4.059001159,3.874098128,3.804615688,0.12509217,4.947264741,606.3035714,134.4922405
284.373478,1.384234227,2.986830507,3.600938857,3.940439627,3.666483088,0.175750101,16.25116347,137.9272141,98.3590583
114.4464815,2.833665349,3.009209593,6.52151787,3.284048833,3.513007254,0.051799596,18.32868506,717.0738534,84.84200563
153.4940194,2.802398414,2.673381136,5.498013696,3.092168399,3.163154896,0.198879496,15.2195944,213.674288,210.216115
135.8254814,1.072563469,2.961899713,7.569882634,2.735057028,2.505908278,0.122915074,5.371691433,453.2588882,100.5262227
222.553582,2.667684418,3.747864664,5.048132748,3.830748141,3.327077029,0.149023034,4.54160412,1441.452342,77.55069722
206.5331554,2.516038358,2.77172602,1.197468511,3.684919253,3.127086372,0.116833915,16.99539499,73.71114343,85.68132696
65.56382277,1.179114648,2.245989699,2.255500391,3.749882033,3.47754659,0.070688681,5.09348629,100.8698324,97.04312769
133.2710375,1.739879983,2.516818398,1.467025724,3.606515957,3.001730736,0.208863988,5.689851498,59.96033578,141.2200934
231.260061,1.635679722,2.644116459,2.161266718,2.326129692,2.460516127,0.102606533,9.505513851,234.4388206,45.99506036
224.1715293,2.370613904,2.831718136,7.566454701,2.180637273,3.30007513,0.055203329,2.864031742,10898.85922,25.99654807
255.9419164,2.253232589,2.715208005,7.34362844,2.371830038,3.919477234,0.201371855,2.721435095,3467.440935,83.89045618
70.88383632,1.496818102,2.192537537,5.335024509,3.514505163,2.737090379,0.043328781,18.60770903,119.8823572,103.5594873
271.8121814,2.987598449,2.966243488,2.555736422,3.17906654,3.866948784,0.212974981,3.942353433,891.8640511,76.38684358
269.486748,1.191988672,3.240805015,7.027771247,2.502611784,2.963154831,0.118623036,12.82121854,569.5640679,65.47158121
288.1551278,1.485875083,2.244868671,2.978880211,3.009465652,2.949217174,0.021308754,3.367715599,3909.99798,5.929230832
228.791284,2.02777425,3.057655588,2.543995071,3.807550956,2.765552954,0.205483841,12.02269309,106.1013057,117.7680207
110.1009832,1.856795009,2.802263728,5.009175337,3.419369419,3.358516053,0.144556086,14.34548903,135.9189662,202.1378145
279.7974093,2.183520759,2.138050444,7.46967028,2.206947716,2.419245822,0.12566534,18.77529354,453.3212746,79.03050685
86.66450469,1.048029357,3.544701059,7.067673935,2.10896341,3.659177109,0.040462391,4.510027741,2163.487851,51.21399468
155.4442668,2.247909258,3.697074198,6.597512469,2.627250508,2.109609742,0.112962385,11.25980497,538.0563839,103.6979931
70.48958939,2.793689996,2.211532833,7.554140806,2.160490664,2.189160413,0.026676465,7.395716906,1689.656025,45.99007586
244.5153558,1.9084858,3.331008404,4.256729747,2.138694689,3.50078181,0.139721249,17.11877422,452.8225096,92.15444724
167.4470719,2.680320164,3.878009714,4.099305699,3.932538603,3.14867903,0.213908448,11.50021092,232.2229217,186.7599942
165.6222796,2.80188113,3.786966692,3.70118384,2.110464737,2.382551812,0.203291716,4.437653067,813.9389524,117.9614648
198.754944,1.905318775,2.257464326,2.374181859,2.642149192,2.272326704,0.088604549,10.41992291,189.065974,48.75104693
203.1206991,1.187064153,2.590171251,7.790386501,3.818995755,3.720198109,0.182586351,19.71483418,131.6652931,174.4850091
