chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
36,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.07,1.00,48.78,53.05
37,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.13,1.00,161.40,44.85
38,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.26,2.00,132.80,60.31
39,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.53,2.00,230.23,63.25
40,75.00,1.50,3.00,1.50,2.50,2.50,16.00,1.06,2.00,451.61,63.66
41,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.07,1.00,53.34,48.62
42,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.13,2.00,102.01,49.35
43,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.26,2.00,156.25,53.94
44,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.53,2.00,256.02,57.65
45,75.00,1.50,3.00,1.50,2.50,2.50,19.00,1.06,2.00,497.31,58.21
46,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.07,1.00,64.06,43.56
47,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.13,2.00,95.84,47.99
48,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.26,2.00,145.16,52.65
49,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.53,2.00,267.61,54.10
50,75.00,1.50,3.00,1.50,2.50,2.50,22.00,1.06,2.00,533.87,54.14
51,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.07,1.00,30.87,78.46
52,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.13,1.00,115.93,63.60
53,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.26,2.00,60.30,99.64
54,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.53,2.00,123.07,98.97
55,75.00,2.00,4.00,2.00,3.00,3.00,10.00,1.06,2.00,241.94,99.54
56,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.07,1.00,29.47,73.01
57,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.13,1.00,125.75,56.72
58,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.26,2.00,77.49,83.97
59,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.53,2.00,122.47,90.83
60,75.00,2.00,4.00,2.00,3.00,3.00,13.00,1.06,2.00,228.49,92.96
61,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.07,1.00,36.85,63.24
62,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.13,1.00,99.53,57.22
63,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.26,2.00,79.11,77.82
64,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.53,2.00,140.69,80.93
65,75.00,2.00,4.00,2.00,3.00,3.00,16.00,1.06,2.00,239.41,85.40
66,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.07,1.00,34.51,61.04
67,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.13,1.00,121.81,50.51
68,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.26,2.00,75.27,74.72
69,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.53,2.00,128.37,78.79
70,75.00,2.00,4.00,2.00,3.00,3.00,19.00,1.06,2.00,246.65,79.85
71,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.07,1.00,35.71,57.47
72,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.13,1.00,130.22,47.04
73,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.26,2.00,78.38,70.20
74,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.53,2.00,150.30,71.19
75,75.00,2.00,4.00,2.00,3.00,3.00,22.00,1.06,2.00,255.86,75.12
76,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.07,1.00,29.61,84.90
77,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.13,1.00,135.36,64.46
78,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.26,2.00,63.27,104.64
79,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.53,2.00,115.02,108.02
80,75.00,2.50,5.00,2.50,3.50,3.50,10.00,1.06,2.00,237.21,106.92
81,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.07,1.00,36.13,72.80
82,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.13,1.00,126.52,60.40
83,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.26,2.00,56.64,99.48
84,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.53,2.00,110.74,100.24
85,75.00,2.50,5.00,2.50,3.50,3.50,13.00,1.06,2.00,234.32,98.37
86,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.07,1.00,31.53,71.09
87,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.13,1.00,124.15,56.72
88,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.26,2.00,60.73,90.70
89,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.53,2.00,126.68,89.43
90,75.00,2.50,5.00,2.50,3.50,3.50,16.00,1.06,2.00,213.52,94.68
91,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.07,1.00,33.99,65.47
92,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.13,1.00,180.84,47.25
93,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.26,2.00,62.37,84.89
94,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.53,2.00,117.41,86.62
95,75.00,2.50,5.00,2.50,3.50,3.50,19.00,1.06,2.00,216.73,88.97
96,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.07,1.00,30.41,64.71
97,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.13,2.00,46.88,70.57
98,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.26,2.00,67.59,78.71
99,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.53,2.00,112.77,83.61
100,75.00,2.50,5.00,2.50,3.50,3.50,22.00,1.06,2.00,211.01,85.48
101,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.07,1.00,33.74,85.79
102,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.13,1.00,143.24,66.75
103,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.26,2.00,43.42,125.20
104,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.53,2.00,81.70,127.77
105,75.00,3.00,6.00,3.00,4.00,4.00,10.00,1.06,2.00,155.03,130.03
106,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.07,1.00,41.95,73.10
107,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.13,1.00,164.76,58.38
108,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.26,2.00,50.10,109.37
109,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.53,2.00,102.89,108.41
110,75.00,3.00,6.00,3.00,4.00,4.00,13.00,1.06,2.00,164.55,116.80
111,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.07,1.00,24.50,81.61
112,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.13,1.00,133.69,58.40
113,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.26,2.00,56.19,98.23
114,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.53,2.00,96.71,103.27
115,75.00,3.00,6.00,3.00,4.00,4.00,16.00,1.06,2.00,175.64,106.65
116,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.07,1.00,32.30,70.28
117,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.13,1.00,160.75,51.86
118,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.26,2.00,53.44,94.33
119,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.53,2.00,85.85,101.47
120,75.00,3.00,6.00,3.00,4.00,4.00,19.00,1.06,2.00,169.81,101.85
121,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.07,1.00,28.94,69.43
122,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.13,1.00,153.23,50.19
123,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.26,2.00,49.22,92.32
124,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.53,2.00,95.37,93.31
125,75.00,3.00,6.00,3.00,4.00,4.00,22.00,1.06,2.00,182.46,94.70
126,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.07,1.00,43.49,69.23
127,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.13,1.00,156.78,56.88
128,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.26,1.00,300.60,57.69
129,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.53,2.00,133.87,95.18
130,100.00,1.00,3.00,2.00,3.50,4.00,10.00,1.06,2.00,291.95,92.47
131,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.07,1.00,42.31,64.01
132,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.13,1.00,154.16,52.41
133,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.26,1.00,374.50,49.12
134,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.53,2.00,127.86,88.55
135,100.00,1.00,3.00,2.00,3.50,4.00,13.00,1.06,2.00,338.46,80.65
136,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.07,1.00,44.62,58.68
137,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.13,1.00,175.08,46.88
138,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.26,1.00,323.51,48.13
139,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.53,2.00,153.85,77.69
140,100.00,1.00,3.00,2.00,3.50,4.00,16.00,1.06,2.00,373.24,72.85
141,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.07,1.00,50.95,53.02
142,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.13,1.00,215.20,41.33
143,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.26,2.00,114.77,64.21
144,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.53,2.00,162.85,71.99
145,100.00,1.00,3.00,2.00,3.50,4.00,19.00,1.06,2.00,429.53,65.64
146,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.07,1.00,52.89,49.87
147,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.13,1.00,260.07,36.95
148,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.26,2.00,121.98,59.91
149,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.53,2.00,154.99,69.69
150,100.00,1.00,3.00,2.00,3.50,4.00,22.00,1.06,2.00,465.19,60.87
151,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.07,1.00,6.47,119.52
152,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.13,1.00,42.37,80.49
153,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.26,1.00,133.80,69.12
154,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.53,2.00,75.79,105.25
155,100.00,1.50,4.00,2.50,4.00,2.00,10.00,1.06,2.00,122.74,112.93
156,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.07,1.00,9.64,95.88
157,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.13,1.00,46.82,71.33
158,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.26,1.00,157.05,60.04
159,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.53,2.00,75.79,96.44
160,100.00,1.50,4.00,2.50,4.00,2.00,13.00,1.06,2.00,119.96,104.26
161,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.07,1.00,8.78,92.31
162,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.13,1.00,50.27,65.01
163,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.26,1.00,209.12,50.92
164,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.53,2.00,75.07,90.28
165,100.00,1.50,4.00,2.50,4.00,2.00,16.00,1.06,2.00,135.72,93.37
166,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.07,1.00,8.23,89.05
167,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.13,1.00,59.10,58.16
168,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.26,1.00,218.60,47.38
169,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.53,2.00,77.76,84.26
170,100.00,1.50,4.00,2.50,4.00,2.00,19.00,1.06,2.00,145.78,86.09
171,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.07,1.00,9.46,80.97
172,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.13,1.00,49.40,58.80
173,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.26,2.00,62.08,68.65
174,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.53,2.00,89.50,76.56
175,100.00,1.50,4.00,2.50,4.00,2.00,22.00,1.06,2.00,147.89,81.60
176,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.07,1.00,86.81,73.54
177,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.13,1.00,193.55,70.92
178,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.26,2.00,73.94,123.15
179,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.53,2.00,121.79,131.38
180,100.00,2.00,5.00,3.00,2.00,2.50,10.00,1.06,2.00,209.70,138.10
181,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.07,1.00,72.53,71.54
182,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.13,1.00,260.40,58.86
183,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.26,2.00,64.60,118.03
184,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.53,2.00,122.81,120.04
185,100.00,2.00,5.00,3.00,2.00,2.50,13.00,1.06,2.00,210.12,126.45
186,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.07,1.00,78.38,65.05
187,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.13,1.00,208.33,59.17
188,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.26,2.00,64.86,109.99
189,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.53,2.00,138.91,107.51
190,100.00,2.00,5.00,3.00,2.00,2.50,16.00,1.06,2.00,219.93,116.22
191,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.07,1.00,97.97,57.03
192,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.13,1.00,217.16,55.11
193,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.26,2.00,72.87,99.91
194,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.53,2.00,122.62,105.83
195,100.00,2.00,5.00,3.00,2.00,2.50,19.00,1.06,2.00,239.05,106.74
196,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.07,1.00,88.47,56.18
197,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.13,1.00,306.76,46.77
198,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.26,2.00,79.38,92.47
199,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.53,2.00,161.07,92.03
200,100.00,2.00,5.00,3.00,2.00,2.50,22.00,1.06,2.00,235.66,102.13
201,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.07,1.00,38.80,100.82
202,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.13,1.00,83.39,98.44
203,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.26,2.00,32.03,170.61
204,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.53,2.00,78.84,159.21
205,100.00,2.50,6.00,1.00,2.50,3.00,10.00,1.06,2.00,131.53,169.13
206,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.07,1.00,38.90,92.30
207,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.13,1.00,83.89,90.01
208,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.26,2.00,32.50,155.57
209,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.53,2.00,81.76,144.12
210,100.00,2.50,6.00,1.00,2.50,3.00,13.00,1.06,2.00,148.49,148.82
211,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.07,1.00,18.77,109.81
212,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.13,1.00,79.16,85.63
213,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.26,2.00,31.76,146.28
214,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.53,2.00,65.73,144.63
215,100.00,2.50,6.00,1.00,2.50,3.00,16.00,1.06,2.00,147.55,139.17
216,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.07,1.00,24.07,95.45
217,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.13,1.00,100.00,74.81
218,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.26,2.00,30.93,139.36
219,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.53,2.00,93.12,121.60
220,100.00,2.50,6.00,1.00,2.50,3.00,19.00,1.06,2.00,161.94,127.40
221,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.07,1.00,13.50,110.21
222,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.13,2.00,44.45,93.34
223,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.26,2.00,68.18,101.98
224,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.53,2.00,129.36,103.79
225,100.00,2.50,6.00,1.00,2.50,3.00,22.00,1.06,2.00,188.51,115.34
226,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.07,1.00,49.33,97.06
227,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.13,2.00,70.32,108.66
228,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.26,2.00,151.81,105.93
229,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.53,2.00,261.39,111.35
230,100.00,3.00,2.00,1.50,3.00,3.50,10.00,1.06,2.00,651.41,103.48
231,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.07,1.00,67.07,80.28
232,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.13,2.00,77.49,96.39
233,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.26,2.00,140.75,99.53
234,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.53,2.00,340.03,93.46
235,100.00,3.00,2.00,1.50,3.00,3.50,13.00,1.06,2.00,629.46,95.90
236,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.07,1.00,55.85,79.62
237,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.13,2.00,95.84,83.79
238,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.26,2.00,152.22,90.48
239,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.53,2.00,320.47,88.95
240,100.00,3.00,2.00,1.50,3.00,3.50,16.00,1.06,2.00,680.51,87.19
241,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.07,1.00,56.41,74.94
242,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.13,2.00,100.00,78.01
243,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.26,2.00,163.64,83.41
244,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.53,2.00,392.62,78.50
245,100.00,3.00,2.00,1.50,3.00,3.50,19.00,1.06,2.00,609.58,85.41
246,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.07,2.00,58.16,70.64
247,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.13,2.00,106.25,72.81
248,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.26,2.00,196.79,74.70
249,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.53,2.00,307.07,81.14
250,100.00,3.00,2.00,1.50,3.00,3.50,22.00,1.06,2.00,637.65,80.13
251,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.07,1.00,46.74,84.49
252,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.13,1.00,147.08,72.64
253,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.26,1.00,311.04,71.31
254,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.53,2.00,207.21,102.87
255,125.00,1.00,4.00,3.00,2.50,3.50,10.00,1.06,2.00,382.94,105.61
256,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.07,1.00,58.27,71.93
257,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.13,1.00,131.97,69.01
258,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.26,1.00,362.78,62.07
259,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.53,2.00,155.83,103.64
260,125.00,1.00,4.00,3.00,2.50,3.50,13.00,1.06,2.00,415.55,94.17
261,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.07,1.00,46.98,72.12
262,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.13,1.00,170.91,59.08
263,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.26,1.00,355.47,58.31
264,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.53,2.00,182.76,91.71
265,125.00,1.00,4.00,3.00,2.50,3.50,16.00,1.06,2.00,352.46,92.83
266,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.07,1.00,68.08,60.18
267,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.13,1.00,163.53,56.62
268,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.26,1.00,306.76,57.84
269,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.53,2.00,192.95,85.05
270,125.00,1.00,4.00,3.00,2.50,3.50,19.00,1.06,2.00,414.49,83.05
271,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.07,1.00,78.75,54.59
272,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.13,1.00,183.22,51.91
273,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.26,1.00,418.62,49.66
274,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.53,2.00,183.75,82.32
275,125.00,1.00,4.00,3.00,2.50,3.50,22.00,1.06,2.00,409.12,79.43
276,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.07,1.00,44.91,95.78
277,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.13,2.00,30.91,136.67
278,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.26,2.00,65.61,133.98
279,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.53,2.00,105.44,144.12
280,125.00,1.50,5.00,1.00,3.00,4.00,10.00,1.06,2.00,235.37,138.94
281,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.07,1.00,46.58,86.69
282,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.13,2.00,53.69,104.17
283,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.26,2.00,72.39,118.81
284,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.53,2.00,146.70,118.28
285,125.00,1.50,5.00,1.00,3.00,4.00,13.00,1.06,2.00,238.26,126.78
286,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.07,1.00,55.52,76.30
287,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.13,2.00,54.10,96.96
288,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.26,2.00,74.14,109.98
289,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.53,2.00,150.23,109.50
290,125.00,1.50,5.00,1.00,3.00,4.00,16.00,1.06,2.00,222.58,121.02
291,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.07,1.00,58.39,70.85
292,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.13,2.00,55.59,90.74
293,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.26,2.00,57.54,113.02
294,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.53,2.00,147.95,103.94
295,125.00,1.50,5.00,1.00,3.00,4.00,19.00,1.06,2.00,221.25,114.51
296,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.07,1.00,62.54,65.94
297,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.13,2.00,43.57,93.72
298,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.26,2.00,65.24,103.21
299,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.53,2.00,128.95,103.62
300,125.00,1.50,5.00,1.00,3.00,4.00,22.00,1.06,2.00,204.36,111.98
