chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
17,75,1,2,1,2,2,19,0.09,1,221.7741935484,34.0058606048
18,75,1,2,1,2,2,19,0.18,1,377.1043771044,35.8960708658
19,75,1,2,1,2,2,19,0.36,2,396.2264150943,44.4866423631
20,75,1,2,1,2,2,19,0.72,2,818.7458081824,44.0052411857
21,75,1,2,1,2,2,22,0.045,1,46.4021519839,43.2957274047
22,75,1,2,1,2,2,22,0.09,1,295.2571810287,29.4374999349
23,75,1,2,1,2,2,22,0.18,1,475.4539340955,31.6428017276
24,75,1,2,1,2,2,22,0.36,2,497.646267653,39.2657737539
25,75,1,2,1,2,2,22,0.72,2,697.5184439973,44.205792103
26,75,1.5,3,1.5,2.5,2.5,10,0.045,1,45.7604306864,63.3805668402
27,75,1.5,3,1.5,2.5,2.5,10,0.09,1,115.7718120805,58.6041729843
28,75,1.5,3,1.5,2.5,2.5,10,0.18,2,123.9919354839,72.1675016358
29,75,1.5,3,1.5,2.5,2.5,10,0.36,2,205.9611520429,76.7752156386
30,75,1.5,3,1.5,2.5,2.5,10,0.72,2,445.0402144772,74.8214974099
31,75,1.5,3,1.5,2.5,2.5,13,0.045,1,46.4021519839,57.8041467879
32,75,1.5,3,1.5,2.5,2.5,13,0.09,1,123.9086635326,52.4945813981
33,75,1.5,3,1.5,2.5,2.5,13,0.18,2,126.7605633803,65.6392554457
34,75,1.5,3,1.5,2.5,2.5,13,0.36,2,243.1346282652,66.560936818
35,75,1.5,3,1.5,2.5,2.5,13,0.72,2,444.1453566622,68.6019806697
36,75,1.5,3,1.5,2.5,2.5,16,0.045,1,48.7804878049,53.0474012298
37,75,1.5,3,1.5,2.5,2.5,16,0.09,1,161.3987895091,44.8527835079
38,75,1.5,3,1.5,2.5,2.5,16,0.18,2,132.7967806841,60.3073586141
39,75,1.5,3,1.5,2.5,2.5,16,0.36,2,230.2278820375,63.2494638918
40,75,1.5,3,1.5,2.5,2.5,16,0.72,2,451.6129032258,63.6596196417
41,75,1.5,3,1.5,2.5,2.5,19,0.045,1,53.3423362593,48.6232826429
42,75,1.5,3,1.5,2.5,2.5,19,0.09,2,102.0134228188,49.3543964249
43,75,1.5,3,1.5,2.5,2.5,19,0.18,2,156.25,53.944636977
44,75,1.5,3,1.5,2.5,2.5,19,0.36,2,256.0240963855,57.6507110386
45,75,1.5,3,1.5,2.5,2.5,19,0.72,2,497.311827957,58.2146134133
46,75,1.5,3,1.5,2.5,2.5,22,0.045,1,64.0593391773,43.5629994866
47,75,1.5,3,1.5,2.5,2.5,22,0.09,2,95.8445040214,47.9880224722
48,75,1.5,3,1.5,2.5,2.5,22,0.18,2,145.1612903226,52.6479724147
49,75,1.5,3,1.5,2.5,2.5,22,0.36,2,267.6056338028,54.097455462
50,75,1.5,3,1.5,2.5,2.5,22,0.72,2,533.8698859826,54.1427253203
51,75,2,4,2,3,3,10,0.045,1,30.8724832215,78.463128816
52,75,2,4,2,3,3,10,0.09,1,115.9322033898,63.6011221863
53,75,2,4,2,3,3,10,0.18,2,60.298102981,99.6418060386
54,75,2,4,2,3,3,10,0.36,2,123.0665770007,98.9705761598
55,75,2,4,2,3,3,10,0.72,2,241.935483871,99.5396893344
56,75,2,4,2,3,3,13,0.045,1,29.4715447154,73.0142103513
57,75,2,4,2,3,3,13,0.09,1,125.754527163,56.716638302
58,75,2,4,2,3,3,13,0.18,2,77.4932614555,83.9731367995
59,75,2,4,2,3,3,13,0.36,2,122.4696356275,90.8299091058
60,75,2,4,2,3,3,13,0.72,2,228.4946236559,92.9586250481
61,75,2,4,2,3,3,16,0.045,1,36.8492224476,63.242161703
62,75,2,4,2,3,3,16,0.09,1,99.5260663507,57.215522429
63,75,2,4,2,3,3,16,0.18,2,79.107505071,77.8210196607
64,75,2,4,2,3,3,16,0.36,2,140.6882591093,80.927015831
65,75,2,4,2,3,3,16,0.72,2,239.4082044385,85.4036568287
66,75,2,4,2,3,3,19,0.045,1,34.5060893099,61.0435378332
67,75,2,4,2,3,3,19,0.09,1,121.8120805369,50.5108667799
68,75,2,4,2,3,3,19,0.18,2,75.2688172043,74.7170831958
69,75,2,4,2,3,3,19,0.36,2,128.3692722372,78.7918405546
70,75,2,4,2,3,3,19,0.72,2,246.6487935657,79.851903267
71,75,2,4,2,3,3,22,0.045,1,35.7142857143,57.4691261429
72,75,2,4,2,3,3,22,0.09,1,130.2153432032,47.0440310819
73,75,2,4,2,3,3,22,0.18,2,78.3783783784,70.1998992483
74,75,2,4,2,3,3,22,0.36,2,150.3026227303,71.1906665178
75,75,2,4,2,3,3,22,0.72,2,255.8606831882,75.1197370094
76,75,2.5,5,2.5,3.5,3.5,10,0.045,1,29.6143250689,84.9012430906
77,75,2.5,5,2.5,3.5,3.5,10,0.09,1,135.3609625668,64.455529828
78,75,2.5,5,2.5,3.5,3.5,10,0.18,2,63.2653061224,104.6436279322
79,75,2.5,5,2.5,3.5,3.5,10,0.36,2,115.0202976996,108.0238940488
80,75,2.5,5,2.5,3.5,3.5,10,0.72,2,237.2139973082,106.9238412361
81,75,2.5,5,2.5,3.5,3.5,13,0.045,1,36.1281526926,72.8033940131
82,75,2.5,5,2.5,3.5,3.5,13,0.09,1,126.5182186235,60.4030943132
83,75,2.5,5,2.5,3.5,3.5,13,0.18,2,56.6419420094,99.4811575741
84,75,2.5,5,2.5,3.5,3.5,13,0.36,2,110.7359891965,100.2383579919
85,75,2.5,5,2.5,3.5,3.5,13,0.72,2,234.3223196224,98.3714303671
86,75,2.5,5,2.5,3.5,3.5,16,0.045,1,31.5284441398,71.0897774499
87,75,2.5,5,2.5,3.5,3.5,16,0.09,1,124.1496598639,56.7199912424
88,75,2.5,5,2.5,3.5,3.5,16,0.18,2,60.7287449393,90.6977603858
89,75,2.5,5,2.5,3.5,3.5,16,0.36,2,126.6846361186,89.4327696799
90,75,2.5,5,2.5,3.5,3.5,16,0.72,2,213.5171486214,94.6826508432
91,75,2.5,5,2.5,3.5,3.5,19,0.045,1,33.9904826649,65.4703030623
92,75,2.5,5,2.5,3.5,3.5,19,0.09,1,180.8439383791,47.2503984217
93,75,2.5,5,2.5,3.5,3.5,19,0.18,2,62.3721881391,84.8893351431
94,75,2.5,5,2.5,3.5,3.5,19,0.36,2,117.4089068826,86.6216481111
95,75,2.5,5,2.5,3.5,3.5,19,0.72,2,216.7338709677,88.9667775014
96,75,2.5,5,2.5,3.5,3.5,22,0.045,1,30.407740152,64.7061738226
97,75,2.5,5,2.5,3.5,3.5,22,0.09,2,46.875,70.5726903032
98,75,2.5,5,2.5,3.5,3.5,22,0.18,2,67.5857431069,78.7061618964
99,75,2.5,5,2.5,3.5,3.5,22,0.36,2,112.7717391304,83.6059151149
100,75,2.5,5,2.5,3.5,3.5,22,0.72,2,211.006077,85.4834631755
101,75,3,6,3,4,4,10,0.045,1,33.7381916329,85.7925407562
102,75,3,6,3,4,4,10,0.09,1,143.2396251673,66.7542729018
103,75,3,6,3,4,4,10,0.18,2,43.4201736807,125.2024829343
104,75,3,6,3,4,4,10,0.36,2,81.7015530047,127.774254281
105,75,3,6,3,4,4,10,0.72,2,155.033557047,130.0333906398
106,75,3,6,3,4,4,13,0.045,1,41.9463087248,73.1045536007
107,75,3,6,3,4,4,13,0.09,1,164.7612642905,58.3759515015
108,75,3,6,3,4,4,13,0.18,2,50.1002004008,109.3744432279
109,75,3,6,3,4,4,13,0.36,2,102.891728312,108.4123738528
110,75,3,6,3,4,4,13,0.72,2,164.5484949833,116.8022033156
111,75,3,6,3,4,4,16,0.045,1,24.4966442953,81.6108567369
112,75,3,6,3,4,4,16,0.09,1,133.6898395722,58.4019480383
113,75,3,6,3,4,4,16,0.18,2,56.1872909699,98.2330062373
114,75,3,6,3,4,4,16,0.36,2,96.7092008059,103.2739686558
115,75,3,6,3,4,4,16,0.72,2,175.6393001346,106.6472261119
116,75,3,6,3,4,4,19,0.045,1,32.3014804845,70.2799515826
117,75,3,6,3,4,4,19,0.09,1,160.7501674481,51.8638935054
118,75,3,6,3,4,4,19,0.18,2,53.4402137609,94.327038138
119,75,3,6,3,4,4,19,0.36,2,85.8484238766,101.4747873483
120,75,3,6,3,4,4,19,0.72,2,169.8113207547,101.8489862329
121,75,3,6,3,4,4,22,0.045,1,28.9367429341,69.4276855182
122,75,3,6,3,4,4,22,0.09,1,153.2258064516,50.1859245807
123,75,3,6,3,4,4,22,0.18,2,49.2245448415,92.3227354347
124,75,3,6,3,4,4,22,0.36,2,95.3660174614,93.3070981556
125,75,3,6,3,4,4,22,0.72,2,182.4596774194,94.6964277407
126,100,1,3,2,3.5,4,10,0.045,1,43.4929197572,69.2255896846
127,100,1,3,2,3.5,4,10,0.09,1,156.7768037761,56.883841142
128,100,1,3,2,3.5,4,10,0.18,1,300.6012024048,57.6893896781
129,100,1,3,2,3.5,4,10,0.36,2,133.8742393509,95.1781316499
130,100,1,3,2,3.5,4,10,0.72,2,291.9463087248,92.4723404816
131,100,1,3,2,3.5,4,13,0.045,1,42.3102753526,64.0142188721
132,100,1,3,2,3.5,4,13,0.09,1,154.1554959786,52.4141718858
133,100,1,3,2,3.5,4,13,0.18,1,374.4966442953,49.1242298324
134,100,1,3,2,3.5,4,13,0.36,2,127.8600269179,88.5543975464
135,100,1,3,2,3.5,4,13,0.72,2,338.4615384615,80.6545032037
136,100,1,3,2,3.5,4,16,0.045,1,44.6247464503,58.6823643718
137,100,1,3,2,3.5,4,16,0.09,1,175.0841750842,46.8770807105
138,100,1,3,2,3.5,4,16,0.18,1,323.5097119893,48.130873883
139,100,1,3,2,3.5,4,16,0.36,2,153.8461538462,77.6903906859
140,100,1,3,2,3.5,4,16,0.72,2,373.2441471572,72.8464708033
141,100,1,3,2,3.5,4,19,0.045,1,50.9510869565,53.0196879049
142,100,1,3,2,3.5,4,19,0.09,1,215.1983860121,41.3255504222
143,100,1,3,2,3.5,4,19,0.18,2,114.7651006711,64.2054214727
144,100,1,3,2,3.5,4,19,0.36,2,162.8532974428,71.9867878068
145,100,1,3,2,3.5,4,19,0.72,2,429.5302013423,65.6443083974
146,100,1,3,2,3.5,4,22,0.045,1,52.8878441907,49.8670108784
147,100,1,3,2,3.5,4,22,0.09,1,260.067114094,36.9470819522
148,100,1,3,2,3.5,4,22,0.18,2,121.9758064516,59.9138722684
149,100,1,3,2,3.5,4,22,0.36,2,154.9865229111,69.6943077562
150,100,1,3,2,3.5,4,22,0.72,2,465.1941097724,60.8733519666
151,100,1.5,4,2.5,4,2,10,0.045,1,6.4693737096,119.5246481732
152,100,1.5,4,2.5,4,2,10,0.09,1,42.3671822461,80.4905741618
153,100,1.5,4,2.5,4,2,10,0.18,1,133.8028169014,69.1209659512
154,100,1.5,4,2.5,4,2,10,0.36,2,75.7880617036,105.2546478953
155,100,1.5,4,2.5,4,2,10,0.72,2,122.7364185111,112.92594474
156,100,1.5,4,2.5,4,2,13,0.045,1,9.6401900883,95.8815921739
157,100,1.5,4,2.5,4,2,13,0.09,1,46.82274247,71.3326161877
158,100,1.5,4,2.5,4,2,13,0.18,1,157.0469798658,60.0399843605
159,100,1.5,4,2.5,4,2,13,0.36,2,75.7880617036,96.4406581066
160,100,1.5,4,2.5,4,2,13,0.72,2,119.9596774194,104.2618277818
161,100,1.5,4,2.5,4,2,16,0.045,1,8.7778528022,92.3085923497
162,100,1.5,4,2.5,4,2,16,0.09,1,50.2680965147,65.0055960358
163,100,1.5,4,2.5,4,2,16,0.18,1,209.1152815013,50.9248352935
164,100,1.5,4,2.5,4,2,16,0.36,2,75.0670241287,90.2786706265
165,100,1.5,4,2.5,4,2,16,0.72,2,135.7238605898,93.3668740972
166,100,1.5,4,2.5,4,2,19,0.045,1,8.2321187584,89.0546247045
167,100,1.5,4,2.5,4,2,19,0.09,1,59.1000671592,58.1622270186
168,100,1.5,4,2.5,4,2,19,0.18,1,218.6030893217,47.3836216823
169,100,1.5,4,2.5,4,2,19,0.36,2,77.755240027,84.2585136332
170,100,1.5,4,2.5,4,2,19,0.72,2,145.7774798928,86.0934678582
171,100,1.5,4,2.5,4,2,22,0.045,1,9.4594594595,80.968337117
172,100,1.5,4,2.5,4,2,22,0.09,1,49.3951612903,58.8011549073
173,100,1.5,4,2.5,4,2,22,0.18,2,62.0805369128,68.6497303694
174,100,1.5,4,2.5,4,2,22,0.36,2,89.5020188425,76.5637233448
175,100,1.5,4,2.5,4,2,22,0.72,2,147.8873239437,81.595649597
176,100,2,5,3,2,2.5,10,0.045,1,86.8102288022,73.5367774275
177,100,2,5,3,2,2.5,10,0.09,1,193.5483870968,70.9210310423
178,100,2,5,3,2,2.5,10,0.18,2,73.936529372,123.1483331442
179,100,2,5,3,2,2.5,10,0.36,2,121.7861975643,131.3788732767
180,100,2,5,3,2,2.5,10,0.72,2,209.6989966555,138.1028913167
181,100,2,5,3,2,2.5,13,0.045,1,72.5319006044,71.5381037714
182,100,2,5,3,2,2.5,13,0.09,1,260.4026845638,58.8629408915
183,100,2,5,3,2,2.5,13,0.18,2,64.602960969,118.0274342104
184,100,2,5,3,2,2.5,13,0.36,2,122.8070175439,120.0427800013
185,100,2,5,3,2,2.5,13,0.72,2,210.1206434316,126.4535027518
186,100,2,5,3,2,2.5,16,0.045,1,78.3783783784,65.0513242867
187,100,2,5,3,2,2.5,16,0.09,1,208.3333333333,59.1668767142
188,100,2,5,3,2,2.5,16,0.18,2,64.8648648649,109.9862490842
189,100,2,5,3,2,2.5,16,0.36,2,138.9076196898,107.5085173787
190,100,2,5,3,2,2.5,16,0.72,2,219.9260752688,116.2169088002
191,100,2,5,3,2,2.5,19,0.045,1,97.972972973,57.0262655023
192,100,2,5,3,2,2.5,19,0.09,1,217.1581769437,55.1055020588
193,100,2,5,3,2,2.5,19,0.18,2,72.8744939271,99.9091292295
194,100,2,5,3,2,2.5,19,0.36,2,122.6158038147,105.8339177675
195,100,2,5,3,2,2.5,19,0.72,2,239.0498652291,106.7384406407
196,100,2,5,3,2,2.5,22,0.045,1,88.471849866,56.184816229
197,100,2,5,3,2,2.5,22,0.09,1,306.7649028801,46.769433466
198,100,2,5,3,2,2.5,22,0.18,2,79.3758480326,92.4722032082
199,100,2,5,3,2,2.5,22,0.36,2,161.0738255034,92.0256736534
200,100,2,5,3,2,2.5,22,0.72,2,235.661268556,102.1326478097
201,100,2.5,6,1,2.5,3,10,0.045,1,38.8019060585,100.8234066458
202,100,2.5,6,1,2.5,3,10,0.09,1,83.3893745797,98.435589623
203,100,2.5,6,1,2.5,3,10,0.18,2,32.0338983051,170.6065838568
204,100,2.5,6,1,2.5,3,10,0.36,2,78.8409703504,159.2056206258
205,100,2.5,6,1,2.5,3,10,0.72,2,131.5254237288,169.1281162439
206,100,2.5,6,1,2.5,3,13,0.045,1,38.9000670691,92.3027173302
207,100,2.5,6,1,2.5,3,13,0.09,1,83.8926174497,90.0119189133
208,100,2.5,6,1,2.5,3,13,0.18,2,32.4983073798,155.5718512445
209,100,2.5,6,1,2.5,3,13,0.36,2,81.7567567568,144.118604195
210,100,2.5,6,1,2.5,3,13,0.72,2,148.4949832776,148.8220686067
211,100,2.5,6,1,2.5,3,16,0.045,1,18.771331058,109.8096995885
212,100,2.5,6,1,2.5,3,16,0.09,1,79.1610284168,85.6338064802
213,100,2.5,6,1,2.5,3,16,0.18,2,31.762295082,146.2811720988
214,100,2.5,6,1,2.5,3,16,0.36,2,65.7276995305,144.6281767738
215,100,2.5,6,1,2.5,3,16,0.72,2,147.5519785379,139.1652192762
216,100,2.5,6,1,2.5,3,19,0.045,1,24.0677966102,95.4514234778
217,100,2.5,6,1,2.5,3,19,0.09,1,100,74.8062444776
218,100,2.5,6,1,2.5,3,19,0.18,2,30.9330628803,139.3606647809
219,100,2.5,6,1,2.5,3,19,0.36,2,93.1174089069,121.603914435
220,100,2.5,6,1,2.5,3,19,0.72,2,161.9433198381,127.4031507783
221,100,2.5,6,1,2.5,3,22,0.045,1,13.5043889264,110.208015294
222,100,2.5,6,1,2.5,3,22,0.09,2,44.4538526672,93.3422697234
223,100,2.5,6,1,2.5,3,22,0.18,2,68.1818181818,101.9769373552
224,100,2.5,6,1,2.5,3,22,0.36,2,129.3565683646,103.7859728985
225,100,2.5,6,1,2.5,3,22,0.72,2,188.5080645161,115.3368740135
226,100,3,2,1.5,3,3.5,10,0.045,1,49.3288590604,97.0620534139
227,100,3,2,1.5,3,3.5,10,0.09,2,70.3177822853,108.6604356437
228,100,3,2,1.5,3,3.5,10,0.18,2,151.8096514745,105.9261939351
229,100,3,2,1.5,3,3.5,10,0.36,2,261.3941018767,111.347695418
230,100,3,2,1.5,3,3.5,10,0.72,2,651.4131897712,103.4755261463
231,100,3,2,1.5,3,3.5,13,0.045,1,67.0690811536,80.277639788
232,100,3,2,1.5,3,3.5,13,0.09,2,77.4932614555,96.3882435652
233,100,3,2,1.5,3,3.5,13,0.18,2,140.7506702413,99.534098559
234,100,3,2,1.5,3,3.5,13,0.36,2,340.0267737617,93.4604078117
235,100,3,2,1.5,3,3.5,13,0.72,2,629.4552790854,95.900399233
236,100,3,2,1.5,3,3.5,16,0.045,1,55.8546433378,79.6202267169
237,100,3,2,1.5,3,3.5,16,0.09,2,95.8445040214,83.7910111523
238,100,3,2,1.5,3,3.5,16,0.18,2,152.2177419355,90.4846150154
239,100,3,2,1.5,3,3.5,16,0.36,2,320.4697986577,88.9496268865
240,100,3,2,1.5,3,3.5,16,0.72,2,680.5090421969,87.1910414327
241,100,3,2,1.5,3,3.5,19,0.045,1,56.4137004701,74.9382882525
242,100,3,2,1.5,3,3.5,19,0.09,2,100,78.0144941167
243,100,3,2,1.5,3,3.5,19,0.18,2,163.6363636364,83.4113893722
244,100,3,2,1.5,3,3.5,19,0.36,2,392.6174496644,78.5004406421
245,100,3,2,1.5,3,3.5,19,0.72,2,609.5751854349,85.4140927991
246,100,3,2,1.5,3,3.5,22,0.045,2,58.1550802139,70.6447216778
247,100,3,2,1.5,3,3.5,22,0.09,2,106.2542030935,72.8065128567
248,100,3,2,1.5,3,3.5,22,0.18,2,196.7871485944,74.6958873708
249,100,3,2,1.5,3,3.5,22,0.36,2,307.0707070707,81.1383435879
250,100,3,2,1.5,3,3.5,22,0.72,2,637.6518218623,80.1286324542
251,125,1,4,3,2.5,3.5,10,0.045,1,46.738399462,84.4925775216
252,125,1,4,3,2.5,3.5,10,0.09,1,147.0785762257,72.6446045105
253,125,1,4,3,2.5,3.5,10,0.18,1,311.0367892977,71.3059736877
254,125,1,4,3,2.5,3.5,10,0.36,2,207.2102425876,102.865425487
255,125,1,4,3,2.5,3.5,10,0.72,2,382.9431438127,105.6100055988
256,125,1,4,3,2.5,3.5,13,0.045,1,58.2719356999,71.9298086775
257,125,1,4,3,2.5,3.5,13,0.09,1,131.9677635997,69.0106470926
258,125,1,4,3,2.5,3.5,13,0.18,1,362.7844712182,62.0677240861
259,125,1,4,3,2.5,3.5,13,0.36,2,155.8265582656,103.6441727703
260,125,1,4,3,2.5,3.5,13,0.72,2,415.5495978552,94.1660656474
261,125,1,4,3,2.5,3.5,16,0.045,1,46.9798657718,72.1161587584
262,125,1,4,3,2.5,3.5,16,0.09,1,170.9115281501,59.0775835122
263,125,1,4,3,2.5,3.5,16,0.18,1,355.466130114,58.3118873712
264,125,1,4,3,2.5,3.5,16,0.36,2,182.7632461435,91.7072248077
265,125,1,4,3,2.5,3.5,16,0.72,2,352.4645509791,92.8263675349
266,125,1,4,3,2.5,3.5,19,0.045,1,68.0751173709,60.1814301784
267,125,1,4,3,2.5,3.5,19,0.09,1,163.5262449529,56.6160389082
268,125,1,4,3,2.5,3.5,19,0.18,1,306.7649028801,57.8375752535
269,125,1,4,3,2.5,3.5,19,0.36,2,192.9530201342,85.0494362725
270,125,1,4,3,2.5,3.5,19,0.72,2,414.4869215292,83.0478424687
271,125,1,4,3,2.5,3.5,22,0.045,1,78.7533512064,54.5941274715
272,125,1,4,3,2.5,3.5,22,0.09,1,183.2214765101,51.9102933289
273,125,1,4,3,2.5,3.5,22,0.18,1,418.6202277294,49.657197368
274,125,1,4,3,2.5,3.5,22,0.36,2,183.749157114,82.3234990161
275,125,1,4,3,2.5,3.5,22,0.72,2,409.1213950369,79.4312763238
276,125,1.5,5,1,3,4,10,0.045,1,44.9061662198,95.7760415278
277,125,1.5,5,1,3,4,10,0.09,2,30.9121621622,136.6655586199
278,125,1.5,5,1,3,4,10,0.18,2,65.6123822342,133.9831770416
279,125,1.5,5,1,3,4,10,0.36,2,105.4398925453,144.1187723812
280,125,1.5,5,1,3,4,10,0.72,2,235.3732347007,138.9354841918
281,125,1.5,5,1,3,4,13,0.045,1,46.581769437,86.6906844925
282,125,1.5,5,1,3,4,13,0.09,2,53.6912751678,104.1725235414
283,125,1.5,5,1,3,4,13,0.18,2,72.3860589812,118.8081168487
284,125,1.5,5,1,3,4,13,0.36,2,146.7025572005,118.2846874964
285,125,1.5,5,1,3,4,13,0.72,2,238.2629107981,126.7843375311
286,125,1.5,5,1,3,4,16,0.045,1,55.5183946488,76.2968455264
287,125,1.5,5,1,3,4,16,0.09,2,54.0994623656,96.9611812947
288,125,1.5,5,1,3,4,16,0.18,2,74.1425689307,109.9806637381
289,125,1.5,5,1,3,4,16,0.36,2,150.234741784,109.5028492998
290,125,1.5,5,1,3,4,16,0.72,2,222.5773889637,121.0222423645
291,125,1.5,5,1,3,4,19,0.045,1,58.389261745,70.8483947962
292,125,1.5,5,1,3,4,19,0.09,2,55.5927662425,90.7357109982
293,125,1.5,5,1,3,4,19,0.18,2,57.5370121131,113.0173808331
294,125,1.5,5,1,3,4,19,0.36,2,147.9488903833,103.9362638154
295,125,1.5,5,1,3,4,19,0.72,2,221.2508406187,114.5124467195
296,125,1.5,5,1,3,4,22,0.045,1,62.5420309348,65.9417785232
297,125,1.5,5,1,3,4,22,0.09,2,43.5656836461,93.7230623374
298,125,1.5,5,1,3,4,22,0.18,2,65.2393796359,103.2130723552
299,125,1.5,5,1,3,4,22,0.36,2,128.9456010745,103.620528195
300,125,1.5,5,1,3,4,22,0.72,2,204.3624161074,111.9758327911
301,125,2,6,1.5,3.5,2,10,0.045,1,30.3819444444,95.3066640568
302,125,2,6,1.5,3.5,2,10,0.09,1,75.4716981132,88.6632707677
303,125,2,6,1.5,3.5,2,10,0.18,2,14.4586415602,193.7786638195
304,125,2,6,1.5,3.5,2,10,0.36,2,28.024606972,195.8146928622
305,125,2,6,1.5,3.5,2,10,0.72,2,106.0402684564,158.3233042034
306,125,2,6,1.5,3.5,2,13,0.045,1,25.7085020243,92.3255171245
307,125,2,6,1.5,3.5,2,13,0.09,1,85.1351351351,78.0406829816
308,125,2,6,1.5,3.5,2,13,0.18,2,16.8038408779,168.8746582615
309,125,2,6,1.5,3.5,2,13,0.36,2,32.784129119,170.277050189
310,125,2,6,1.5,3.5,2,13,0.72,2,113.6058981233,141.770881795
311,125,2,6,1.5,3.5,2,16,0.045,1,16.0243407708,100.8544515646
312,125,2,6,1.5,3.5,2,16,0.09,1,75.0167448091,75.9589681166
313,125,2,6,1.5,3.5,2,16,0.18,2,26.2249827467,135.8532574124
314,125,2,6,1.5,3.5,2,16,0.36,2,38.1355932203,151.080456912
315,125,2,6,1.5,3.5,2,16,0.72,2,99.3288590604,138.3470728115
316,125,2,6,1.5,3.5,2,19,0.045,1,15.8001350439,95.6878926955
317,125,2,6,1.5,3.5,2,19,0.09,1,27.1255060729,100.6841957629
318,125,2,6,1.5,3.5,2,19,0.18,2,25.2732240437,129.880426069
319,125,2,6,1.5,3.5,2,19,0.36,2,32.967032967,149.7662531835
320,125,2,6,1.5,3.5,2,19,0.72,2,121.395036888,122.1941103326
321,125,2,6,1.5,3.5,2,22,0.045,1,42.3509075194,65.5994185062
322,125,2,6,1.5,3.5,2,22,0.09,2,22.2371967655,102.4481724692
323,125,2,6,1.5,3.5,2,22,0.18,2,24.6406570842,124.7355172188
324,125,2,6,1.5,3.5,2,22,0.36,2,37.2628726287,136.9174435708
325,125,2,6,1.5,3.5,2,22,0.72,2,130.7847082495,113.5120329098
326,125,2.5,2,2,4,2.5,10,0.045,1,16.6551006246,126.4966881184
327,125,2.5,2,2,4,2.5,10,0.09,1,44.2953020134,115.0320920668
328,125,2.5,2,2,4,2.5,10,0.18,2,83.9489590329,117.1142659857
329,125,2.5,2,2,4,2.5,10,0.36,2,144.4444444444,123.137771649
330,125,2.5,2,2,4,2.5,10,0.72,2,233.7139019476,132.1518927176
331,125,2.5,2,2,4,2.5,13,0.045,1,7.821982468,149.1104835608
332,125,2.5,2,2,4,2.5,13,0.09,1,53.450608931,99.0009975919
333,125,2.5,2,2,4,2.5,13,0.18,1,97.3895582329,102.1244325736
334,125,2.5,2,2,4,2.5,13,0.36,2,128.8590604027,117.2030194184
335,125,2.5,2,2,4,2.5,13,0.72,2,220.5783456624,123.4429126777
336,125,2.5,2,2,4,2.5,16,0.045,1,7.4396782842,141.4827619695
337,125,2.5,2,2,4,2.5,16,0.09,1,49.3910690122,94.8452177111
338,125,2.5,2,2,4,2.5,16,0.18,2,72.4932249322,105.1499583362
339,125,2.5,2,2,4,2.5,16,0.36,2,153.5353535354,103.1609768216
340,125,2.5,2,2,4,2.5,16,0.72,2,249.3120805369,110.5809884878
341,125,2.5,2,2,4,2.5,19,0.045,1,14.4131777625,107.1742519219
342,125,2.5,2,2,4,2.5,19,0.09,1,67.9676985195,80.522920666
343,125,2.5,2,2,4,2.5,19,0.18,2,86.9638069705,93.4510512292
344,125,2.5,2,2,4,2.5,19,0.36,2,113.789615644,107.648048382
345,125,2.5,2,2,4,2.5,19,0.72,2,244.2641129032,105.1389932624
346,125,2.5,2,2,4,2.5,22,0.045,1,14.4032921811,102.086134201
347,125,2.5,2,2,4,2.5,22,0.09,1,59.6610169492,80.0879412506
348,125,2.5,2,2,4,2.5,22,0.18,2,78.2726045884,92.1730765835
349,125,2.5,2,2,4,2.5,22,0.36,2,125,99.352928589
350,125,2.5,2,2,4,2.5,22,0.72,2,232.3310810811,101.8102658835
351,125,3,3,2.5,2,3,10,0.045,1,60.3799185889,115.5718258994
352,125,3,3,2.5,2,3,10,0.09,2,61.0328638498,145.0902507655
353,125,3,3,2.5,2,3,10,0.18,2,94.9197860963,157.7794953076
354,125,3,3,2.5,2,3,10,0.36,2,204.0268456376,154.0341582555
355,125,3,3,2.5,2,3,10,0.72,2,421.8938885158,152.3310369736
356,125,3,3,2.5,2,3,13,0.045,1,65.3198653199,103.1541262379
357,125,3,3,2.5,2,3,13,0.09,2,62.1621621622,132.1304739656
358,125,3,3,2.5,2,3,13,0.18,2,132.8859060403,129.2296162775
359,125,3,3,2.5,2,3,13,0.36,2,194.7615849563,143.3388537634
360,125,3,3,2.5,2,3,13,0.72,2,438.8903833221,137.7493857221
361,125,3,3,2.5,2,3,16,0.045,1,76.1968981794,91.4387732042
362,125,3,3,2.5,2,3,16,0.09,2,79.1415157612,113.7587205201
363,125,3,3,2.5,2,3,16,0.18,2,122.654155496,123.8517259358
364,125,3,3,2.5,2,3,16,0.36,2,190.6040268456,134.7189822631
365,125,3,3,2.5,2,3,16,0.72,2,426.0093896714,129.8204445241
366,125,3,3,2.5,2,3,19,0.045,1,58.0688723835,94.5330821484
367,125,3,3,2.5,2,3,19,0.09,2,48.6486486486,126.3430490641
368,125,3,3,2.5,2,3,19,0.18,2,110.3633916555,121.1462381658
369,125,3,3,2.5,2,3,19,0.36,2,207.8272604588,123.602552701
370,125,3,3,2.5,2,3,19,0.72,2,400.5302013423,125.1391459384
371,125,3,3,2.5,2,3,22,0.045,1,72.8609625668,83.4661318994
