orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,capillary_number,flow_rate_ratio,droplet_size,generation_rate
100,2,5,3,2,2.5,0.72,19,108.1992916589,263.6180228648
100,2,5,3,2,2.5,0.045,22,62.0726850215,161.7647058824
100,2,5,3,2,2.5,0.09,22,59.9273162811,363.3741888969
100,2,5,3,2,2.5,0.18,22,106.7866112965,82.4949698189
100,2,5,3,2,2.5,0.36,22,67.8390724739,188.376753507
100,2,5,3,2,2.5,0.72,22,105.1112373586,275.722932078
100,2.5,6,1,2.5,3,0.045,10,143.4006639714,38.8019060585
100,2.5,6,1,2.5,3,0.09,10,123.2171300511,83.3893745797
100,2.5,6,1,2.5,3,0.18,10,181.0506101634,36.8098159509
100,2.5,6,1,2.5,3,0.36,10,220.1476569384,49.798115747
100,2.5,6,1,2.5,3,0.72,10,180.4218770031,127.0161290323
100,2.5,6,1,2.5,3,0.045,13,119.8065016037,38.9000670691
100,2.5,6,1,2.5,3,0.09,13,131.9480534715,83.8926174497
100,2.5,6,1,2.5,3,0.18,13,169.7814388724,37.3134328358
100,2.5,6,1,2.5,3,0.36,13,179.4139355077,81.7567567568
100,2.5,6,1,2.5,3,0.72,13,176.8252549475,148.4949832776
100,2.5,6,1,2.5,3,0.045,16,147.5633175235,27.7589708869
100,2.5,6,1,2.5,3,0.09,16,118.5807888284,79.1610284168
100,2.5,6,1,2.5,3,0.18,16,184.3627182145,30.4259634888
100,2.5,6,1,2.5,3,0.36,16,186.3370908917,65.7276995305
100,2.5,6,1,2.5,3,0.72,16,175.4003811233,147.5519785379
100,2.5,6,1,2.5,3,0.045,19,98.2192252335,48.6301369863
100,2.5,6,1,2.5,3,0.09,19,99.6158878147,71.4762859051
100,2.5,6,1,2.5,3,0.18,19,108.402778352,69.7518443997
100,2.5,6,1,2.5,3,0.36,19,112.6857038141,113.4228187919
100,2.5,6,1,2.5,3,0.72,19,132.1508639765,184.2281879195
100,2.5,6,1,2.5,3,0.045,22,121.5306458193,80.9595202399
100,2.5,6,1,2.5,3,0.09,22,90.3390393337,44.4538526672
100,2.5,6,1,2.5,3,0.18,22,100.5355768583,68.1818181818
100,2.5,6,1,2.5,3,0.36,22,111.3780378684,129.3565683646
100,2.5,6,1,2.5,3,0.72,22,117.461346943,188.5080645161
100,3,2,1.5,3,3.5,0.045,10,88.1908502238,70.1281186784
100,3,2,1.5,3,3.5,0.09,10,94.3915487789,70.3177822853
100,3,2,1.5,3,3.5,0.18,10,101.7347155698,151.8096514745
100,3,2,1.5,3,3.5,0.36,10,92.7289640324,291.0798122066
100,3,2,1.5,3,3.5,0.72,10,108.3427922233,706.8273092369
100,3,2,1.5,3,3.5,0.045,13,91.4216447405,51.4705882353
100,3,2,1.5,3,3.5,0.09,13,84.8694433628,115.2815013405
100,3,2,1.5,3,3.5,0.18,13,108.3722892493,140.7506702413
100,3,2,1.5,3,3.5,0.36,13,93.4465104083,340.0267737617
100,3,2,1.5,3,3.5,0.045,16,78.4715073448,55.8546433378
100,3,2,1.5,3,3.5,0.09,16,96.1059644832,94.3775100402
100,3,2,1.5,3,3.5,0.18,16,98.1825859678,152.2177419355
100,3,2,1.5,3,3.5,0.36,16,95.9777006538,320.4697986577
100,3,2,1.5,3,3.5,0.045,19,87.0606581332,56.4137004701
100,3,2,1.5,3,3.5,0.09,19,87.5965202421,100
100,3,2,1.5,3,3.5,0.18,19,82.8074998805,163.6363636364
100,3,2,1.5,3,3.5,0.36,19,65.419622298,392.6174496644
100,3,2,1.5,3,3.5,0.045,22,61.7907182881,66.5322580645
100,3,2,1.5,3,3.5,0.09,22,78.2533626594,106.2542030935
100,3,2,1.5,3,3.5,0.18,22,73.9975624928,196.7871485944
125,1,4,3,2.5,3.5,0.045,10,83.1754428794,92.2459893048
125,1,4,3,2.5,3.5,0.09,10,87.710106601,187.5
125,1,4,3,2.5,3.5,0.18,10,124.6744304562,409.2741935484
125,1,4,3,2.5,3.5,0.36,10,122.9441598272,108.0080753701
125,1,4,3,2.5,3.5,0.72,10,88.1985008175,382.9431438127
125,1,4,3,2.5,3.5,0.045,13,90.3826568565,94.3143812709
125,1,4,3,2.5,3.5,0.09,13,93.1041273877,164.0991292699
125,1,4,3,2.5,3.5,0.18,13,102.0265550398,362.7844712182
125,1,4,3,2.5,3.5,0.36,13,120.8407166459,155.8265582656
125,1,4,3,2.5,3.5,0.72,13,84.7273713386,415.5495978552
125,1,4,3,2.5,3.5,0.045,16,63.3136803392,113.7281292059
125,1,4,3,2.5,3.5,0.09,16,66.9326578835,199.7991967871
125,1,4,3,2.5,3.5,0.18,16,70.2398954694,355.466130114
125,1,4,3,2.5,3.5,0.36,16,100.6605562282,182.7632461435
125,1,4,3,2.5,3.5,0.72,16,89.5236924228,337.2483221477
125,1,4,3,2.5,3.5,0.045,19,93.7141440903,80.6993947545
125,1,4,3,2.5,3.5,0.09,19,98.6603469843,159.7454789015
125,1,4,3,2.5,3.5,0.18,19,69.389053212,315.6480859637
125,1,4,3,2.5,3.5,0.36,19,99.0787244992,192.9530201342
125,1,4,3,2.5,3.5,0.72,19,74.2625216028,288.0107166778
125,1,4,3,2.5,3.5,0.045,22,78.4852329035,68.9655172414
125,1,4,3,2.5,3.5,0.09,22,65.9327739758,183.2214765101
125,1,4,3,2.5,3.5,0.18,22,63.728683747,418.6202277294
125,1,4,3,2.5,3.5,0.36,22,102.0848379816,183.749157114
125,1,4,3,2.5,3.5,0.72,22,74.3008648082,409.1213950369
125,1.5,5,1,3,4,0.045,10,135.0480355164,61.86267845
125,1.5,5,1,3,4,0.09,10,145.0066335345,29.8710115411
125,1.5,5,1,3,4,0.18,10,211.6939825599,36.8632707775
125,1.5,5,1,3,4,0.36,10,160.8273595662,96.3210702341
125,1.5,5,1,3,4,0.72,10,272.7731986433,115.6166219839
125,1.5,5,1,3,4,0.045,13,128.4404917811,59.6514745308
125,1.5,5,1,3,4,0.09,13,129.6869260171,31.4171122995
125,1.5,5,1,3,4,0.18,13,175.7975169857,68.5023505709
125,1.5,5,1,3,4,0.36,13,52.3348297878,36.7545076283
125,1.5,5,1,3,4,0.72,13,235.8104013285,103.2388663968
125,1.5,5,1,3,4,0.045,16,95.6788434204,62.5
125,1.5,5,1,3,4,0.09,16,172.4672505519,38.7491502379
125,1.5,5,1,3,4,0.18,16,141.4369274018,58.5464333782
125,1.5,5,1,3,4,0.36,16,169.1553487029,91.8230563003
125,1.5,5,1,3,4,0.72,16,156.6646762671,78.2520325203
125,1.5,5,1,3,4,0.045,19,126.8675910053,58.583106267
125,1.5,5,1,3,4,0.09,19,100.5395144772,49.4245091401
125,1.5,5,1,3,4,0.18,19,93.8343151153,73.252688172
125,1.5,5,1,3,4,0.36,19,153.8174943412,118.7122736419
125,1.5,5,1,3,4,0.72,19,148.9981913029,96.2187711006
125,1.5,5,1,3,4,0.045,22,104.3893525303,71.0932260228
125,1.5,5,1,3,4,0.09,22,109.4676345787,41.610738255
125,1.5,5,1,3,4,0.18,22,117.203907192,79.4078061911
125,1.5,5,1,3,4,0.36,22,154.8214907446,121.9022103148
125,1.5,5,1,3,4,0.72,22,141.7013279312,192.7710843373
125,2,6,1.5,3.5,2,0.045,10,141.403820199,30.3819444444
125,2,6,1.5,3.5,2,0.09,10,105.7065049077,75.4716981132
125,2,6,1.5,3.5,2,0.18,10,108.6281090567,114.0939597315
125,2,6,1.5,3.5,2,0.36,10,195.5205147537,28.024606972
125,2,6,1.5,3.5,2,0.72,10,160.4903053625,82.3170731707
125,2,6,1.5,3.5,2,0.045,13,97.0704858981,48.8038277512
125,2,6,1.5,3.5,2,0.09,13,117.2001112922,65.7718120805
125,2,6,1.5,3.5,2,0.18,13,157.4731168829,27.6839972991
125,2,6,1.5,3.5,2,0.36,13,197.8505751843,29.2517006803
125,2,6,1.5,3.5,2,0.72,13,133.7339594902,113.6058981233
125,2,6,1.5,3.5,2,0.045,16,97.5839137135,39.2477514309
125,2,6,1.5,3.5,2,0.09,16,88.9475197721,75.0167448091
125,2,6,1.5,3.5,2,0.18,16,151.7779444445,26.2249827467
125,2,6,1.5,3.5,2,0.36,16,130.4357999202,52.027027027
125,2,6,1.5,3.5,2,0.72,16,142.4679409752,88.4537474679
125,2,6,1.5,3.5,2,0.045,19,83.7012774788,44.0414507772
125,2,6,1.5,3.5,2,0.09,19,90.4630255075,92.3803101821
125,2,6,1.5,3.5,2,0.18,19,130.3078429934,25.2732240437
125,2,6,1.5,3.5,2,0.36,19,159.7286222438,32.967032967
125,2,6,1.5,3.5,2,0.72,19,111.9696680224,121.395036888
125,2,6,1.5,3.5,2,0.045,22,85.3476661857,42.3509075194
125,2,6,1.5,3.5,2,0.09,22,88.774193503,72.0053835801
125,2,6,1.5,3.5,2,0.18,22,133.6891427139,24.6406570842
125,2,6,1.5,3.5,2,0.36,22,149.6279811065,37.2628726287
125,2,6,1.5,3.5,2,0.72,22,113.1949348495,130.7847082495
125,2.5,2,2,4,2.5,0.045,10,147.0306893115,16.6551006246
125,2.5,2,2,4,2.5,0.09,10,117.5269567383,44.2953020134
125,2.5,2,2,4,2.5,0.18,10,115.6806553432,83.9489590329
125,2.5,2,2,4,2.5,0.36,10,133.8727120056,144.4444444444
125,2.5,2,2,4,2.5,0.72,10,146.3319978875,233.7139019476
125,2.5,2,2,4,2.5,0.045,13,125.4627004069,17.0648464164
125,2.5,2,2,4,2.5,0.09,13,118.0336347599,53.450608931
125,2.5,2,2,4,2.5,0.18,13,132.3908190112,69.7518443997
125,2.5,2,2,4,2.5,0.36,13,163.0314120611,128.8590604027
125,2.5,2,2,4,2.5,0.72,13,133.0618716857,220.5783456624
125,2.5,2,2,4,2.5,0.045,16,137.1672655452,13.6147038802
125,2.5,2,2,4,2.5,0.09,16,104.4704669318,49.3910690122
125,2.5,2,2,4,2.5,0.18,16,110.4310439009,72.4932249322
125,2.5,2,2,4,2.5,0.36,16,102.678592246,153.5353535354
125,2.5,2,2,4,2.5,0.72,16,108.2578486934,259.8794373744
125,2.5,2,2,4,2.5,0.045,19,128.7611592838,14.4131777625
125,2.5,2,2,4,2.5,0.09,19,71.7654833838,67.9676985195
125,2.5,2,2,4,2.5,0.18,19,112.8960342258,85.5614973262
125,2.5,2,2,4,2.5,0.36,19,80.2859483335,167.0020120724
125,2.5,2,2,4,2.5,0.72,19,111.9209494203,272.1179624665
125,2.5,2,2,4,2.5,0.045,22,111.4851095616,14.4032921811
125,2.5,2,2,4,2.5,0.09,22,76.6181380033,59.6610169492
125,2.5,2,2,4,2.5,0.18,22,97.3141075932,78.2726045884
125,2.5,2,2,4,2.5,0.36,22,104.074202436,120.3641267701
125,2.5,2,2,4,2.5,0.72,22,107.7528753862,233.69199731
125,3,3,2.5,2,3,0.045,10,133.1460103225,60.3799185889
125,3,3,2.5,2,3,0.09,10,150.4565708182,61.0328638498
125,3,3,2.5,2,3,0.18,10,175.1687820037,94.9197860963
125,3,3,2.5,2,3,0.36,10,159.1432343857,204.0268456376
125,3,3,2.5,2,3,0.72,10,156.8637129387,414.7157190635
125,3,3,2.5,2,3,0.045,13,123.2412908254,65.3198653199
125,3,3,2.5,2,3,0.09,13,132.9087788656,62.1621621622
125,3,3,2.5,2,3,0.18,13,121.9071443666,132.8859060403
125,3,3,2.5,2,3,0.36,13,153.4818406246,194.7615849563
125,3,3,2.5,2,3,0.72,13,147.8873691911,391.5662650602
125,3,3,2.5,2,3,0.045,16,118.0311614632,76.1968981794
125,3,3,2.5,2,3,0.09,16,94.6266794284,79.1415157612
125,3,3,2.5,2,3,0.18,16,126.9618447049,122.654155496
125,3,3,2.5,2,3,0.36,16,188.1530327857,190.6040268456
125,3,3,2.5,2,3,0.72,16,178.5743043192,343.9597315436
125,3,3,2.5,2,3,0.045,19,120.0018010812,58.0688723835
125,3,3,2.5,2,3,0.09,19,135.3135234566,48.6486486486
125,3,3,2.5,2,3,0.18,19,124.1428045408,110.3633916555
125,3,3,2.5,2,3,0.36,19,133.64876248,207.8272604588
125,3,3,2.5,2,3,0.72,19,125.8986367445,488.6211512718
125,3,3,2.5,2,3,0.045,22,113.8659798859,72.8609625668
125,3,3,2.5,2,3,0.09,22,108.3511559625,73.4006734007
125,3,3,2.5,2,3,0.18,22,120.932988848,117.6866173504
125,3,3,2.5,2,3,0.36,22,115.9999445584,227.1505376344
125,3,3,2.5,2,3,0.72,22,122.0788375907,462.4664879357
150,1,5,1.5,4,3,0.045,10,125.8780873661,27.4368231047
150,1,5,1.5,4,3,0.09,10,98.1521489072,65.0847457627
150,1,5,1.5,4,3,0.18,10,94.6490377528,198.3914209115
150,1,5,1.5,4,3,0.36,10,163.3736009484,41.6946872898
150,1,5,1.5,4,3,0.72,10,145.5054900828,119.3029490617
150,1,5,1.5,4,3,0.045,13,104.5658499162,33.8835794961
150,1,5,1.5,4,3,0.09,13,94.4897046314,72.4832214765
150,1,5,1.5,4,3,0.18,13,108.2053217547,41.6386836803
150,1,5,1.5,4,3,0.36,13,124.0091814097,69.2934782609
150,1,5,1.5,4,3,0.72,13,134.8489717322,122.0498988537
150,1,5,1.5,4,3,0.045,16,85.7230132141,42.471042471
150,1,5,1.5,4,3,0.09,16,67.4177157753,112.8274009402
150,1,5,1.5,4,3,0.18,16,103.2203260752,38.3064516129
150,1,5,1.5,4,3,0.36,16,127.2799783709,67.0277589709
150,1,5,1.5,4,3,0.72,16,133.3869992712,117.1717171717
150,1,5,1.5,4,3,0.045,19,93.3636892228,43.9367311072
150,1,5,1.5,4,3,0.09,19,115.3130032569,19.1599115696
150,1,5,1.5,4,3,0.18,19,118.9556360711,31.9727891156
150,1,5,1.5,4,3,0.36,19,115.5392417235,74.5967741935
150,1,5,1.5,4,3,0.72,19,110.4484867702,139.8526456798
150,1,5,1.5,4,3,0.045,22,82.1893981311,53.6723163842
150,1,5,1.5,4,3,0.09,22,66.6394212618,103.7735849057
150,1,5,1.5,4,3,0.18,22,96.8991208913,37.8122889939
150,1,5,1.5,4,3,0.36,22,82.3367907643,85.5795148248
150,1,5,1.5,4,3,0.72,22,111.5900847137,136.1502347418
150,1.5,6,2,2,3.5,0.045,10,126.6888952904,91.2139503689
