orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,capillary_number,flow_rate_ratio,droplet_size,generation_rate
150,1.5,6,2,2,3.5,0.09,10,185.0754630189,20.8768267223
150,1.5,6,2,2,3.5,0.18,10,205.5975414025,38.3824537354
150,1.5,6,2,2,3.5,0.36,10,186.660764982,89.5622895623
150,1.5,6,2,2,3.5,0.72,10,176.5427734892,157.9301075269
150,1.5,6,2,2,3.5,0.045,13,106.2822196994,98.6577181208
150,1.5,6,2,2,3.5,0.09,13,181.9729098658,17.4094707521
150,1.5,6,2,2,3.5,0.18,13,156.0010145332,52.2033898305
150,1.5,6,2,2,3.5,0.36,13,167.3342474695,91.2751677852
150,1.5,6,2,2,3.5,0.72,13,156.7147245592,174.4966442953
150,1.5,6,2,2,3.5,0.045,16,79.6414241181,139.2235609103
150,1.5,6,2,2,3.5,0.09,16,107.663465446,34.4589937974
150,1.5,6,2,2,3.5,0.18,16,130.709714284,54.4720914593
150,1.5,6,2,2,3.5,0.36,16,139.9728136834,103.5642232683
150,1.5,6,2,2,3.5,0.72,16,152.3088831933,169.8996655518
150,1.5,6,2,2,3.5,0.045,19,88.334441971,102.6845637584
150,1.5,6,2,2,3.5,0.09,19,149.6263595225,26.4048747461
150,1.5,6,2,2,3.5,0.18,19,136.4503086203,54.8408937035
150,1.5,6,2,2,3.5,0.36,19,153.6309587017,93.9597315436
150,1.5,6,2,2,3.5,0.72,19,156.5601239985,163.0872483221
150,1.5,6,2,2,3.5,0.045,22,87.8652376684,115.5913978495
150,1.5,6,2,2,3.5,0.09,22,135.9612825353,28.9855072464
150,1.5,6,2,2,3.5,0.18,22,136.5107902709,48.0054090602
150,1.5,6,2,2,3.5,0.36,22,141.3717353961,99.395567495
150,1.5,6,2,2,3.5,0.72,22,159.392324268,171.6766867067
150,2,2,2.5,2.5,4,0.045,10,126.0714028404,88.8888888889
150,2,2,2.5,2.5,4,0.09,10,131.4769288107,88.8290713324
150,2,2,2.5,2.5,4,0.18,10,117.6660405795,179.9331103679
150,2,2,2.5,2.5,4,0.36,10,132.1497612864,258.7131367292
150,2,2,2.5,2.5,4,0.72,10,102.6204399651,769.7192513369
150,2,2,2.5,2.5,4,0.045,13,94.6471081129,63.6856368564
150,2,2,2.5,2.5,4,0.09,13,119.8198209167,91.6442048518
150,2,2,2.5,2.5,4,0.18,13,117.3732383275,185.9060402685
150,2,2,2.5,2.5,4,0.36,13,119.5289386596,359.4902749832
150,2,2,2.5,2.5,4,0.72,13,115.8748954496,827.4682698731
150,2,2,2.5,2.5,4,0.045,16,88.182803332,68.4563758389
150,2,2,2.5,2.5,4,0.09,16,105.2617898072,99.1957104558
150,2,2,2.5,2.5,4,0.18,16,93.8307282659,205.4886211513
150,2,2,2.5,2.5,4,0.36,16,98.8885233498,491.9678714859
150,2,2,2.5,2.5,4,0.72,16,99.0550682672,758.8227424749
150,2,2,2.5,2.5,4,0.045,19,83.1585845347,73.4501347709
150,2,2,2.5,2.5,4,0.09,19,100.0213731167,95.4942837929
150,2,2,2.5,2.5,4,0.18,19,130.7165557811,170.4697986577
150,2,2,2.5,2.5,4,0.36,19,105.3216014591,385.2842809365
150,2,2,2.5,2.5,4,0.72,19,89.7093338103,798.1165438714
150,2,2,2.5,2.5,4,0.045,22,81.1381634979,63.4278002699
150,2,2,2.5,2.5,4,0.09,22,94.3797950094,90.6040268456
150,2,2,2.5,2.5,4,0.18,22,100.8364360242,193.5483870968
150,2,2,2.5,2.5,4,0.36,22,104.013961322,437.4581939799
150,2,2,2.5,2.5,4,0.72,22,77.1659637833,915.5518394649
150,2.5,3,3,3,2,0.045,10,184.403926503,22.4184782609
150,2.5,3,3,3,2,0.09,10,124.0250299221,34.5997286296
150,2.5,3,3,3,2,0.18,10,170.5188654708,35.8350236646
150,2.5,3,3,3,2,0.36,10,154.3362956289,85.4068594486
150,2.5,3,3,3,2,0.72,10,188.8263905507,146.9798657718
150,2.5,3,3,3,2,0.045,13,135.2432395984,20.7774798928
150,2.5,3,3,3,2,0.09,13,145.1246489169,56.9323509712
150,2.5,3,3,3,2,0.18,13,156.6933564858,43.8892640108
150,2.5,3,3,3,2,0.36,13,160.3434899738,86.9272237197
150,2.5,3,3,3,2,0.72,13,170.2218874533,143.7206178643
150,2.5,3,3,3,2,0.045,16,102.0654464459,26.8456375839
150,2.5,3,3,3,2,0.09,16,126.1038771911,59.4996619337
150,2.5,3,3,3,2,0.18,16,146.5072873565,42.9155313351
150,2.5,3,3,3,2,0.36,16,140.055428185,88.4125920965
150,2.5,3,3,3,2,0.72,16,130.8559516784,165.6606304494
150,2.5,3,3,3,2,0.045,19,100.7079547629,33.0411328388
150,2.5,3,3,3,2,0.09,19,93.5209973792,70.3753351206
150,2.5,3,3,3,2,0.18,19,141.0772252329,39.6505376344
150,2.5,3,3,3,2,0.36,19,140.5251585909,83.836351442
150,2.5,3,3,3,2,0.72,19,119.1171069522,169.2307692308
150,2.5,3,3,3,2,0.045,22,92.7640747146,28.0054644809
150,2.5,3,3,3,2,0.09,22,123.0448661453,59.6514745308
150,2.5,3,3,3,2,0.18,22,106.3673251493,47.1698113208
150,2.5,3,3,3,2,0.36,22,123.6451012066,77.4410774411
150,2.5,3,3,3,2,0.72,22,149.7635894215,155.6002682763
150,3,4,1,3.5,2.5,0.045,10,170.9729286706,14.8950575491
150,3,4,1,3.5,2.5,0.09,10,163.5627492858,32.0819112628
150,3,4,1,3.5,2.5,0.18,10,190.6013230817,27.815468114
150,3,4,1,3.5,2.5,0.36,10,210.4605484356,53.0913978495
150,3,4,1,3.5,2.5,0.72,10,218.5059464733,89.2617449664
150,3,4,1,3.5,2.5,0.045,13,146.3893219232,16.9371912491
150,3,4,1,3.5,2.5,0.09,13,159.6488892403,30.0751879699
150,3,4,1,3.5,2.5,0.18,13,182.4457571116,24.9826509368
150,3,4,1,3.5,2.5,0.36,13,154.8862615848,57.9124579125
150,3,4,1,3.5,2.5,0.72,13,175.6098413871,105.9691482227
150,3,4,1,3.5,2.5,0.045,16,135.6556152918,10.4895104895
150,3,4,1,3.5,2.5,0.09,16,168.2392409272,14.7948890383
150,3,4,1,3.5,2.5,0.18,16,130.5342218452,35.3260869565
150,3,4,1,3.5,2.5,0.36,16,171.1375080615,51.8518518519
150,3,4,1,3.5,2.5,0.72,16,195.7131991858,94.3396226415
150,3,4,1,3.5,2.5,0.045,19,125.7801489275,25
150,3,4,1,3.5,2.5,0.09,19,143.7830673183,17.6510522743
150,3,4,1,3.5,2.5,0.18,19,141.2908702843,31.8860244233
150,3,4,1,3.5,2.5,0.36,19,159.5301819654,55.8170813719
150,3,4,1,3.5,2.5,0.72,19,139.2674444809,112.9791526564
150,3,4,1,3.5,2.5,0.045,22,155.1250375799,11.50202977
150,3,4,1,3.5,2.5,0.09,22,122.1057182935,20.979020979
150,3,4,1,3.5,2.5,0.18,22,161.8940834907,29.5126973233
150,3,4,1,3.5,2.5,0.36,22,154.4741169894,50.4710632571
150,3,4,1,3.5,2.5,0.72,22,174.8258010574,96.1667787492
175,1,6,2.5,3,2.5,0.045,10,98.8370689469,26.7379679144
175,1,6,2.5,3,2.5,0.09,10,85.5761578836,90.5432595573
175,1,6,2.5,3,2.5,0.18,10,89.2328245297,223.7106496986
175,1,6,2.5,3,2.5,0.36,10,189.9239209932,49.5978552279
175,1,6,2.5,3,2.5,0.72,10,206.928633678,70.8502024291
175,1,6,2.5,3,2.5,0.045,13,100.773091931,32.4324324324
175,1,6,2.5,3,2.5,0.09,13,67.3805201172,94.1883767535
175,1,6,2.5,3,2.5,0.18,13,75.4902153508,165.1006711409
175,1,6,2.5,3,2.5,0.36,13,146.7207893071,43.4201736807
175,1,6,2.5,3,2.5,0.72,13,138.4093295639,82.9399865138
175,1,6,2.5,3,2.5,0.045,16,88.668784475,30.1003344482
175,1,6,2.5,3,2.5,0.09,16,67.7131812027,91.8846411804
175,1,6,2.5,3,2.5,0.18,16,128.8333604747,23.7264480112
175,1,6,2.5,3,2.5,0.36,16,121.5531353033,41.2719891746
175,1,6,2.5,3,2.5,0.72,16,144.4601933647,84.2318059299
175,1,6,2.5,3,2.5,0.045,19,82.1563549081,53.3783783784
175,1,6,2.5,3,2.5,0.09,19,76.2446261442,87.8604963112
175,1,6,2.5,3,2.5,0.18,19,66.0468968525,219.397993311
175,1,6,2.5,3,2.5,0.36,19,147.946500654,38.7959866221
175,1,6,2.5,3,2.5,0.72,19,107.8143950809,101.8893387314
175,1,6,2.5,3,2.5,0.045,22,93.7743444712,50.1672240803
175,1,6,2.5,3,2.5,0.09,22,82.406666096,94.9197860963
175,1,6,2.5,3,2.5,0.18,22,104.8390490596,27.2851296044
175,1,6,2.5,3,2.5,0.36,22,129.350694123,44.966442953
175,1,6,2.5,3,2.5,0.72,22,101.1498365993,96.7092008059
175,1.5,2,3,3.5,3,0.045,10,172.0776688659,16.960651289
175,1.5,2,3,3.5,3,0.09,10,118.3108258275,62.8803245436
175,1.5,2,3,3.5,3,0.18,10,158.6239782089,85.6950067476
175,1.5,2,3,3.5,3,0.36,10,123.9571216774,146.7828418231
175,1.5,2,3,3.5,3,0.72,10,131.772793043,365.9090909091
175,1.5,2,3,3.5,3,0.045,13,122.4261617245,26.0695187166
175,1.5,2,3,3.5,3,0.09,13,114.4614591295,46.1329715061
175,1.5,2,3,3.5,3,0.18,13,100.6300442188,139.9866041527
175,1.5,2,3,3.5,3,0.36,13,129.5456915428,136.1502347418
175,1.5,2,3,3.5,3,0.72,13,127.1018409299,288.9632107023
175,1.5,2,3,3.5,3,0.045,16,110.4606592633,21.6802168022
175,1.5,2,3,3.5,3,0.09,16,89.0630464597,73.8482384824
175,1.5,2,3,3.5,3,0.18,16,94.8592882387,131.8090114324
175,1.5,2,3,3.5,3,0.36,16,140.5207184054,127.345844504
175,1.5,2,3,3.5,3,0.72,16,100.5944822867,411.1036789298
175,1.5,2,3,3.5,3,0.045,19,100.7862743137,23.1923601637
175,1.5,2,3,3.5,3,0.09,19,77.094229615,72.3461798513
175,1.5,2,3,3.5,3,0.18,19,76.522047632,112.3066577001
175,1.5,2,3,3.5,3,0.36,19,96.6149002505,153.6912751678
175,1.5,2,3,3.5,3,0.72,19,57.7412930801,470.1003344482
175,1.5,2,3,3.5,3,0.045,22,63.1292303109,36.6350067843
175,1.5,2,3,3.5,3,0.09,22,86.2790861969,58.9430894309
175,1.5,2,3,3.5,3,0.18,22,91.236025186,77.1812080537
175,1.5,2,3,3.5,3,0.36,22,48.5344026707,273.7617135208
175,1.5,2,3,3.5,3,0.72,22,98.7076948319,267.5585284281
175,2,3,1,4,3.5,0.045,10,217.0714217031,15.3738644305
175,2,3,1,4,3.5,0.09,10,174.5681670311,24.1212956582
175,2,3,1,4,3.5,0.18,10,200.2263708791,46.6847090663
175,2,3,1,4,3.5,0.36,10,189.7766608665,85.9060402685
175,2,3,1,4,3.5,0.72,10,213.9747400244,141.3261888814
175,2,3,1,4,3.5,0.045,13,99.9603357428,25.5548083389
175,2,3,1,4,3.5,0.09,13,162.9863664767,37.6344086022
175,2,3,1,4,3.5,0.18,13,175.0486349573,45.8530006743
175,2,3,1,4,3.5,0.36,13,148.4070765265,93.9597315436
175,2,3,1,4,3.5,0.72,13,153.3526290074,155.4959785523
175,2,3,1,4,3.5,0.045,16,103.9770929299,32.7540106952
175,2,3,1,4,3.5,0.09,16,143.687358913,40.8719346049
175,2,3,1,4,3.5,0.18,16,142.2225203574,55.7421087979
175,2,3,1,4,3.5,0.36,16,173.0919599542,86.3115306811
175,2,3,1,4,3.5,0.72,16,134.4211353397,190.093708166
175,2,3,1,4,3.5,0.045,19,119.8645036555,17.5438596491
175,2,3,1,4,3.5,0.09,19,130.5537928369,37.8378378378
175,2,3,1,4,3.5,0.18,19,161.735457499,41.3559322034
175,2,3,1,4,3.5,0.36,19,142.9463035307,92.9919137466
175,2,3,1,4,3.5,0.72,19,209.0732993068,147.9488903833
175,2,3,1,4,3.5,0.045,22,113.7682765239,22.0689655172
175,2,3,1,4,3.5,0.09,22,121.5948482465,30.0341296928
175,2,3,1,4,3.5,0.18,22,81.6613472587,55.7065217391
175,2,3,1,4,3.5,0.36,22,159.9868995608,91.0316925152
175,2,3,1,4,3.5,0.72,22,152.4528899012,146.7828418231
175,2.5,4,1.5,2,4,0.045,10,211.198439454,40.9946236559
175,2.5,4,1.5,2,4,0.09,10,224.2915787235,30.8430431803
175,2.5,4,1.5,2,4,0.18,10,212.2821487904,58.6253369272
175,2.5,4,1.5,2,4,0.36,10,211.3716864846,113.8647019424
175,2.5,4,1.5,2,4,0.72,10,262.8304700658,100.8119079838
175,2.5,4,1.5,2,4,0.045,13,193.6252407233,42.3102753526
175,2.5,4,1.5,2,4,0.09,13,191.6104447405,31.5934065934
175,2.5,4,1.5,2,4,0.18,13,209.447151093,65.0134048257
175,2.5,4,1.5,2,4,0.36,13,161.1646581642,108.2887700535
175,2.5,4,1.5,2,4,0.72,13,179.1222320861,231.0783657066
175,2.5,4,1.5,2,4,0.045,16,160.9576609262,49.0261920752
175,2.5,4,1.5,2,4,0.09,16,185.7159823497,36.9623655914
175,2.5,4,1.5,2,4,0.18,16,207.4138288473,49.5587236931
175,2.5,4,1.5,2,4,0.36,16,193.4459200544,101.4103425118
175,2.5,4,1.5,2,4,0.72,16,189.7046946945,225.935828877
175,2.5,4,1.5,2,4,0.045,19,209.9493501289,37.9146919431
175,2.5,4,1.5,2,4,0.09,19,144.2471353843,41.6946872898
175,2.5,4,1.5,2,4,0.18,19,161.8138703959,70.2702702703
175,2.5,4,1.5,2,4,0.36,19,178.2478068508,126.0898725687
175,2.5,4,1.5,2,4,0.72,19,182.6527122006,204.8192771084
175,2.5,4,1.5,2,4,0.045,22,146.8201574002,18.3798502383
175,2.5,4,1.5,2,4,0.09,22,162.7686546825,39.972899729
175,2.5,4,1.5,2,4,0.18,22,181.7962540768,69.1739422431
175,2.5,4,1.5,2,4,0.36,22,140.4741406688,152.144772118
175,2.5,4,1.5,2,4,0.72,22,143.8022401543,237.9356568365
175,3,5,2,2.5,2,0.045,10,193.0705648755,21.0597826087
175,3,5,2,2.5,2,0.09,10,179.3569879617,71.0455764075
175,3,5,2,2.5,2,0.18,10,270.0884555512,16.6898470097
175,3,5,2,2.5,2,0.36,10,240.2307187324,42.3102753526
175,3,5,2,2.5,2,0.72,10,243.7330922406,81.7694369973
175,3,5,2,2.5,2,0.045,13,176.1732520216,23.4741784038
175,3,5,2,2.5,2,0.09,13,180.6345609194,61.0738255034
175,3,5,2,2.5,2,0.18,13,242.4135513473,23.6646382691
175,3,5,2,2.5,2,0.36,13,200.0047655473,60.9919571046
175,3,5,2,2.5,2,0.72,13,303.1835857942,70.3281982585
175,3,5,2,2.5,2,0.045,16,133.3711419636,40.0815217391
175,3,5,2,2.5,2,0.09,16,160.1022461613,69.9394754539
175,3,5,2,2.5,2,0.18,16,231.4155942425,21.2474297464
175,3,5,2,2.5,2,0.36,16,207.0114103744,54.163845633
175,3,5,2,2.5,2,0.72,16,218.5098042342,93.101138647
175,3,5,2,2.5,2,0.045,19,127.1486350883,37.0121130552
175,3,5,2,2.5,2,0.09,19,195.4256626266,14.4329896907
175,3,5,2,2.5,2,0.18,19,206.1203458433,30.3643724696
175,3,5,2,2.5,2,0.36,19,208.8964670624,47.0114170584
175,3,5,2,2.5,2,0.72,19,195.1056271316,98.184263618
175,3,5,2,2.5,2,0.045,22,130.007639317,39.7039030956
175,3,5,2,2.5,2,0.09,22,189.101782394,16.8657765285
175,3,5,2,2.5,2,0.18,22,145.4896003628,36.1035422343
175,3,5,2,2.5,2,0.36,22,193.2311637747,56.5275908479
175,3,5,2,2.5,2,0.72,22,192.1524792871,97.2501676727
