chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
139,150,2.5,3,3,3,2,13,0.066096,1,19.1403626595,130.4478874764
140,125,1,4,3,2.5,3.5,2,0.033048,1,19.2151556157,154.2204165325
141,175,2,3,1,4,3.5,13,0.066096,1,19.422310757,139.8568627715
142,175,3,5,2,2.5,2,10,0.264384,2,19.6463654224,280.3794440198
143,150,2,2,2.5,2.5,4,2,0.033048,1,19.7779319917,225.6521165341
144,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,20,0.15,2,19.8380566802,156.0598586839
145,175,3,5,2,2.5,2,16,0.264384,2,19.9004975124,238.6962542742
146,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,8,0.2,2,19.9864956111,232.5438986064
147,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,8,0.05,1,20.0543847723,134.7515031727
148,175,3,5,2,2.5,2,13,0.264384,2,20.1207243461,254.8656196981
149,175,2.5,4,1.5,2,4,10,0.033048,1,20.530726257,167.6021043992
150,100,2,5,3,2,2.5,13,0.033048,1,20.8754208754,85.9987287791
151,150,3,4,1,3.5,2.5,22,0.132192,2,20.979020979,142.357658579
152,75,1,2,1,2,2,13,0.066096,1,21.0454854039,67.1528643389
153,150,3,4,1,3.5,2.5,19,0.132192,2,21.0702341137,149.2711281186
154,125,1.5,5,1,3,4,13,0.033048,1,21.356615178,89.2326149101
155,175,1.5,2,3,3.5,3,16,0.066096,1,21.6802168022,114.5911180735
156,175,2.5094,4.0341,1.44177,2.0021,3.94057,12.6196,0.07752,2,22.02,200.5
157,125,2,6,1.5,3.5,2,22,0.132192,2,22.2371967655,102.4481724692
158,150,2.5,3,3,3,2,10,0.066096,1,22.4184782609,135.061896995
159,175,2,3,1,4,3.5,10,0.066096,1,22.5102319236,145.3132476771
160,175,3,5,2,2.5,2,2,0.066096,1,22.691292876,287.8660840847
161,100,1,3,2,3.5,4,22,0.033048,1,22.834116857,52.3673446661
162,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,10.0669966152,0.0458276073,1,23.11,115.6429509776
163,100,2.5,6,1,2.5,3,2,0.066096,1,23.1135282121,204.9023663868
164,175,1.5,2,3,3.5,3,19,0.066096,1,23.1923601637,105.8065715456
165,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,14,0.05,1,23.5173824131,106.037884864
166,175,3,5,2,2.5,2,19,0.066096,1,23.5294117647,134.2863971488
167,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,14,0.2,2,23.6252545825,182.5067723957
168,150,2,2,2.5,2.5,4,10,0.033048,1,23.8014854828,124.0628295541
169,125,2,6,1.5,3.5,2,6,0.066096,1,23.870532704,122.458989053
170,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.05,1,23.8896366083,111.3141129492
171,150,1.5,6,2,2,3.5,16,0.132192,2,23.9379635873,158.406146542
172,100,2.5,6,1,2.5,3,19,0.066096,1,24.0677966102,95.4514234778
173,125,3,3,2.5,2,3,22,0.033048,1,24.4731475187,95.3019925546
174,75,3,6,3,4,4,16,0.066096,1,24.4966442953,81.6108567369
175,175,2.5094,4.0341,1.44177,2.0021,3.94057,8,0.1,2,24.5733788396,245.0320682797
176,125,2,6,1.5,3.5,2,22,0.264384,2,24.6406570842,124.7355172188
177,175,1,6,2.5,3,2.5,6,0.066096,1,24.7297297297,133.4206242856
178,75,1,2,1,2,2,16,0.066096,1,24.9494268375,59.2068273521
179,150,3,4,1,3.5,2.5,13,0.264384,2,24.9826509368,201.6505961065
180,150,2,2,2.5,2.5,4,22,0.033048,1,25.0340599455,93.7975972439
181,125,2,6,1.5,3.5,2,19,0.264384,2,25.2732240437,129.880426069
182,125,1,4,3,2.5,3.5,22,0.033048,1,25.3369272237,63.2374424799
183,175,1,6,2.5,3,2.5,2,0.066096,1,25.6911665543,189.9948817827
184,125,2,6,1.5,3.5,2,13,0.066096,1,25.7085020243,92.3255171245
185,175,1.5,2,3,3.5,3,13,0.066096,1,26.0695187166,115.4835261626
186,125,2,6,1.5,3.5,2,16,0.264384,2,26.2249827467,135.8532574124
187,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,20,0.2,2,26.2339418526,156.4885788681
188,150,2.5,3,3,3,2,16,0.066096,1,26.8456375839,108.7435867199
189,125,2,6,1.5,3.5,2,19,0.132192,1,27.1255060729,100.6841957629
190,175,1,6,2.5,3,2.5,22,0.264384,2,27.2851296044,132.9179409799
191,150,1,5,1.5,4,3,10,0.066096,1,27.4368231047,93.4204500624
192,75,2,4,2,3,3,6,0.066096,1,27.6839972991,96.4708548835
193,150,3,4,1,3.5,2.5,10,0.264384,2,27.815468114,212.3397702901
194,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,8,0.1,1,27.8336686787,165.2787490093
195,150,1.5,6,2,2,3.5,22,0.132192,2,27.8532608696,135.438306559
196,150,2.5,3,3,3,2,22,0.066096,1,28.0054644809,96.4227991633
197,125,2,6,1.5,3.5,2,10,0.528768,2,28.024606972,195.8146928622
198,175,2,3,1,4,3.5,22,0.132192,2,28.3149171271,130.4054890948
199,175,3,5,2,2.5,2,13,0.132192,1,28.5024154589,180.1172211557
200,100,2,5,3,2,2.5,10,0.033048,1,28.5520054385,84.5550122026
201,75,1,2,1,2,2,19,0.066096,1,28.5520054385,53.4525672631
202,75,1,2,1,2,2,10,0.066096,1,28.5714285714,66.1893307177
203,100,2,5,3,2,2.5,16,0.033048,1,28.8784419073,72.0200882081
204,75,3,6,3,4,4,22,0.066096,1,28.9367429341,69.4276855182
205,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.05,1,29.0344361918,86.5571461702
206,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.1,2,29.2881355932,191.7791073408
207,75,2,4,2,3,3,13,0.066096,1,29.4715447154,73.0142103513
208,150,3,4,1,3.5,2.5,22,0.264384,2,29.5126973233,160.0723322777
209,75,2.5,5,2.5,3.5,3.5,10,0.066096,1,29.6143250689,84.9012430906
210,100,3,2,1.5,3,3.5,2,0.066096,1,29.8457411133,196.2361632252
211,175,3,5,2,2.5,2,22,0.264384,2,29.8507462687,187.520010295
212,150,3,4,1,3.5,2.5,13,0.132192,1,30.0751879699,150.452555272
213,175,1,6,2.5,3,2.5,16,0.066096,1,30.1003344482,90.1120232044
214,125,2,6,1.5,3.5,2,10,0.066096,1,30.3819444444,95.3066640568
215,75,2.5,5,2.5,3.5,3.5,22,0.066096,1,30.407740152,64.7061738226
216,100,2,5,3,2,2.5,19,0.033048,1,30.6330837304,66.6863257386
217,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.1,2,30.6330837304,167.7519751409
218,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,8,0.05,1,30.7486631016,86.8254394402
219,150,1.5,6,2,2,3.5,19,0.033048,1,30.8056872038,86.6349095429
220,150,1.5,6,2,2,3.5,10,0.033048,1,30.8104487609,107.2972074563
221,150,1.5,6,2,2,3.5,2,0.033048,1,30.8288409704,183.4391499975
222,175,2.5,4,1.5,2,4,10,0.132192,2,30.8430431803,232.2996174423
223,75,2,4,2,3,3,10,0.066096,1,30.8724832215,78.463128816
224,125,1.5,5,1,3,4,10,0.132192,2,30.9121621622,136.6655586199
225,100,2.5,6,1,2.5,3,19,0.264384,2,30.9330628803,139.3606647809
226,175,2,3,1,4,3.5,10,0.132192,1,31.0182063385,164.5266685892
227,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,13,0.26,2,31.1740890688,186.1440841108
228,175,3,5,2,2.5,2,19,0.264384,2,31.1890838207,194.0535103132
229,150,2,2,2.5,2.5,4,6,0.033048,1,31.25,134.3309065529
230,175,2,3,1,4,3.5,10,0.264384,2,31.3565098841,206.5424337635
231,75,2.5,5,2.5,3.5,3.5,16,0.066096,1,31.5284441398,71.0897774499
232,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,8,0.05,1,31.5468113976,75.9106780618
233,175,2.5,4,1.5,2,4,13,0.132192,2,31.5934065934,211.1483209246
234,125,3,3,2.5,2,3,6,0.066096,1,31.6285329744,169.9832190509
235,125,3,3,2.5,2,3,2,0.066096,1,31.6498316498,245.1032194229
236,75,3,6,3,4,4,2,0.066096,1,31.7513368984,149.7014910516
237,75,1,2,1,2,2,6,0.066096,1,31.7567567568,75.7593390811
238,100,2.5,6,1,2.5,3,16,0.264384,2,31.762295082,146.2811720988
239,75,2.5,5,2.5,3.5,3.5,6,0.066096,1,31.951053705,98.1452269472
240,100,2.5,6,1,2.5,3,10,0.264384,2,32.0338983051,170.6065838568
241,150,3,4,1,3.5,2.5,10,0.132192,1,32.0819112628,160.7052474899
242,150,1.5,6,2,2,3.5,6,0.033048,1,32.2033898305,125.3536008482
243,75,3,6,3,4,4,19,0.066096,1,32.3014804845,70.2799515826
244,175,1,6,2.5,3,2.5,13,0.066096,1,32.4324324324,94.1973930709
245,100,2.5,6,1,2.5,3,13,0.264384,2,32.4983073798,155.5718512445
246,150,3,4,1,3.5,2.5,16,0.132192,1,32.7516778523,136.4579859296
247,125,2,6,1.5,3.5,2,13,0.528768,2,32.784129119,170.277050189
248,125,2,6,1.5,3.5,2,19,0.528768,2,32.967032967,149.7662531835
249,150,2.5,3,3,3,2,19,0.066096,1,33.0411328388,95.8220325084
250,75,3,6,3,4,4,6,0.066096,1,33.110367893,102.3571954132
251,75,1.5,3,1.5,2.5,2.5,6,0.066096,1,33.2654446707,83.5740199029
252,175,2,3,1,4,3.5,16,0.264384,2,33.2654446707,173.1466489981
253,75,2.5,5,2.5,3.5,3.5,2,0.066096,1,33.4896182184,139.3481684033
254,75,3,6,3,4,4,10,0.066096,1,33.7381916329,85.7925407562
255,150,1,5,1.5,4,3,13,0.066096,1,33.8835794961,79.7827529324
256,75,2.5,5,2.5,3.5,3.5,19,0.066096,1,33.9904826649,65.4703030623
257,150,1.5,6,2,2,3.5,10,0.264384,2,34.3003412969,207.0546280574
258,175,2,3,1,4,3.5,19,0.132192,1,34.3897505057,128.345601268
259,75,2,4,2,3,3,19,0.066096,1,34.5060893099,61.0435378332
260,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,20,0.15,2,34.9201623816,88.4349768746
261,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,20,0.05,1,35.0168350168,82.4513492091
262,150,2.5,3,3,3,2,10,0.132192,1,35.2585627938,146.3266236875
263,150,3,4,1,3.5,2.5,16,0.264384,2,35.3260869565,167.644108437
264,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,14,0.05,1,35.4752342704,68.6965028922
265,150,1.5,6,2,2,3.5,13,0.264384,2,35.5450236967,187.4751469002
266,175,2,3,1,4,3.5,13,0.264384,2,35.666218035,181.2946793663
267,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,14,0.05,1,35.7142857143,60.440496238
268,75,2,4,2,3,3,22,0.066096,1,35.7142857143,57.4691261429
269,150,3,4.0103116645,1.000008721,3.4974892602,2.4949247793,14,0.1,1,35.7383681726,126.1874736764
270,150,1,5,1.5,4,3,19,0.264384,2,35.9060402685,109.4627081469
271,150,2.5,3,3,3,2,10,0.264384,2,36.1016949153,182.913469871
272,75,2.5,5,2.5,3.5,3.5,13,0.066096,1,36.1281526926,72.8033940131
273,100,2,5,3,2,2.5,2,0.033048,1,36.2903225806,133.4784908323
274,175,2.5,4,1.5,2,4,2,0.066096,1,36.4583333333,298.1823737151
275,175,1.5,2,3,3.5,3,22,0.066096,1,36.6350067843,86.5178740024
276,175,2.5094,4.0341,1.44177,2.0021,3.94057,8,0.15,2,36.6598778004,245.4772785582
277,75,2,4,2,3,3,16,0.066096,1,36.8492224476,63.242161703
278,175,3,5,2,2.5,2,16,0.132192,1,36.8574199806,154.2701634139
279,75,2,4,2,3,3,2,0.066096,1,36.8632707775,126.4682539396
280,175,2.5,4,1.5,2,4,16,0.132192,2,36.9623655914,186.9853815625
281,175,1,5.961528047,2.495028136,3.017040258,2.485131774,20,0.05,1,37.0121130552,70.880283855
282,125,2,6,1.5,3.5,2,22,0.528768,2,37.2628726287,136.9174435708
283,175,2,3,1,4,3.5,16,0.132192,1,37.6344086022,131.8884724016
284,175,3,5,2,2.5,2,13,0.528768,2,37.7483443709,260.3573371692
285,150,1,5,1.5,4,3,22,0.264384,2,37.8122889939,102.4600767739
286,100,2,5,3,2,2.5,22,0.033048,1,37.8940308518,59.1589423066
287,175,2.5,4,1.5,2,4,19,0.066096,1,37.9146919431,138.9644967887
288,150,3,4,1,3.5,2.5,19,0.264384,2,37.9194630872,154.6161568254
289,125,2,6,1.5,3.5,2,16,0.528768,2,38.1355932203,151.080456912
290,175,3,5,2,2.5,2,10,0.132192,1,38.1642512077,178.3520048567
291,150,1,5,1.5,4,3,16,0.264384,2,38.3064516129,113.4425354216
292,150,1.5,6,2,2,3.5,22,0.033048,1,38.3580080754,76.6881365037
293,100,2.8101,2,1.5029,2.9903,3.57789,8,0.05,1,38.3626522327,102.0590841804
294,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,14,0.2,2,38.7755102041,105.8629218925
295,175,2,3,1,4,3.5,22,0.264384,2,38.7755102041,147.9534610049
296,175,1,6,2.5,3,2.5,19,0.528768,2,38.7959866221,156.3854594093
297,100,2.5,6,1,2.5,3,10,0.066096,1,38.8019060585,100.8234066458
298,100,2.5,6,1,2.5,3,13,0.066096,1,38.9000670691,92.3027173302
299,75,1,2,1,2,2,2,0.066096,1,39.0410958904,101.9955700867
300,150,1.5,6,2,2,3.5,16,0.264384,2,39.4470667566,168.9686717517
301,175,3,5,2,2.5,2,22,0.132192,1,39.7286821705,135.3073216547
302,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.15,2,39.8721399731,198.0793062393
303,175,2.5,4,1.5,2,4,22,0.132192,2,39.972899729,163.821710766
304,150,1.5,6,2,2,3.5,19,0.264384,2,40.8441116406,157.7211993371
305,175,2.5,4,1.5,2,4,10,0.066096,1,40.9946236559,167.6931291513
306,175,1,6,2.5,3,2.5,16,0.528768,2,41.2719891746,162.225097186
307,175,3,5,2,2.5,2,22,0.528768,2,41.3793103448,211.8921812438
308,175,2.5,4,1.5,2,4,19,0.132192,2,41.6946872898,169.6248439944
309,75,3,6,3,4,4,13,0.066096,1,41.9463087248,73.1045536007
310,100,1,3,2,3.5,4,13,0.066096,1,42.3102753526,64.0142188721
311,175,2.5,4,1.5,2,4,13,0.066096,1,42.3102753526,152.0411579915
312,125,2,6,1.5,3.5,2,22,0.066096,1,42.3509075194,65.5994185062
313,100,1.5,4,2.5,4,2,10,0.132192,1,42.3671822461,80.4905741618
314,150,1,5,1.5,4,3,16,0.066096,1,42.471042471,69.047654164
315,175,1,6,2.5,3,2.5,10,0.528768,2,42.4881033311,187.9118014474
316,150,2,2,2.5,2.5,4,13,0.033048,1,42.5963488844,93.6277227492
317,150,3,4,1,3.5,2.5,10,0.528768,2,42.9582210243,231.4486774305
318,75,1.5,3,1.5,2.5,2.5,2,0.066096,1,43.0976430976,110.5668613224
319,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.15,2,43.1034482759,171.3658566458
320,175,3,5,2,2.5,2,19,0.132192,1,43.2220039293,138.147833261
321,75,3,6,3,4,4,10,0.264384,2,43.4201736807,125.2024829343
322,125,1.5,5,1,3,4,2,0.066096,1,43.4343434343,165.6041151247
323,175,3,5,2,2.5,2,10,0.528768,2,43.4713375796,271.0915039246
324,100,1,3,2,3.5,4,10,0.066096,1,43.4929197572,69.2255896846
325,125,1.5,5,1,3,4,22,0.132192,2,43.5656836461,93.7230623374
326,150,2.5,3,3,3,2,13,0.264384,2,43.8892640108,157.0318216828
327,150,1,5,1.5,4,3,19,0.066096,1,43.9367311072,64.4702639898
328,125,2.5,2,2,4,2.5,10,0.132192,1,44.2953020134,115.0320920668
329,100,2.5,6,1,2.5,3,22,0.132192,2,44.4538526672,93.3422697234
330,100,1,3,2,3.5,4,16,0.066096,1,44.6247464503,58.6823643718
331,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,8,0.05,1,44.8021462106,88.7426033049
332,175,2.5,4,1.5,2,4,16,0.066096,1,44.9037776194,139.0880920294
