chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
333,125,1.5,5,1,3,4,10,0.066096,1,44.9061662198,95.7760415278
334,75,1,2.1948630113,1,2.0134566606,2.1475925075,8,0.05,1,44.9362843729,56.6279609173
335,175,1,6,2.5,3,2.5,22,0.528768,2,44.966442953,141.7771033971
336,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,20,0.2,2,45.5773126266,89.0661798923
337,75,1.5,3,1.5,2.5,2.5,10,0.066096,1,45.7604306864,63.3805668402
338,175,2.5094,4.0341,1.44177,2.0021,3.94057,8,0.05,1,45.9060402685,157.9105967994
339,175,1.5,2,3,3.5,3,13,0.132192,1,46.1329715061,120.2921340116
340,150,2,2,2.5,2.5,4,2,0.066096,1,46.1538461538,214.3418971359
341,150,1,5,1.5,4,3,16,0.132192,1,46.2711864407,84.5446937846
342,75,1,2,1,2,2,22,0.066096,1,46.4021519839,43.2957274047
343,75,1.5,3,1.5,2.5,2.5,13,0.066096,1,46.4021519839,57.8041467879
344,150,1.5,6,2,2,3.5,16,0.033048,1,46.4572192513,80.0012358183
345,125,1.5,5,1,3,4,13,0.066096,1,46.581769437,86.6906844925
346,125,1,4,3,2.5,3.5,6,0.066096,1,46.581769437,100.2891830524
347,175,3,5,2,2.5,2,19,0.528768,2,46.6115702479,213.8459993214
348,125,1,4,3,2.5,3.5,10,0.066096,1,46.738399462,84.4925775216
349,100,1.5,4,2.5,4,2,13,0.132192,1,46.82274247,71.3326161877
350,75,2.5,5,2.5,3.5,3.5,22,0.132192,2,46.875,70.5726903032
351,175,3,5,2,2.5,2,16,0.528768,2,46.875,226.0284742974
352,125,1,4,3,2.5,3.5,16,0.066096,1,46.9798657718,72.1161587584
353,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,20,0.05,1,47.0647773279,55.5107459971
354,100,3,2,1.5,3,3.5,6,0.066096,1,47.0746469401,116.8881247194
355,150,2.5,3,3,3,2,22,0.264384,2,47.1698113208,128.6449114481
356,150,1,5,1.5,4,3,10,0.528768,2,47.7227059612,155.3608319863
357,100,1,3,2,3.5,4,2,0.066096,1,48.1093855503,114.4597825439
358,175,2,3,1,4,3.5,13,0.132192,1,48.1605351171,130.1858087919
359,175,2.5094,4.0341,1.44177,2.0021,3.94057,8,0.2,2,48.2688391039,246.508707809
360,100,2.8101,2,1.5029,2.9903,3.57789,14,0.05,1,48.3085250338,78.4273004474
361,175,2.5,4,1.5,2,4,6,0.066096,1,48.4344422701,188.0712389232
362,175,1,6,2.5,3,2.5,13,0.528768,2,48.6016371078,164.6310522375
363,125,3,3,2.5,2,3,19,0.132192,2,48.6486486486,126.3430490641
364,75,1.5,3,1.5,2.5,2.5,16,0.066096,1,48.7804878049,53.0474012298
365,150,2,2,2.5,2.5,4,13,0.066096,1,48.7804878049,112.7517274853
366,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,20,0.05,1,48.9932885906,48.2980014692
367,150,1.5,6,2,2,3.5,22,0.264384,2,49.2219215156,141.1423490684
368,75,3,6,3,4,4,22,0.264384,2,49.2245448415,92.3227354347
369,100,3,2,1.5,3,3.5,10,0.066096,1,49.3288590604,97.0620534139
370,125,2.5,2,2,4,2.5,16,0.132192,1,49.3910690122,94.8452177111
371,125,1,4,3,2.5,3.5,2,0.066096,1,49.3951612903,141.8420620846
372,100,1.5,4,2.5,4,2,22,0.132192,1,49.3951612903,58.8011549073
373,175,2.5,4,1.5,2,4,16,0.264384,2,49.5587236931,213.6473621832
374,75,3,6,3,4,4,13,0.264384,2,50.1002004008,109.3744432279
375,175,1,6,2.5,3,2.5,22,0.066096,1,50.1672240803,68.3490146601
376,100,1.5,4,2.5,4,2,16,0.132192,1,50.2680965147,65.0055960358
377,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,19.3703783323,0.0471412115,1,50.31,47.4457658388
378,150,2.5,3,3,3,2,16,0.264384,2,50.3693754197,139.9563806608
379,150,3,4,1,3.5,2.5,22,0.528768,2,50.4710632571,168.6482171943
380,100,1,3,2,3.5,4,19,0.066096,1,50.9510869565,53.0196879049
381,150,2,2,2.5,2.5,4,19,0.066096,1,51.747311828,97.418006141
382,150,3,4,1,3.5,2.5,16,0.528768,2,51.8518518519,185.8554845002
383,150,2,2,2.5,2.5,4,6,0.066096,1,52.3453433039,142.5093198351
384,175,2,3,1,4,3.5,19,0.264384,2,52.6315789474,140.3196618517
385,100,1,3,2,3.5,4,22,0.066096,1,52.8878441907,49.8670108784
386,75,1.5,3,1.5,2.5,2.5,19,0.066096,1,53.3423362593,48.6232826429
387,175,1,6,2.5,3,2.5,19,0.066096,1,53.3783783784,70.3029447099
388,75,3,6,3,4,4,19,0.264384,2,53.4402137609,94.327038138
389,125,2.5,2,2,4,2.5,13,0.132192,1,53.450608931,99.0009975919
390,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,14,0.05,1,53.4586971122,69.4298613923
391,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,13,0.26,2,53.5956580733,106.3153221765
392,125,1.5,5,1,3,4,13,0.132192,2,53.6912751678,104.1725235414
393,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.2,2,53.8668459987,197.2126116233
394,125,1.5,5,1,3,4,16,0.132192,2,54.0994623656,96.9611812947
395,75,1,2.1948630113,1,2.0134566606,2.1475925075,14,0.05,1,54.8452220727,43.9714743277
396,150,2.5,3,3,3,2,19,0.264384,2,55.3691275168,128.0602834105
397,125,1.5,5,1,3,4,16,0.066096,1,55.5183946488,76.2968455264
398,125,1.5,5,1,3,4,19,0.132192,2,55.5927662425,90.7357109982
399,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.2,2,55.6825823806,173.1814709655
400,150,3,4,1,3.5,2.5,19,0.528768,2,55.8170813719,171.2497283364
401,100,3,2,1.5,3,3.5,16,0.066096,1,55.8546433378,79.6202267169
402,150,1.5,6,2,2,3.5,13,0.033048,1,55.9651474531,80.5750824945
403,75,3,6,3,4,4,16,0.264384,2,56.1872909699,98.2330062373
404,100,3,2,1.5,3,3.5,19,0.066096,1,56.4137004701,74.9382882525
405,75,2.5,5,2.5,3.5,3.5,13,0.264384,2,56.6419420094,99.4811575741
406,150,2.5,3,3,3,2,13,0.132192,1,56.9323509712,114.2818854867
407,125,1.5,5,1,3,4,19,0.264384,2,57.5370121131,113.0173808331
408,175,2.5,4,1.5,2,4,22,0.066096,1,57.8389830508,114.9590395995
409,150,3,4,1,3.5,2.5,13,0.528768,2,57.9124579125,191.9692564965
410,125,3,3,2.5,2,3,19,0.066096,1,58.0688723835,94.5330821484
411,100,3,2,1.5,3,3.5,22,0.066096,2,58.1550802139,70.6447216778
412,125,1,4,3,2.5,3.5,13,0.066096,1,58.2719356999,71.9298086775
413,125,1.5,5,1,3,4,19,0.066096,1,58.389261745,70.8483947962
414,175,2.5,4,1.5,2,4,10,0.264384,2,58.6253369272,236.2739181059
415,175,1.5,2,3,3.5,3,22,0.132192,1,58.9430894309,93.0258466416
416,100,1.5,4,2.5,4,2,19,0.132192,1,59.1000671592,58.1622270186
417,125,1.5,5,1,3,4,6,0.066096,1,59.3959731544,103.4481652455
418,150,2.5,3,3,3,2,16,0.132192,1,59.4996619337,105.0832251695
419,150,2.5,3,3,3,2,22,0.132192,1,59.6514745308,94.4199136659
420,125,2.5,2,2,4,2.5,22,0.132192,1,59.6610169492,80.0879412506
421,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,8,0.1,1,59.9594868332,117.8494144606
422,150,1,5,1.5,4,3,22,0.066096,1,60.2226720648,55.2703645338
423,75,2,4,2,3,3,10,0.264384,2,60.298102981,99.6418060386
424,125,3,3,2.5,2,3,10,0.066096,1,60.3799185889,115.5718258994
425,75,2.5,5,2.5,3.5,3.5,16,0.264384,2,60.7287449393,90.6977603858
426,100,2.8101,2,1.5029,2.9903,3.57789,20,0.05,1,60.7935440484,64.499356976
427,125,3,3,2.5,2,3,10,0.132192,2,61.0328638498,145.0902507655
428,100,2,5,3,2,2.5,2,0.066096,1,61.5384615385,141.0271353286
429,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,20,0.05,1,61.8279569892,58.7295675366
430,100,1.5,4,2.5,4,2,22,0.264384,2,62.0805369128,68.6497303694
431,125,3,3,2.5,2,3,13,0.132192,2,62.1621621622,132.1304739656
432,75,2.5,5,2.5,3.5,3.5,19,0.264384,2,62.3721881391,84.8893351431
433,125,1.5,5,1,3,4,22,0.066096,1,62.5420309348,65.9417785232
434,175,1.5,2,3,3.5,3,10,0.132192,1,62.8803245436,118.4087778035
435,75,2.5,5,2.5,3.5,3.5,10,0.264384,2,63.2653061224,104.6436279322
436,100,1,3,2,3.5,4,6,0.066096,1,63.3378016086,72.4104822445
437,150,2,2,2.5,2.5,4,22,0.066096,2,63.4278002699,86.6866575821
438,75,1.5,3,1.5,2.5,2.5,22,0.066096,1,64.0593391773,43.5629994866
439,150,1,5,1.5,4,3,22,0.528768,2,64.0982503365,108.2663776994
440,100,2,5,3,2,2.5,13,0.264384,2,64.602960969,118.0274342104
441,100,2,5,3,2,2.5,16,0.264384,2,64.8648648649,109.9862490842
442,175,2.5,4,1.5,2,4,13,0.264384,2,65.0134048257,209.1520597739
443,150,1,5,1.5,4,3,10,0.132192,1,65.0847457627,88.2544929098
444,125,1.5,5,1,3,4,22,0.264384,2,65.2393796359,103.2130723552
445,125,3,3,2.5,2,3,13,0.066096,1,65.3198653199,103.1541262379
446,175,1,5.961528047,2.495028136,3.017040258,2.485131774,10.41224378,1.057536,2,65.36787269,201.6285786438
447,125,1.5,5,1,3,4,10,0.264384,2,65.6123822342,133.9831770416
448,100,2.5,6,1,2.5,3,16,0.528768,2,65.7276995305,144.6281767738
449,150,1,5,1.5,4,3,22,0.132192,1,66.4429530201,67.3916400969
450,150,1,5,1.5,4,3,16,0.528768,2,67.0277589709,118.6110083423
451,100,3,2,1.5,3,3.5,13,0.066096,1,67.0690811536,80.277639788
452,75,2.5,5,2.5,3.5,3.5,22,0.264384,2,67.5857431069,78.7061618964
453,125,2.5,2,2,4,2.5,19,0.132192,1,67.9676985195,80.522920666
454,125,1,4,3,2.5,3.5,19,0.066096,1,68.0751173709,60.1814301784
455,100,2.5,6,1,2.5,3,22,0.264384,2,68.1818181818,101.9769373552
456,175,3,5,2,2.5,2,10,1.057536,2,68.3286516854,293.7599752267
457,150,2,2,2.5,2.5,4,16,0.066096,1,68.4563758389,93.9741500097
458,175,3,5,2,2.5,2,16,1.057536,2,68.8118811881,250.5719399807
459,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.1,1,68.8128772636,98.5689591205
460,175,2.5,4,1.5,2,4,22,0.264384,2,69.1739422431,171.9184543167
461,150,1,5,1.5,4,3,13,0.528768,2,69.2934782609,125.7104325102
462,175,2.5,4,1.5,2,4,19,0.264384,2,70.2702702703,179.5846277656
463,100,3,2,1.5,3,3.5,10,0.132192,2,70.3177822853,108.6604356437
464,150,2.5,3,3,3,2,19,0.132192,1,70.3753351206,93.8325519957
465,175,1,6,2.5,3,2.5,10,1.057536,2,70.8502024291,199.6516042878
466,175,2.5094,4.0341,1.44177,2.0021,3.94057,13,0.26,2,71.447902571,200.7958429331
467,175,1.5,2,3,3.5,3,19,0.132192,1,72.3461798513,91.2358988523
468,125,1.5,5,1,3,4,13,0.264384,2,72.3860589812,118.8081168487
469,150,1,5,1.5,4,3,13,0.132192,1,72.4832214765,78.0134735056
470,125,2.5,2,2,4,2.5,16,0.264384,2,72.4932249322,105.1499583362
471,100,2,5,3,2,2.5,13,0.066096,1,72.5319006044,71.5381037714
472,125,3,3,2.5,2,3,22,0.066096,1,72.8609625668,83.4661318994
473,100,2,5,3,2,2.5,19,0.264384,2,72.8744939271,99.9091292295
474,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,20,0.2,2,72.8952772074,88.2480873402
475,125,1,4,3,2.5,3.5,8,0.05,1,73.4006734007,71.3209054587
476,125,3,3,2.5,2,3,22,0.132192,2,73.4006734007,104.9023553042
477,175,1.5,2,3,3.5,3,16,0.132192,1,73.8482384824,95.9552590496
478,150,2.5,3,3,3,2,16,0.528768,2,73.875083949,155.2001824697
479,100,2,5,3,2,2.5,10,0.264384,2,73.936529372,123.1483331442
480,125,1.5,5,1,3,4,16,0.264384,2,74.1425689307,109.9806637381
481,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,13,0.26,2,74.1626794258,110.5486117671
482,75,1,2.1948630113,1,2.0134566606,2.1475925075,20,0.05,1,74.2424242424,35.2938681571
483,150,1.5,6,2,2,3.5,13,0.528768,2,74.4966442953,184.5728140725
484,150,1,5,1.5,4,3,19,0.528768,2,74.5967741935,108.0833198289
485,125,2,6,1.5,3.5,2,16,0.132192,1,75.0167448091,75.9589681166
486,100,1.5,4,2.5,4,2,16,0.528768,2,75.0670241287,90.2786706265
487,75,2,4,2,3,3,19,0.264384,2,75.2688172043,74.7170831958
488,125,2,6,1.5,3.5,2,10,0.132192,1,75.4716981132,88.6632707677
489,150,2,2,2.5,2.5,4,10,0.066096,1,75.7268424611,106.2762981901
490,100,1.5,4,2.5,4,2,10,0.528768,2,75.7880617036,105.2546478953
491,100,1.5,4,2.5,4,2,13,0.528768,2,75.7880617036,96.4406581066
492,150,1.5,6,2,2,3.5,6,0.066096,1,75.9109311741,118.6713553631
493,175,3,5,2,2.5,2,13,1.057536,2,75.9388038943,259.8510872719
494,125,3,3,2.5,2,3,16,0.066096,1,76.1968981794,91.4387732042
495,175,2,3,1,4,3.5,16,0.528768,2,76.2423417291,165.4587699896
496,175,1.5,2,3,3.5,3,22,0.264384,2,77.1812080537,107.1323761719
497,175,3,5,2,2.5,2,19,1.057536,2,77.1881461061,227.732756449
498,100,2,5,3,2,2.5,6,0.066096,1,77.2330423103,90.6518691702
499,150,2.5,3,3,3,2,22,0.528768,2,77.4410774411,137.3937134464
500,175,2,3,1,4,3.5,19,0.528768,2,77.4456521739,155.4336267504
501,100,3,2,1.5,3,3.5,13,0.132192,2,77.4932614555,96.3882435652
502,75,2,4,2,3,3,13,0.264384,2,77.4932614555,83.9731367995
503,100,1.5,4,2.5,4,2,19,0.528768,2,77.755240027,84.2585136332
504,150,1.5,6,2,2,3.5,19,0.528768,2,77.8301886792,160.2853610636
505,150,1.5,6,2,2,3.5,10,0.528768,2,77.967806841,198.4065392472
506,125,2.5,2,2,4,2.5,22,0.264384,2,78.2726045884,92.1730765835
507,100,2,5,3,2,2.5,16,0.066096,1,78.3783783784,65.0513242867
508,75,2,4,2,3,3,22,0.264384,2,78.3783783784,70.1998992483
509,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,14,0.1,1,78.4946236559,89.3965471056
510,125,1,4,3,2.5,3.5,22,0.066096,1,78.7533512064,54.5941274715
511,100,2.5,6,1,2.5,3,10,0.528768,2,78.8409703504,159.2056206258
512,75,2,4,2,3,3,16,0.264384,2,79.107505071,77.8210196607
513,125,3,3,2.5,2,3,16,0.132192,2,79.1415157612,113.7587205201
514,100,2.5,6,1,2.5,3,16,0.132192,1,79.1610284168,85.6338064802
515,150,1.5,6,2,2,3.5,22,0.528768,2,79.346361186,151.662376178
516,100,2,5,3,2,2.5,22,0.264384,2,79.3758480326,92.4722032082
517,175,3,5,2,2.5,2,22,1.057536,2,79.7222222222,214.5488614955
518,100,2.8101,2,1.5029,2.9903,3.57789,14,0.1,2,81.0194500335,83.167840941
519,150,1.5,6,2,2,3.5,16,0.528768,2,81.4343163539,167.19319951
520,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.1,1,81.4864864865,77.3135346932
521,150,1.5,6,2,2,3.5,2,0.066096,1,81.6633266533,167.0367653077
522,75,3,6,3,4,4,10,0.528768,2,81.7015530047,127.774254281
523,100,2.5,6,1,2.5,3,13,0.528768,2,81.7567567568,144.118604195
524,175,1,6,2.5,3,2.5,13,1.057536,2,82.9399865138,173.5737575324
525,100,2.5,6,1,2.5,3,10,0.132192,1,83.3893745797,98.435589623
526,175,1,6,2.5,3,2.5,19,0.132192,1,83.6142953473,76.2684865993
527,150,2.5,3,3,3,2,19,0.528768,2,83.836351442,140.5085959446
528,100,2.5,6,1,2.5,3,13,0.132192,1,83.8926174497,90.0119189133
529,125,2.5,2,2,4,2.5,10,0.264384,2,83.9489590329,117.1142659857
530,175,1,6,2.5,3,2.5,16,1.057536,2,84.2318059299,161.1342286792
531,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,20,0.2,2,84.3243243243,97.6470446947
532,175,2,3,1,4,3.5,10,0.528768,2,84.4686648501,187.023702937
533,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,19.2242895385,0.2597757851,2,84.52,92.8684203233
534,125,2,6,1.5,3.5,2,13,0.132192,1,85.1351351351,78.0406829816
535,150,2.5,3,3,3,2,10,0.528768,2,85.4068594486,172.9553365451
536,175,1.5,2,3,3.5,3,10,0.264384,1,85.6950067476,134.5592783743
537,75,3,6,3,4,4,19,0.528768,2,85.8484238766,101.4747873483
538,150,3,4,1,3.5,2.5,19,1.057536,2,86.5191146881,186.4339103562
539,100,2,5,3,2,2.5,10,0.066096,1,86.8102288022,73.5367774275
540,150,2.5,3,3,3,2,13,0.528768,2,86.9272237197,157.5427771812
541,125,2.5,2,2,4,2.5,19,0.264384,2,86.9638069705,93.4510512292
542,100,2,5,3,2,2.5,22,0.066096,1,88.471849866,56.184816229
543,100,2.8101,2,1.5029,2.9903,3.57789,20,0.1,2,88.6501007388,71.6624183061
544,150,2,2,2.5,2.5,4,10,0.132192,2,88.8290713324,126.9632388691
545,125,1,4,3,2.5,3.5,14,0.05,1,89.1420911528,55.4723512252
546,150,3,4,1,3.5,2.5,10,1.057536,2,89.2617449664,228.5204166359
547,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,20,0.1,1,89.3674293405,76.0163431199
548,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,8,0.1,1,89.4418291863,67.5747532043
549,100,1.5,4,2.5,4,2,22,0.528768,2,89.5020188425,76.5637233448
550,150,1.5,6,2,2,3.5,19,0.066096,1,90.1006711409,76.3256567593
551,175,1,6,2.5,3,2.5,10,0.132192,1,90.5432595573,91.9894026623
552,150,2,2,2.5,2.5,4,22,0.132192,2,90.6040268456,96.9779441401
553,150,2,2,2.5,2.5,4,13,0.132192,2,91.6442048518,115.1278109113
554,100,2.5,6,1,2.5,3,19,0.528768,2,93.1174089069,121.603914435
555,175,2,3,1,4,3.5,13,0.528768,2,93.4959349593,165.6595590106
556,150,3,4,1,3.5,2.5,16,1.057536,2,94.3396226415,191.8118462501
557,175,1,6,2.5,3,2.5,22,0.132192,1,94.9197860963,69.6247042193
558,125,3,3,2.5,2,3,10,0.264384,2,94.9197860963,157.7794953076
559,75,3,6,3,4,4,22,0.528768,2,95.3660174614,93.3070981556
560,100,2.8101,2,1.5029,2.9903,3.57789,8,0.1,1,95.4301075269,94.9006971215
561,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,13,0.26,2,95.4637779282,118.0430765352
562,150,2,2,2.5,2.5,4,19,0.132192,2,95.4942837929,100.0658851125
563,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,8,0.1,1,95.509383378,74.9751000959
564,75,1.5,3,1.5,2.5,2.5,22,0.132192,2,95.8445040214,47.9880224722
565,100,3,2,1.5,3,3.5,16,0.132192,2,95.8445040214,83.7910111523
566,150,3,4,1,3.5,2.5,22,1.057536,2,96.1667787492,171.3947631111
567,75,3,6,3,4,4,16,0.528768,2,96.7092008059,103.2739686558
568,175,1,6,2.5,3,2.5,22,1.057536,2,96.7092008059,138.3852101866
569,150,1.5,6,2,2,3.5,16,0.066096,1,97.0824949698,78.8395472732
570,125,2.5,2,2,4,2.5,13,0.264384,1,97.3895582329,102.1244325736
571,100,2,5,3,2,2.5,19,0.066096,1,97.972972973,57.0262655023
572,150,2,2,2.5,2.5,4,16,0.132192,2,99.1957104558,104.6306062763
573,125,2,6,1.5,3.5,2,16,1.057536,2,99.3288590604,138.3470728115
574,75,2,4,2,3,3,16,0.132192,1,99.5260663507,57.215522429
575,100,2.5,6,1,2.5,3,19,0.132192,1,100,74.8062444776
576,100,3,2,1.5,3,3.5,19,0.132192,2,100,78.0144941167
577,175,2.5,4,1.5,2,4,16,0.528768,2,101.4103425118,212.0248778096
578,175,1,6,2.5,3,2.5,19,1.057536,2,101.8893387314,142.8101431771
579,75,1.5,3,1.5,2.5,2.5,19,0.132192,2,102.0134228188,49.3543964249
580,100,2.8101,2,1.5029,2.9903,3.57789,8,0.15,2,102.4242424242,106.1029290992
581,175,1,5.961528047,2.495028136,3.017040258,2.485131774,20,0.1,1,102.4932614555,63.5943162581
582,75,3,6,3,4,4,13,0.528768,2,102.891728312,108.4123738528
583,175,2,3,1,4,3.5,22,0.528768,2,103.4946236559,134.3842497925
584,125,1,4,3,2.5,3.5,20,0.05,1,104.1948579161,46.7578748733
585,125,1.5,5,1,3,4,10,0.528768,2,105.4398925453,144.1187723812
586,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,8,0.15,1,105.795148248,111.6405328508
587,150,3,4,1,3.5,2.5,13,1.057536,2,105.9691482227,197.7451616275
588,150,1,5,1.5,4,3,19,0.132192,1,105.9892328398,60.5654262813
589,125,2,6,1.5,3.5,2,10,1.057536,2,106.0402684564,158.3233042034
590,100,3,2,1.5,3,3.5,22,0.132192,2,106.2542030935,72.8065128567
591,75,2.0196769703,4.0242140324,2.0587802142,3.0413731649,2.9380317607,14,0.1,1,107.1910871033,52.7917166488
592,175,2.5,4,1.5,2,4,13,0.528768,2,109.4594594595,221.5076256244
593,125,3,3,2.5,2,3,19,0.264384,2,110.3633916555,121.1462381658
594,75,2.5,5,2.5,3.5,3.5,13,0.528768,2,110.7359891965,100.2383579919
595,175,1.5,2,3,3.5,3,19,0.264384,2,112.3066577001,99.2763467569
596,75,2.5,5,2.5,3.5,3.5,22,0.528768,2,112.7717391304,83.6059151149
597,100,2.8101,2,1.5029,2.9903,3.57789,22,0.1308,2,113.27,69.96
598,125,2,6,1.5,3.5,2,13,1.057536,2,113.6058981233,141.770881795
599,125,2.5,2,2,4,2.5,19,0.528768,2,113.789615644,107.648048382
600,175,2.5,4,1.5,2,4,10,0.528768,2,113.8647019424,238.5930896644
601,150,1.5,6,2,2,3.5,10,0.066096,1,114.1085790885,87.3758995234
602,100,1,3,2,3.5,4,19,0.264384,2,114.7651006711,64.2054214727
603,75,2.5,5,2.5,3.5,3.5,10,0.528768,2,115.0202976996,108.0238940488
604,100,2.8101,2,1.5029,2.9903,3.57789,20,0.15,2,115.1677852349,75.1803977095
605,100,2.8101,2,1.5029,2.9903,3.57789,14,0.15,2,115.6334231806,84.5579573002
606,75,1.5,3,1.5,2.5,2.5,10,0.132192,1,115.7718120805,58.6041729843
607,75,2,4,2,3,3,10,0.132192,1,115.9322033898,63.6011221863
608,125,1,4,3,2.5,3.5,6.04,0.07,1,116.25,76.35
609,75,2.9981811682,5.9994886647,2.9999407955,3.9968498082,3.9999673622,14,0.1,1,116.5438713999,58.2223733567
610,150,1,5,1.5,4,3,16,1.057536,2,117.1717171717,124.0544358496
611,75,2.5,5,2.5,3.5,3.5,19,0.528768,2,117.4089068826,86.6216481111
612,125,3,3,2.5,2,3,22,0.264384,2,117.6866173504,112.9239928443
613,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.15,1,118.6281102892,94.1018060052
614,150,1,5,1.5,4,3,10,1.057536,2,119.3029490617,144.2257582143
615,100,1.5,4,2.5,4,2,13,1.057536,2,119.9596774194,104.2618277818
616,175,1,6,2.5,3,2.5,13,0.132192,1,120.5626255861,76.6133566679
617,125,2,6,1.5,3.5,2,19,1.057536,2,121.395036888,122.1941103326
618,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,14,0.15,1,121.4765100671,88.4708838686
619,100,2,5,3,2,2.5,10,0.528768,2,121.7861975643,131.3788732767
620,75,2,4,2,3,3,19,0.132192,1,121.8120805369,50.5108667799
621,100,1,3,2,3.5,4,22,0.264384,2,121.9758064516,59.9138722684
622,150,1,5,1.5,4,3,13,1.057536,2,122.0498988537,131.1493970991
623,75,2,4,2,3,3,13,0.528768,2,122.4696356275,90.8299091058
624,100,2,5,3,2,2.5,19,0.528768,2,122.6158038147,105.8339177675
625,125,3,3,2.5,2,3,16,0.264384,2,122.654155496,123.8517259358
626,100,1.5,4,2.5,4,2,10,1.057536,2,122.7364185111,112.92594474
627,100,2,5,3,2,2.5,13,0.528768,2,122.8070175439,120.0427800013
628,75,2,4,2,3,3,10,0.528768,2,123.0665770007,98.9705761598
629,75,1.5,3,1.5,2.5,2.5,13,0.132192,1,123.9086635326,52.4945813981
630,75,1.5,3,1.5,2.5,2.5,10,0.264384,2,123.9919354839,72.1675016358
631,75,2.5,5,2.5,3.5,3.5,16,0.132192,1,124.1496598639,56.7199912424
632,125,2.5,2,2,4,2.5,22,0.528768,2,125,99.352928589
633,75,2,4,2,3,3,13,0.132192,1,125.754527163,56.716638302
634,175,2.5,4,1.5,2,4,19,0.528768,2,126.0898725687,186.1985509009
635,75,2.5,5,2.5,3.5,3.5,13,0.132192,1,126.5182186235,60.4030943132
636,75,2.5,5,2.5,3.5,3.5,16,0.528768,2,126.6846361186,89.4327696799
637,75,1.5,3,1.5,2.5,2.5,13,0.264384,2,126.7605633803,65.6392554457
638,150,1.5,6,2,2,3.5,13,0.066096,1,127.1782841823,77.2168926835
639,100,1,3,2,3.5,4,13,0.528768,2,127.8600269179,88.5543975464
640,75,2,4,2,3,3,19,0.528768,2,128.3692722372,78.7918405546
641,125,2.5,2,2,4,2.5,13,0.528768,2,128.8590604027,117.2030194184
642,125,1.5,5,1,3,4,22,0.528768,2,128.9456010745,103.620528195
643,100,2.5,6,1,2.5,3,22,0.528768,2,129.3565683646,103.7859728985
644,75,2,4,2,3,3,22,0.132192,1,130.2153432032,47.0440310819
645,125,2,6,1.5,3.5,2,22,1.057536,2,130.7847082495,113.5120329098
646,175,1.4947161163,2.0161337939,2.9944451987,3.4887570027,2.9835210564,20,0.15,1,131.2793034159,76.5476261327
647,100,2.5,6,1,2.5,3,10,1.057536,2,131.5254237288,169.1281162439
648,175,1.5,2,3,3.5,3,16,0.264384,1,131.8090114324,99.665257539
649,125,1,4,3,2.5,3.5,13,0.132192,1,131.9677635997,69.0106470926
650,75,1.5,3,1.5,2.5,2.5,16,0.264384,2,132.7967806841,60.3073586141
651,125,3,3,2.5,2,3,13,0.264384,2,132.8859060403,129.2296162775
652,75,3,6,3,4,4,16,0.132192,1,133.6898395722,58.4019480383
653,100,1.5,4,2.5,4,2,10,0.264384,1,133.8028169014,69.1209659512
654,100,1,3,2,3.5,4,10,0.528768,2,133.8742393509,95.1781316499
655,75,2.5,5,2.5,3.5,3.5,10,0.132192,1,135.3609625668,64.455529828
656,100,1.5,4,2.5,4,2,16,1.057536,2,135.7238605898,93.3668740972
657,75,1,2,1,2,2,10,0.132192,1,135.752688172,49.6050426504
658,175,1.5,2,3,3.5,3,13,0.528768,2,136.1502347418,133.1235544077
659,150,1,5,1.5,4,3,22,1.057536,2,136.1502347418,106.1156728313
660,100,1.9553008214,4.8683210109,2.9748367992,2.000092512,2.4407430055,8,0.1,1,136.5771812081,77.1108909952
661,100,2.8101,2,1.5029,2.9903,3.57789,8,0.2,2,136.6891891892,106.0709560178
