chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
48,150,3,4,1,3.5,2.5,13,1.057536,2,105.9691482,197.7451616
49,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.05,2,13.46153846,197.2378702
50,175,2,3,1,4,3.5,6,0.066096,1,15.00682128,197.2204197
51,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.2,2,53.866846,197.2126116
52,100,3,2,1.5,3,3.5,2,0.066096,1,29.84574111,196.2361632
53,125,2,6,1.5,3.5,2,10,0.528768,2,28.02460697,195.8146929
54,175,3,5,2,2.5,2,22,0.066096,1,6.607369759,195.2854177
55,175,3,5,2,2.5,2,19,0.264384,2,31.18908382,194.0535103
56,125,2,6,1.5,3.5,2,10,0.264384,2,14.45864156,193.7786638
57,125,2,6,1.5,3.5,2,2,0.066096,1,18.32214765,192.8973814
58,150,3,4,1,3.5,2.5,13,0.528768,2,57.91245791,191.9692565
59,150,3,4,1,3.5,2.5,16,1.057536,2,94.33962264,191.8118463
60,175,2.5094,4.0341,1.44177,2.0021,3.94057,14,0.1,2,29.28813559,191.7791073
61,150,1.5,6,2,2,3.5,10,1.057536,2,175.4032258,190.7766541
62,175,1,6,2.5,3,2.5,2,0.066096,1,25.69116655,189.9948818
63,175,2.5,4,1.5,2,4,19,1.057536,2,238.0632145,189.8084748
64,150,3,4.010311665,1.000008721,3.49748926,2.494924779,8,0.05,1,9.22818792,189.5359921
65,175,3,5,2,2.5,2,16,0.066096,1,9.986859396,189.2215546
66,175,2.5,4,1.5,2,4,6,0.066096,1,48.43444227,188.0712389
67,175,1,6,2.5,3,2.5,10,0.528768,2,42.48810333,187.9118014
68,125,1.5,5,1,3,4,2,0.033048,1,14.92938803,187.6397638
69,150,3,4.010311665,1.000008721,3.49748926,2.494924779,12.9495165,0.127900809,2,15.044,187.5811962
70,175,3,5,2,2.5,2,22,0.264384,2,29.85074627,187.5200103
71,150,1.5,6,2,2,3.5,13,0.264384,2,35.5450237,187.4751469
72,175,2,3,1,4,3.5,10,0.528768,2,84.46866485,187.0237029
73,175,2.5,4,1.5,2,4,16,0.132192,2,36.96236559,186.9853816
74,150,3,4,1,3.5,2.5,19,1.057536,2,86.51911469,186.4339104
75,175,2.5,4,1.5,2,4,19,0.528768,2,126.0898726,186.1985509
76,150,3,4.010311665,1.000008721,3.49748926,2.494924779,13,0.26,2,31.17408907,186.1440841
77,175,2,3,1,4,3.5,10,1.057536,2,171.6968478,186.0163361
78,150,3,4,1,3.5,2.5,16,0.528768,2,51.85185185,185.8554845
79,150,1,5,1.5,4,3,2,0.066096,1,17.63527054,185.1040221
80,150,1.5,6,2,2,3.5,13,0.528768,2,74.4966443,184.5728141
81,150,3,4.010311665,1.000008721,3.49748926,2.494924779,14,0.15,2,17.18963165,184.3611385
82,150,1.5,6,2,2,3.5,13,0.132192,2,18.9701897,183.4436778
83,150,1.5,6,2,2,3.5,2,0.033048,1,30.82884097,183.43915
84,150,2.5,3,3,3,2,10,0.264384,2,36.10169492,182.9134699
85,150,3,4.010311665,1.000008721,3.49748926,2.494924779,14,0.2,2,23.62525458,182.5067724
86,125,3,3,2.5,2,3,10,0.033048,1,7.681564246,182.3852004
87,150,2.5,3,3,3,2,10,1.057536,2,146.9798658,181.8397954
88,100,2.5,6,1,2.5,3,6,0.033048,1,5.53633218,181.5702084
89,150,3,4,1,3.5,2.5,19,0.066096,1,5.858585859,181.5200784
90,175,2,3,1,4,3.5,13,0.264384,2,35.66621804,181.2946794
91,175,3,5,2,2.5,2,13,0.132192,1,28.50241546,180.1172212
92,150,1,5,1.5,4,3,2,0.033048,1,9.603760913,179.9089571
93,175,2.5,4,1.5,2,4,19,0.264384,2,70.27027027,179.5846278
94,175,2.5,4,1.5,2,4,22,1.057536,2,247.311828,178.4740346
95,175,3,5,2,2.5,2,10,0.132192,1,38.16425121,178.3520049
96,125,2.5,2,2,4,2.5,6,0.066096,1,10.17402945,176.7584407
97,175,2,3,1,4,3.5,13,1.057536,2,158.7088097,174.9673702
98,175,1,6,2.5,3,2.5,13,1.057536,2,82.93998651,173.5737575
99,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.2,2,55.68258238,173.181471
100,175,2,3,1,4,3.5,16,0.264384,2,33.26544467,173.146649
101,150,2.5,3,3,3,2,10,0.528768,2,85.40685945,172.9553365
102,150,2.5,3,3,3,2,6,0.066096,1,17.90744467,172.5864116
103,150,1.5,6,2,2,3.5,19,0.132192,2,15.66757493,172.2883706
104,175,2.5,4,1.5,2,4,22,0.264384,2,69.17394224,171.9184543
105,150,3,4,1,3.5,2.5,22,1.057536,2,96.16677875,171.3947631
106,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.15,2,43.10344828,171.3658566
107,150,3,4,1,3.5,2.5,19,0.528768,2,55.81708137,171.2497283
108,150,1.5,6,2,2,3.5,13,1.057536,2,188.464118,170.6660264
109,100,2.5,6,1,2.5,3,10,0.264384,2,32.03389831,170.6065839
110,125,2,6,1.5,3.5,2,13,0.528768,2,32.78412912,170.2770502
111,100,3,2,1.5,3,3.5,6,0.033048,1,7.619047619,170.2377434
112,125,3,3,2.5,2,3,6,0.066096,1,31.62853297,169.9832191
113,175,2.5,4,1.5,2,4,19,0.132192,2,41.69468729,169.624844
114,100,2.5,6,1,2.5,3,10,1.057536,2,131.5254237,169.1281162
115,150,1.5,6,2,2,3.5,16,0.264384,2,39.44706676,168.9686718
116,125,2,6,1.5,3.5,2,13,0.264384,2,16.80384088,168.8746583
117,150,3,4,1,3.5,2.5,22,0.528768,2,50.47106326,168.6482172
118,150,1,5,1.5,4,3,13,0.264384,2,14.37165775,168.5607625
119,175,2.5,4,1.5,2,4,19,0.033048,1,10.69090909,168.1995485
120,150,2.5,3,3,3,2,13,1.057536,2,143.7206179,167.8626494
121,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.1,2,30.63308373,167.7519751
122,175,2.5,4,1.5,2,4,10,0.066096,1,40.99462366,167.6931292
123,150,3,4,1,3.5,2.5,16,0.264384,2,35.32608696,167.6441084
124,175,2.5,4,1.5,2,4,10,0.033048,1,20.53072626,167.6021044
125,150,1.5,6,2,2,3.5,16,0.528768,2,81.43431635,167.1931995
126,150,1.5,6,2,2,3.5,2,0.066096,1,81.66332665,167.0367653
127,175,2.5,4,1.5,2,4,22,0.528768,2,152.1447721,166.556273
128,175,2,3,1,4,3.5,13,0.528768,2,93.49593496,165.659559
129,125,1.5,5,1,3,4,2,0.066096,1,43.43434343,165.6041151
130,175,2,3,1,4,3.5,16,0.528768,2,76.24234173,165.45877
131,150,3,4.010311665,1.000008721,3.49748926,2.494924779,8,0.1,1,27.83366868,165.278749
132,175,2.5,4,1.5,2,4,22,0.033048,1,9.779411765,165.0070248
133,150,3,4,1,3.5,2.5,10,0.066096,1,14.89505755,164.7249592
134,175,1,6,2.5,3,2.5,13,0.528768,2,48.60163711,164.6310522
135,175,2,3,1,4,3.5,10,0.132192,1,31.01820634,164.5266686
136,175,2.5,4,1.5,2,4,22,0.132192,2,39.97289973,163.8217108
137,175,2.5094,4.0341,1.44177,2.0021,3.94057,20,0.05,2,16.57608696,163.390654
138,150,1.5,6,2,2,3.5,16,1.057536,2,175.3681392,163.1226223
139,175,1,6,2.5,3,2.5,6,0.033048,1,6.832087016,162.5929198
140,175,2,3,1,4,3.5,19,0.066096,1,8.480325645,162.4462993
141,175,1,6,2.5,3,2.5,16,0.528768,2,41.27198917,162.2250972
142,175,2.5,4,1.5,2,4,13,0.033048,1,17.4747,162.0428518
143,175,1,6,2.5,3,2.5,16,1.057536,2,84.23180593,161.1342287
144,150,3,4,1,3.5,2.5,10,0.132192,1,32.08191126,160.7052475
145,175,2,3,1,4,3.5,19,1.057536,2,140.7307172,160.4812725
146,150,1.5,6,2,2,3.5,19,1.057536,2,155.1376763,160.4651743
147,150,1.5,6,2,2,3.5,19,0.528768,2,77.83018868,160.2853611
148,150,3,4,1,3.5,2.5,22,0.264384,2,29.51269732,160.0723323
149,100,2.5,6,1,2.5,3,10,0.528768,2,78.84097035,159.2056206
150,150,1.5,6,2,2,3.5,16,0.132192,2,23.93796359,158.4061465
151,175,2,3,1,4,3.5,16,1.057536,2,174.0294511,158.3279598
152,125,2,6,1.5,3.5,2,10,1.057536,2,106.0402685,158.3233042
153,175,2.5094,4.0341,1.44177,2.0021,3.94057,8,0.05,1,45.90604027,157.9105968
154,125,3,3,2.5,2,3,10,0.264384,2,94.9197861,157.7794953
155,150,1.5,6,2,2,3.5,19,0.264384,2,40.84411164,157.7211993
156,150,2.5,3,3,3,2,13,0.528768,2,86.92722372,157.5427772
157,175,2.5,4,1.5,2,4,16,0.033048,1,15.54476058,157.2218485
158,75,3,6,3,4,4,2,0.033048,1,13.74663073,157.0620918
159,150,2.5,3,3,3,2,13,0.264384,2,43.88926401,157.0318217
160,150,3,4.010311665,1.000008721,3.49748926,2.494924779,20,0.2,2,26.23394185,156.4885789
161,175,1,6,2.5,3,2.5,19,0.528768,2,38.79598662,156.3854594
162,150,3,4.010311665,1.000008721,3.49748926,2.494924779,20,0.15,2,19.83805668,156.0598587
163,100,2.5,6,1,2.5,3,13,0.264384,2,32.49830738,155.5718512
164,175,2,3,1,4,3.5,19,0.528768,2,77.44565217,155.4336268
165,150,1,5,1.5,4,3,10,0.528768,2,47.72270596,155.360832
166,150,2.5,3,3,3,2,16,0.528768,2,73.87508395,155.2001825
167,150,3,4,1,3.5,2.5,19,0.264384,2,37.91946309,154.6161568
168,175,3,5,2,2.5,2,16,0.132192,1,36.85741998,154.2701634
169,125,1,4,3,2.5,3.5,2,0.033048,1,19.21515562,154.2204165
170,125,3,3,2.5,2,3,10,0.528768,2,204.0268456,154.0341583
171,75,2.5,5,2.5,3.5,3.5,2,0.033048,1,12.41610738,153.9570255
172,100,1.5,4,2.5,4,2,2,0.033048,1,7.765531062,152.6398168
173,125,3,3,2.5,2,3,16,0.033048,1,8.19112628,152.634116
174,125,3,3,2.5,2,3,10,1.057536,2,421.8938885,152.331037
175,100,2.5,6,1,2.5,3,6,0.066096,1,18.82985878,152.1176531
176,175,2.5,4,1.5,2,4,13,0.066096,1,42.31027535,152.041158
177,150,1.5,6,2,2,3.5,22,0.528768,2,79.34636119,151.6623762
178,125,2,6,1.5,3.5,2,16,0.528768,2,38.13559322,151.0804569
179,150,3,4.010311665,1.000008721,3.49748926,2.494924779,14,0.05,1,10.44474394,150.9217692
180,150,3,4.010311665,1.000008721,3.49748926,2.494924779,20,0.1,2,14.72763954,150.562257
181,150,3,4,1,3.5,2.5,13,0.132192,1,30.07518797,150.4525553
182,125,2,6,1.5,3.5,2,19,0.528768,2,32.96703297,149.7662532
183,75,3,6,3,4,4,2,0.066096,1,31.7513369,149.7014911
184,150,2.5,3,3,3,2,16,1.057536,2,165.6606304,149.392382
185,150,3,4,1,3.5,2.5,19,0.132192,2,21.07023411,149.2711281
186,125,2.5,2,2,4,2.5,13,0.066096,1,7.821982468,149.1104836
187,100,2.5,6,1,2.5,3,13,1.057536,2,148.4949833,148.8220686
188,125,2,6,1.5,3.5,2,6,0.033048,1,6.684672519,148.5620885
189,175,2,3,1,4,3.5,22,0.264384,2,38.7755102,147.953461
190,125,3,3,2.5,2,3,13,0.033048,1,11.21685928,147.2995011
191,75,2,4,2,3,3,2,0.033048,1,11.84387618,146.5564241
192,150,2.5,3,3,3,2,10,0.132192,1,35.25856279,146.3266237
193,100,2.5,6,1,2.5,3,16,0.264384,2,31.76229508,146.2811721
194,175,1.5,2,3,3.5,3,10,0.066096,1,16.96065129,145.4558915
195,150,1.5,6,2,2,3.5,22,1.057536,2,180.4158283,145.3132828
196,175,2,3,1,4,3.5,10,0.066096,1,22.51023192,145.3132477
197,125,3,3,2.5,2,3,10,0.132192,2,61.03286385,145.0902508
198,100,2.5,6,1,2.5,3,16,0.528768,2,65.72769953,144.6281768
199,150,3,4,1,3.5,2.5,13,0.066096,1,16.93719125,144.6034171
200,175,2,3,1,4,3.5,22,1.057536,2,167.115903,144.319508
201,150,1,5,1.5,4,3,10,1.057536,2,119.3029491,144.2257582
202,125,1.5,5,1,3,4,10,0.528768,2,105.4398925,144.1187724
203,100,2.5,6,1,2.5,3,13,0.528768,2,81.75675676,144.1186042
204,125,3,3,2.5,2,3,13,0.528768,2,194.761585,143.3388538
205,175,2,3,1,4,3.5,16,0.066096,1,14.80599047,142.8606811
206,175,1,6,2.5,3,2.5,19,1.057536,2,101.8893387,142.8101432
207,100,1.5,4,2.5,4,2,2,0.066096,1,19.0155091,142.6808111
208,150,2,2,2.5,2.5,4,6,0.066096,1,52.3453433,142.5093198
209,150,3,4,1,3.5,2.5,22,0.132192,2,20.97902098,142.3576586
210,125,1,4,3,2.5,3.5,2,0.066096,1,49.39516129,141.8420621
211,175,1,6,2.5,3,2.5,22,0.528768,2,44.96644295,141.7771034
212,125,2,6,1.5,3.5,2,13,1.057536,2,113.6058981,141.7708818
213,175,1.5,2,3,3.5,3,10,0.528768,2,146.7828418,141.6936507
214,125,2.5,2,2,4,2.5,16,0.066096,1,7.439678284,141.482762
215,150,1.5,6,2,2,3.5,22,0.264384,2,49.22192152,141.1423491
216,100,2,5,3,2,2.5,2,0.066096,1,61.53846154,141.0271353
217,150,2.5,3,3,3,2,19,0.528768,2,83.83635144,140.5085959
218,175,2,3,1,4,3.5,19,0.264384,2,52.63157895,140.3196619
219,150,2.5,3,3,3,2,19,1.057536,2,169.2307692,140.0760563
220,150,2.5,3,3,3,2,16,0.264384,2,50.36937542,139.9563807
221,175,2,3,1,4,3.5,13,0.066096,1,19.42231076,139.8568628
222,100,2.5,6,1,2.5,3,19,0.264384,2,30.93306288,139.3606648
223,75,2.5,5,2.5,3.5,3.5,2,0.066096,1,33.48961822,139.3481684
224,100,2.5,6,1,2.5,3,16,1.057536,2,147.5519785,139.1652193
225,175,2.5,4,1.5,2,4,16,0.066096,1,44.90377762,139.088092
226,175,2.5,4,1.5,2,4,19,0.066096,1,37.91469194,138.9644968
227,125,1.5,5,1,3,4,10,1.057536,2,235.3732347,138.9354842
228,175,1,6,2.5,3,2.5,22,1.057536,2,96.70920081,138.3852102
229,125,2,6,1.5,3.5,2,16,1.057536,2,99.32885906,138.3470728
230,175,3,5,2,2.5,2,19,0.132192,1,43.22200393,138.1478333
231,100,2,5,3,2,2.5,10,1.057536,2,209.6989967,138.1028913
232,125,3,3,2.5,2,3,13,1.057536,2,438.8903833,137.7493857
233,100,3,2,1.5,3,3.5,10,0.033048,1,8.660351827,137.5819059
234,150,2.5,3,3,3,2,22,0.528768,2,77.44107744,137.3937134
235,125,2,6,1.5,3.5,2,22,0.528768,2,37.26287263,136.9174436
236,125,1.5,5,1,3,4,10,0.132192,2,30.91216216,136.6655586
237,150,3,4,1,3.5,2.5,16,0.132192,1,32.75167785,136.4579859
238,150,2.5,3,3,3,2,22,1.057536,2,158.7407904,136.2713243
239,125,2,6,1.5,3.5,2,16,0.264384,2,26.22498275,135.8532574
240,150,1,5,1.5,4,3,6,0.066096,1,14.94983278,135.6096831
241,150,1.5,6,2,2,3.5,22,0.132192,2,27.85326087,135.4383066
242,175,3,5,2,2.5,2,22,0.132192,1,39.72868217,135.3073217
243,150,2.5,3,3,3,2,10,0.066096,1,22.41847826,135.061897
244,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,8,0.05,1,20.05438477,134.7515032
245,125,3,3,2.5,2,3,16,0.528768,2,190.6040268,134.7189823
246,175,1.5,2,3,3.5,3,10,0.264384,1,85.69500675,134.5592784
247,150,2.5,3,3,3,2,22,0.033048,1,5.154986523,134.5369212
248,175,2,3,1,4,3.5,22,0.528768,2,103.4946237,134.3842498
249,150,2,2,2.5,2.5,4,6,0.033048,1,31.25,134.3309066
250,175,3,5,2,2.5,2,19,0.066096,1,23.52941176,134.2863971
251,125,1.5,5,1,3,4,10,0.264384,2,65.61238223,133.983177
252,100,2,5,3,2,2.5,2,0.033048,1,36.29032258,133.4784908
253,175,1,6,2.5,3,2.5,6,0.066096,1,24.72972973,133.4206243
254,100,3,2,1.5,3,3.5,16,0.033048,1,5.953991881,133.2796242
255,175,1.5,2,3,3.5,3,13,0.528768,2,136.1502347,133.1235544
256,175,1,6,2.5,3,2.5,22,0.264384,2,27.2851296,132.917941
257,125,2.5,2,2,4,2.5,10,1.057536,2,233.7139019,132.1518927
258,125,3,3,2.5,2,3,13,0.132192,2,62.16216216,132.130474
259,175,2,3,1,4,3.5,16,0.132192,1,37.6344086,131.8884724
260,175,1.5,2,3,3.5,3,10,1.057536,2,365.9090909,131.6621934
261,100,2,5,3,2,2.5,10,0.528768,2,121.7861976,131.3788733
262,150,1,5,1.5,4,3,13,1.057536,2,122.0498989,131.1493971
263,150,2.5,3,3,3,2,13,0.066096,1,19.14036266,130.4478875
264,175,2,3,1,4,3.5,22,0.132192,2,28.31491713,130.4054891
265,175,2,3,1,4,3.5,13,0.132192,1,48.16053512,130.1858088
266,75,3,6,3,4,4,10,1.057536,2,155.033557,130.0333906
267,125,2,6,1.5,3.5,2,19,0.264384,2,25.27322404,129.8804261
268,125,3,3,2.5,2,3,16,1.057536,2,426.0093897,129.8204445
269,175,1,6,2.5,3,2.5,10,0.066096,1,16.19433198,129.5862222
270,125,3,3,2.5,2,3,13,0.264384,2,132.885906,129.2296163
271,75,2.5,5,2.5,3.5,3.5,6,0.033048,1,7.052186178,128.898043
272,75,1.5,3,1.5,2.5,2.5,2,0.033048,1,13.63636364,128.7854001
273,150,2.5,3,3,3,2,22,0.264384,2,47.16981132,128.6449114
274,100,1,3,2,3.5,4,2,0.033048,1,17.00404858,128.4898264
275,175,2,3,1,4,3.5,19,0.132192,1,34.38975051,128.3456013
276,125,2,6,1.5,3.5,2,10,0.033048,1,6.220735786,128.3427103
277,150,2.5,3,3,3,2,19,0.264384,2,55.36912752,128.0602834
278,75,3,6,3,4,4,10,0.528768,2,81.701553,127.7742543
279,125,3,3,2.5,2,3,19,0.033048,1,11.78918169,127.6616333
280,100,2.5,6,1,2.5,3,19,1.057536,2,161.9433198,127.4031508
281,75,2,4,2,3,3,6,0.033048,1,6.019151847,127.3358314
282,150,2,2,2.5,2.5,4,16,0.033048,1,13.76146789,127.3253235
283,150,2,2,2.5,2.5,4,10,0.132192,2,88.82907133,126.9632389
284,125,1.5,5,1,3,4,13,1.057536,2,238.2629108,126.7843375
285,125,2.5,2,2,4,2.5,10,0.066096,1,16.65510062,126.4966881
286,75,2,4,2,3,3,2,0.066096,1,36.86327078,126.4682539
287,100,2,5,3,2,2.5,13,1.057536,2,210.1206434,126.4535028
288,150,2,2,2.5,2.5,4,10,0.264384,2,179.9331104,126.4258851
289,125,3,3,2.5,2,3,19,0.132192,2,48.64864865,126.3430491
290,150,3,4,1,3.5,2.5,22,0.066096,1,15.05016722,126.2172756
291,150,3,4.010311665,1.000008721,3.49748926,2.494924779,14,0.1,1,35.73836817,126.1874737
292,150,1,5,1.5,4,3,13,0.528768,2,69.29347826,125.7104325
293,150,3,4.010311665,1.000008721,3.49748926,2.494924779,20,0.05,1,12.68606225,125.5957337
294,175,2,3,1,4,3.5,22,0.066096,1,15.87837838,125.5130615
295,150,1.5,6,2,2,3.5,6,0.033048,1,32.20338983,125.3536008
296,125,3,3,2.5,2,3,22,0.528768,2,172.2632639,125.3067195
297,75,3,6,3,4,4,10,0.264384,2,43.42017368,125.2024829
298,125,3,3,2.5,2,3,19,1.057536,2,400.5302013,125.1391459
299,125,2,6,1.5,3.5,2,22,0.264384,2,24.64065708,124.7355172
300,150,2,2,2.5,2.5,4,10,0.033048,1,23.80148548,124.0628296
301,150,1,5,1.5,4,3,16,1.057536,2,117.1717172,124.0544358
302,125,3,3,2.5,2,3,16,0.264384,2,122.6541555,123.8517259
303,125,3,3,2.5,2,3,19,0.528768,2,207.8272605,123.6025527
304,125,2.5,2,2,4,2.5,13,1.057536,2,220.5783457,123.4429127
305,100,2,5,3,2,2.5,10,0.264384,2,73.93652937,123.1483331
306,125,2.5,2,2,4,2.5,10,0.528768,2,144.4444444,123.1377716
307,150,2,2,2.5,2.5,4,10,0.528768,2,390.5723906,123.0219247
308,125,2,6,1.5,3.5,2,6,0.066096,1,23.8705327,122.4589891
309,125,2,6,1.5,3.5,2,19,1.057536,2,121.3950369,122.1941103
310,125,1.5,5,1,3,4,6,0.033048,1,18.14516129,121.9115493
311,100,2.5,6,1,2.5,3,19,0.528768,2,93.11740891,121.6039144
312,125,3,3,2.5,2,3,19,0.264384,2,110.3633917,121.1462382
313,125,1.5,5,1,3,4,16,1.057536,2,222.577389,121.0222424
314,175,1.5,2,3,3.5,3,13,0.132192,1,46.13297151,120.292134
315,100,2,5,3,2,2.5,13,0.528768,2,122.8070175,120.04278
316,175,1.5,2,3,3.5,3,16,1.057536,2,303.6314728,119.7925738
317,125,1,4,3,2.5,3.5,13,0.033048,1,6.314344544,119.7501216
318,100,2.5,6,1,2.5,3,19,0.033048,1,6.126616746,119.5393667
319,100,1.5,4,2.5,4,2,10,0.066096,1,6.46937371,119.5246482
320,175,1.5,2,3,3.5,3,16,0.528768,2,154.7220362,119.0377663
321,125,1.5,5,1,3,4,13,0.264384,2,72.38605898,118.8081168
322,175,1.5,2,3,3.5,3,13,1.057536,2,383.4005376,118.7736571
323,150,1.5,6,2,2,3.5,6,0.066096,1,75.91093117,118.6713554
324,150,1,5,1.5,4,3,16,0.528768,2,67.02775897,118.6110083
325,175,1.5,2,3,3.5,3,10,0.132192,1,62.88032454,118.4087778
326,125,1.5,5,1,3,4,13,0.528768,2,146.7025572,118.2846875
327,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,13,0.26,2,95.46377793,118.0430765
328,100,2,5,3,2,2.5,13,0.264384,2,64.60296097,118.0274342
329,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,8,0.1,1,59.95948683,117.8494145
330,125,3,3,2.5,2,3,22,1.057536,2,417.2061786,117.5614694
331,125,2.5,2,2,4,2.5,13,0.528768,2,128.8590604,117.2030194
332,125,2.5,2,2,4,2.5,10,0.264384,2,83.94895903,117.114266
333,150,2,2,2.5,2.5,4,19,0.033048,1,14.93818681,116.9928194
334,100,3,2,1.5,3,3.5,6,0.066096,1,47.07464694,116.8881247
335,75,3,6,3,4,4,13,1.057536,2,164.548495,116.8022033
336,100,1.5,4,2.5,4,2,6,0.033048,1,5.832196453,116.4323752
337,100,2,5,3,2,2.5,16,1.057536,2,219.9260753,116.2169088
338,150,2,2,2.5,2.5,4,13,0.528768,2,359.490275,115.8793893
339,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,10.06699662,0.045827607,1,23.11,115.642951
340,125,3,3,2.5,2,3,10,0.066096,1,60.37991859,115.5718259
341,175,1.5,2,3,3.5,3,13,0.066096,1,26.06951872,115.4835262
342,100,2.5,6,1,2.5,3,22,1.057536,2,188.5080645,115.336874
343,100,2,5,3,2,2.5,6,0.033048,1,18.84253028,115.1475597
344,150,2,2,2.5,2.5,4,13,0.132192,2,91.64420485,115.1278109
345,125,2.5,2,2,4,2.5,10,0.132192,1,44.29530201,115.0320921
346,175,2.5,4,1.5,2,4,22,0.066096,1,57.83898305,114.9590396
347,175,1.5,2,3,3.5,3,16,0.066096,1,21.6802168,114.5911181
348,150,2,2,2.5,2.5,4,13,0.264384,2,185.9060403,114.5849064
349,125,1.5,5,1,3,4,19,1.057536,2,221.2508406,114.5124467
350,100,1,3,2,3.5,4,2,0.066096,1,48.10938555,114.4597825
351,150,2.5,3,3,3,2,13,0.132192,1,56.93235097,114.2818855
352,125,3,3,2.5,2,3,16,0.132192,2,79.14151576,113.7587205
