chip_number,orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size
353,100,1,3,2,3.5,4,6,0.033048,1,8.185538881,113.6745764
354,125,2,6,1.5,3.5,2,22,1.057536,2,130.7847082,113.5120329
355,150,1,5,1.5,4,3,16,0.264384,2,38.30645161,113.4425354
356,125,1.5,5,1,3,4,19,0.264384,2,57.53701211,113.0173808
357,100,1.5,4,2.5,4,2,10,1.057536,2,122.7364185,112.9259447
358,125,3,3,2.5,2,3,22,0.264384,2,117.6866174,112.9239928
359,150,2,2,2.5,2.5,4,13,0.066096,1,48.7804878,112.7517275
360,125,1,4,3,2.5,3.5,6,0.033048,1,16.41586867,112.6924444
361,75,1,2,1,2,2,2,0.033048,1,14.47277739,112.6924144
362,75,3,6,3,4,4,6,0.033048,1,12.60162602,112.1039337
363,125,1.5,5,1,3,4,22,1.057536,2,204.3624161,111.9758328
364,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,8,0.15,1,105.7951482,111.6405329
365,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,8,0.2,1,141.5322581,111.5162743
366,175,1.5,2,3,3.5,3,19,0.528768,2,158.7868633,111.442992
367,100,3,2,1.5,3,3.5,10,0.528768,2,261.3941019,111.3476954
368,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.05,1,23.88963661,111.3141129
369,125,2.5,2,2,4,2.5,16,1.057536,2,249.3120805,110.5809885
370,75,1.5,3,1.5,2.5,2.5,2,0.066096,1,43.0976431,110.5668613
371,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,13,0.26,2,74.16267943,110.5486118
372,150,1,5,1.5,4,3,19,1.057536,2,139.8526457,110.4379817
373,100,2.5,6,1,2.5,3,22,0.066096,1,13.50438893,110.2080153
374,100,2,5,3,2,2.5,16,0.264384,2,64.86486486,109.9862491
375,125,1.5,5,1,3,4,16,0.264384,2,74.14256893,109.9806637
376,100,2.5,6,1,2.5,3,16,0.066096,1,18.77133106,109.8096996
377,125,1.5,5,1,3,4,16,0.528768,2,150.2347418,109.5028493
378,150,1,5,1.5,4,3,19,0.264384,2,35.90604027,109.4627081
379,75,3,6,3,4,4,13,0.264384,2,50.1002004,109.3744432
380,75,3,6,3,4,4,16,0.033048,1,5.091649695,109.3504644
381,75,3,6,3,4,4,10,0.033048,1,8.185538881,109.1769706
382,75,2.5,5,2.5,3.5,3.5,10,0.033048,1,7.042253521,108.7679087
383,150,2.5,3,3,3,2,16,0.066096,1,26.84563758,108.7435867
384,100,3,2,1.5,3,3.5,10,0.132192,2,70.31778229,108.6604356
385,75,3,6,3,4,4,13,0.528768,2,102.8917283,108.4123739
386,150,1,5,1.5,4,3,22,0.528768,2,64.09825034,108.2663777
387,100,1.5,4,2.5,4,2,6,0.066096,1,14.51612903,108.2457524
388,150,1,5,1.5,4,3,19,0.528768,2,74.59677419,108.0833198
389,75,2.5,5,2.5,3.5,3.5,10,0.528768,2,115.0202977,108.023894
390,125,2.5,2,2,4,2.5,19,0.528768,2,113.7896156,107.6480484
391,125,1.5,5,1,3,4,10,0.033048,1,15.81769437,107.6385449
392,100,2,5,3,2,2.5,16,0.528768,2,138.9076197,107.5085174
393,150,1.5,6,2,2,3.5,10,0.033048,1,30.81044876,107.2972075
394,175,1.5,2,3,3.5,3,19,1.057536,2,356.5683646,107.222686
395,125,2.5,2,2,4,2.5,19,0.066096,1,14.41317776,107.1742519
396,175,1.5,2,3,3.5,3,22,0.264384,2,77.18120805,107.1323762
397,75,2.5,5,2.5,3.5,3.5,10,1.057536,2,237.2139973,106.9238412
398,100,2,5,3,2,2.5,19,1.057536,2,239.0498652,106.7384406
399,75,3,6,3,4,4,16,1.057536,2,175.6393001,106.6472261
400,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,13,0.26,2,53.59565807,106.3153222
401,150,2,2,2.5,2.5,4,10,0.066096,1,75.72684246,106.2762982
402,150,1,5,1.5,4,3,22,1.057536,2,136.1502347,106.1156728
403,100,2.8101,2,1.5029,2.9903,3.57789,8,0.15,2,102.4242424,106.1029291
404,125,1,4,3,2.5,3.5,10,0.033048,1,11.80507893,106.0905923
405,100,2.8101,2,1.5029,2.9903,3.57789,8,0.2,2,136.6891892,106.070956
406,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,14,0.05,1,23.51738241,106.0378849
407,100,3,2,1.5,3,3.5,10,0.264384,2,151.8096515,105.9261939
408,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,14,0.2,2,38.7755102,105.8629219
409,100,2,5,3,2,2.5,19,0.528768,2,122.6158038,105.8339178
410,175,1.5,2,3,3.5,3,19,0.066096,1,23.19236016,105.8065715
411,125,1,4,3,2.5,3.5,10,1.057536,2,382.9431438,105.6100056
412,75,3,6,3,4,4,13,0.033048,1,6.981519507,105.4829731
413,100,1.5,4,2.5,4,2,10,0.528768,2,75.7880617,105.2546479
414,125,2.5,2,2,4,2.5,16,0.264384,2,72.49322493,105.1499583
415,125,2.5,2,2,4,2.5,19,1.057536,2,244.2641129,105.1389933
416,150,2.5,3,3,3,2,16,0.132192,1,59.49966193,105.0832252
417,125,3,3,2.5,2,3,22,0.132192,2,73.4006734,104.9023553
418,75,2.5,5,2.5,3.5,3.5,10,0.264384,2,63.26530612,104.6436279
419,150,2,2,2.5,2.5,4,16,0.132192,2,99.19571046,104.6306063
420,100,1.5,4,2.5,4,2,13,1.057536,2,119.9596774,104.2618278
421,125,1.5,5,1,3,4,13,0.132192,2,53.69127517,104.1725235
422,125,1.5,5,1,3,4,19,0.528768,2,147.9488904,103.9362638
423,150,2,2,2.5,2.5,4,19,0.264384,2,170.4697987,103.9296223
424,100,2.5,6,1,2.5,3,22,0.528768,2,129.3565684,103.7859729
425,125,1,4,3,2.5,3.5,13,0.528768,2,155.8265583,103.6441728
426,125,1.5,5,1,3,4,22,0.528768,2,128.9456011,103.6205282
427,125,1.5,5,1,3,4,6,0.066096,1,59.39597315,103.4481652
428,150,2,2,2.5,2.5,4,16,0.264384,2,205.4886212,103.4118828
429,75,3,6,3,4,4,16,0.528768,2,96.70920081,103.2739687
430,125,1.5,5,1,3,4,22,0.264384,2,65.23937964,103.2130724
431,125,2.5,2,2,4,2.5,16,0.528768,2,153.5353535,103.1609768
432,125,3,3,2.5,2,3,13,0.066096,1,65.31986532,103.1541262
433,125,1,4,3,2.5,3.5,10,0.528768,2,207.2102426,102.8654255
434,150,1,5,1.5,4,3,22,0.264384,2,37.81228899,102.4600768
435,125,2,6,1.5,3.5,2,22,0.132192,2,22.23719677,102.4481725
436,75,2,4,2,3,3,13,0.033048,1,5.340829234,102.4068002
437,75,3,6,3,4,4,6,0.066096,1,33.11036789,102.3571954
438,100,2,5,3,2,2.5,22,1.057536,2,235.6612686,102.1326478
439,125,2.5,2,2,4,2.5,13,0.264384,1,97.38955823,102.1244326
440,125,2.5,2,2,4,2.5,22,0.066096,1,14.40329218,102.0861342
441,100,2.8101,2,1.5029,2.9903,3.57789,8,0.05,1,38.36265223,102.0590842
442,75,1,2,1,2,2,2,0.066096,1,39.04109589,101.9955701
443,100,2.5,6,1,2.5,3,22,0.264384,2,68.18181818,101.9769374
444,75,3,6,3,4,4,19,1.057536,2,169.8113208,101.8489862
445,125,2.5,2,2,4,2.5,22,1.057536,2,232.3310811,101.8102659
446,175,1.5,2,3,3.5,3,22,0.528768,2,180.9236948,101.6099203
447,75,3,6,3,4,4,19,0.528768,2,85.84842388,101.4747873
448,125,2,6,1.5,3.5,2,16,0.066096,1,16.02434077,100.8544516
449,100,2.5,6,1,2.5,3,10,0.066096,1,38.80190606,100.8234066
450,75,2.5,5,2.5,3.5,3.5,13,0.033048,1,6.816632584,100.747339
451,125,2,6,1.5,3.5,2,19,0.132192,1,27.12550607,100.6841958
452,125,1,4,3,2.5,3.5,6,0.066096,1,46.58176944,100.2891831
453,75,2.5,5,2.5,3.5,3.5,13,0.528768,2,110.7359892,100.238358
454,150,2,2,2.5,2.5,4,19,0.132192,2,95.49428379,100.0658851
455,100,2,5,3,2,2.5,19,0.264384,2,72.87449393,99.90912923
456,175,1.5,2,3,3.5,3,22,1.057536,2,381.0483871,99.87371764
457,150,2,2,2.5,2.5,4,19,0.528768,2,385.2842809,99.77875178
458,175,1.5,2,3,3.5,3,16,0.264384,1,131.8090114,99.66525754
459,75,2,4,2,3,3,10,0.264384,2,60.29810298,99.64180604
460,75,2,4,2,3,3,10,1.057536,2,241.9354839,99.53968933
461,100,3,2,1.5,3,3.5,13,0.264384,2,140.7506702,99.53409856
462,75,2.5,5,2.5,3.5,3.5,13,0.264384,2,56.64194201,99.48115757
463,125,2.5,2,2,4,2.5,22,0.528768,2,125,99.35292859
464,175,1.5,2,3,3.5,3,19,0.264384,2,112.3066577,99.27634676
465,75,1.5,3,1.5,2.5,2.5,6,0.033048,1,9.925725861,99.2670188
466,125,2.5,2,2,4,2.5,13,0.132192,1,53.45060893,99.00099759
467,75,2,4,2,3,3,10,0.528768,2,123.066577,98.97057616
468,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.1,1,68.81287726,98.56895912
469,100,2.5,6,1,2.5,3,10,0.132192,1,83.38937458,98.43558962
470,75,2.5,5,2.5,3.5,3.5,13,1.057536,2,234.3223196,98.37143037
471,75,3,6,3,4,4,16,0.264384,2,56.18729097,98.23300624
472,75,2.5,5,2.5,3.5,3.5,6,0.066096,1,31.95105371,98.14522695
473,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,20,0.2,2,84.32432432,97.64704469
474,175,1.5,2,3,3.5,3,13,0.264384,1,173.2706514,97.50106698
475,150,2,2,2.5,2.5,4,19,0.066096,1,51.74731183,97.41800614
476,150,2,2,2.5,2.5,4,16,0.528768,2,491.9678715,97.39368298
477,100,3,2,1.5,3,3.5,10,0.066096,1,49.32885906,97.06205341
478,150,2,2,2.5,2.5,4,22,0.132192,2,90.60402685,96.97794414
479,125,1.5,5,1,3,4,16,0.132192,2,54.09946237,96.96118129
480,75,2,4,2,3,3,6,0.066096,1,27.6839973,96.47085488
481,100,1.5,4,2.5,4,2,13,0.528768,2,75.7880617,96.44065811
482,150,2.5,3,3,3,2,22,0.066096,1,28.00546448,96.42279916
483,100,3,2,1.5,3,3.5,13,0.132192,2,77.49326146,96.38824357
484,175,1.5,2,3,3.5,3,16,0.132192,1,73.84823848,95.95525905
485,100,1.5,4,2.5,4,2,13,0.066096,1,9.640190088,95.88159217
486,150,2.5,3,3,3,2,19,0.066096,1,33.04113284,95.82203251
487,125,1.5,5,1,3,4,10,0.066096,1,44.90616622,95.77604153
488,125,2,6,1.5,3.5,2,19,0.066096,1,15.80013504,95.6878927
489,75,1.5,3,1.5,2.5,2.5,10,0.033048,1,6.675657451,95.5604399
490,100,2.5,6,1,2.5,3,19,0.066096,1,24.06779661,95.45142348
491,125,2,6,1.5,3.5,2,10,0.066096,1,30.38194444,95.30666406
492,125,3,3,2.5,2,3,22,0.033048,1,24.47314752,95.30199255
493,100,1,3,2,3.5,4,10,0.528768,2,133.8742394,95.17813165
494,100,2.8101,2,1.5029,2.9903,3.57789,8,0.1,1,95.43010753,94.90069712
495,150,2,2,2.5,2.5,4,22,0.264384,2,193.5483871,94.87146775
496,125,2.5,2,2,4,2.5,16,0.132192,1,49.39106901,94.84521771
497,75,3,6,3,4,4,19,0.033048,1,6.58436214,94.78167107
498,75,3,6,3,4,4,22,1.057536,2,182.4596774,94.69642774
499,75,2.5,5,2.5,3.5,3.5,16,1.057536,2,213.5171486,94.68265084
500,125,3,3,2.5,2,3,19,0.066096,1,58.06887238,94.53308215
501,150,2.5,3,3,3,2,22,0.132192,1,59.65147453,94.41991367
502,75,3,6,3,4,4,19,0.264384,2,53.44021376,94.32703814
503,175,1,6,2.5,3,2.5,13,0.066096,1,32.43243243,94.19739307
504,125,1,4,3,2.5,3.5,13,1.057536,2,415.5495979,94.16606565
505,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.15,1,118.6281103,94.10180601
506,100,3,2,1.5,3,3.5,19,0.033048,1,14.29534727,93.99189297
507,150,2,2,2.5,2.5,4,16,0.066096,1,68.45637584,93.97415001
508,150,2.5,3,3,3,2,19,0.132192,1,70.37533512,93.832552
509,150,2,2,2.5,2.5,4,22,0.033048,1,25.03405995,93.79759724
510,125,1.5,5,1,3,4,22,0.132192,2,43.56568365,93.72306234
511,150,2,2,2.5,2.5,4,13,0.033048,1,42.59634888,93.62772275
512,100,3,2,1.5,3,3.5,13,0.528768,2,340.0267738,93.46040781
513,125,2.5,2,2,4,2.5,19,0.264384,2,86.96380697,93.45105123
514,150,1,5,1.5,4,3,10,0.066096,1,27.4368231,93.42045006
515,100,1.5,4,2.5,4,2,16,1.057536,2,135.7238606,93.3668741
516,100,2.5,6,1,2.5,3,22,0.132192,2,44.45385267,93.34226972
517,75,3,6,3,4,4,22,0.528768,2,95.36601746,93.30709816
518,175,1.5,2,3,3.5,3,22,0.132192,1,58.94308943,93.02584664
519,75,2,4,2,3,3,13,1.057536,2,228.4946237,92.95862505
520,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,19.22428954,0.259775785,2,84.52,92.86842032
521,125,1,4,3,2.5,3.5,16,1.057536,2,352.464551,92.82636753
522,100,1,3,2,3.5,4,10,1.057536,2,291.9463087,92.47234048
523,100,2,5,3,2,2.5,22,0.264384,2,79.37584803,92.47220321
524,125,2,6,1.5,3.5,2,13,0.066096,1,25.70850202,92.32551712
525,75,3,6,3,4,4,22,0.264384,2,49.22454484,92.32273543
526,100,1.5,4,2.5,4,2,16,0.066096,1,8.777852802,92.30859235
527,100,2.5,6,1,2.5,3,13,0.066096,1,38.90006707,92.30271733
528,125,2.5,2,2,4,2.5,22,0.264384,2,78.27260459,92.17307658
529,100,2,5,3,2,2.5,22,0.528768,2,161.0738255,92.02567365
530,175,1,6,2.5,3,2.5,10,0.132192,1,90.54325956,91.98940266
531,125,1,4,3,2.5,3.5,16,0.528768,2,182.7632461,91.70722481
532,100,3,2,1.5,3,3.5,22,0.033048,1,13.37883959,91.50808299
533,125,3,3,2.5,2,3,16,0.066096,1,76.19689818,91.4387732
534,175,1.5,2,3,3.5,3,19,0.132192,1,72.34617985,91.23589885
535,150,2,2,2.5,2.5,4,22,0.528768,2,437.458194,91.08145333
536,175,1,5.961528047,2.495028136,3.017040258,2.485131774,8,0.2,1,175.1170569,90.96282193
537,75,2,4,2,3,3,13,0.528768,2,122.4696356,90.82990911
538,125,1.5,5,1,3,4,19,0.132192,2,55.59276624,90.735711
539,75,2.5,5,2.5,3.5,3.5,16,0.264384,2,60.72874494,90.69776039
540,100,2,5,3,2,2.5,6,0.066096,1,77.23304231,90.65186917
541,100,3,2,1.5,3,3.5,16,0.264384,2,152.2177419,90.48461502
542,100,1.5,4,2.5,4,2,16,0.528768,2,75.06702413,90.27867063
543,175,1,6,2.5,3,2.5,16,0.066096,1,30.10033445,90.1120232
544,100,2.5,6,1,2.5,3,13,0.132192,1,83.89261745,90.01191891
545,100,2.8101,2,1.5029,2.9903,3.57789,13,0.26,2,179.8788694,89.85546269
546,125,1.5,5,1,3,4,22,0.033048,1,12.3655914,89.83998841
547,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,14,0.2,1,155.8249158,89.6186533
548,75,2.5,5,2.5,3.5,3.5,16,0.528768,2,126.6846361,89.43276968
549,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,14,0.1,1,78.49462366,89.39654711
550,125,1.5,5,1,3,4,13,0.033048,1,21.35661518,89.23261491
551,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,20,0.2,2,45.57731263,89.06617989
552,100,1.5,4,2.5,4,2,19,0.066096,1,8.232118758,89.0546247
553,75,2,4,2,3,3,16,0.033048,1,6.602475929,89.03700474
554,75,2.5,5,2.5,3.5,3.5,19,1.057536,2,216.733871,88.9667775
555,100,3,2,1.5,3,3.5,16,0.528768,2,320.4697987,88.94962689
556,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,8,0.05,1,44.80214621,88.7426033
557,125,2,6,1.5,3.5,2,10,0.132192,1,75.47169811,88.66327077
558,100,1,3,2,3.5,4,13,0.528768,2,127.8600269,88.55439755
559,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,14,0.15,1,121.4765101,88.47088387
560,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,20,0.15,2,34.92016238,88.43497687
561,150,1,5,1.5,4,3,10,0.132192,1,65.08474576,88.25449291
562,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,20,0.2,2,72.89527721,88.24808734
563,100,1,3,2,3.5,4,10,0.033048,1,10.54054054,88.12691329
564,150,1.5,6,2,2,3.5,10,0.066096,1,114.1085791,87.37589952
565,175,1,6,2.5,3,2.5,13,0.264384,1,165.1006711,86.92321385
566,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,8,0.05,1,30.7486631,86.82543944
567,125,1.5,5,1,3,4,13,0.066096,1,46.58176944,86.69068449
568,150,2,2,2.5,2.5,4,22,0.066096,2,63.42780027,86.68665758
569,150,1.5,6,2,2,3.5,19,0.033048,1,30.8056872,86.63490954
570,75,2.5,5,2.5,3.5,3.5,19,0.528768,2,117.4089069,86.62164811
571,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.05,1,29.03443619,86.55714617
572,175,1.5,2,3,3.5,3,22,0.066096,1,36.63500678,86.517874
573,125,1.5,5,1,3,4,16,0.033048,1,19.06040268,86.48315538
574,175,1,6,2.5,3,2.5,10,0.264384,1,219.7324415,86.2452354
575,100,1.5,4,2.5,4,2,19,1.057536,2,145.7774799,86.09346786
576,100,2,5,3,2,2.5,13,0.033048,1,20.87542088,85.99872878
577,75,3,6,3,4,4,10,0.066096,1,33.73819163,85.79254076
578,100,2.5,6,1,2.5,3,16,0.132192,1,79.16102842,85.63380648
579,75,2.5,5,2.5,3.5,3.5,22,1.057536,2,211.006077,85.48346318
580,75,2,4,2,3,3,16,1.057536,2,239.4082044,85.40365683
581,125,1,4,3,2.5,3.5,19,0.528768,2,192.9530201,85.04943627
582,75,2.5,5,2.5,3.5,3.5,10,0.066096,1,29.61432507,84.90124309
583,75,2.5,5,2.5,3.5,3.5,19,0.264384,2,62.37218814,84.88933514
584,100,2.8101,2,1.5029,2.9903,3.57789,14,0.2,2,153.5258563,84.67749723
585,100,1,3,2,3.5,4,13,0.033048,1,9.141274238,84.67323575
586,100,2.8101,2,1.5029,2.9903,3.57789,14,0.15,2,115.6334232,84.5579573
587,100,2,5,3,2,2.5,10,0.033048,1,28.55200544,84.5550122
588,150,1,5,1.5,4,3,16,0.132192,1,46.27118644,84.54469378
589,125,1,4,3,2.5,3.5,10,0.066096,1,46.73839946,84.49257752
590,100,1.5,4,2.5,4,2,19,0.528768,2,77.75524003,84.25851363
591,125,1.5,5,1,3,4,19,0.033048,1,17.36204576,84.24886245
592,75,2,4,2,3,3,13,0.264384,2,77.49326146,83.9731368
593,125,1,4,3,2.5,3.5,19,0.033048,1,12.55972696,83.9051412
594,100,3,2,1.5,3,3.5,16,0.132192,2,95.84450402,83.79101115
595,75,1,2,1,2,2,6,0.033048,1,11.78278689,83.68010542
596,75,2.5,5,2.5,3.5,3.5,22,0.528768,2,112.7717391,83.60591511
597,75,1.5,3,1.5,2.5,2.5,6,0.066096,1,33.26544467,83.5740199
598,75,1.5,3,1.5,2.5,2.5,13,0.033048,1,7.687120701,83.53602464
599,125,3,3,2.5,2,3,22,0.066096,1,72.86096257,83.4661319
600,100,3,2,1.5,3,3.5,19,0.264384,2,163.6363636,83.41138937
601,100,2.8101,2,1.5029,2.9903,3.57789,14,0.1,2,81.01945003,83.16784094
602,125,1,4,3,2.5,3.5,19,1.057536,2,414.4869215,83.04784247
603,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,20,0.05,1,35.01683502,82.45134921
604,125,1,4,3,2.5,3.5,22,0.528768,2,183.7491571,82.32349902
605,75,3,6,3,4,4,16,0.066096,1,24.4966443,81.61085674
606,100,1.5,4,2.5,4,2,22,1.057536,2,147.8873239,81.5956496
607,100,3,2,1.5,3,3.5,22,0.528768,2,307.0707071,81.13834359
608,100,1.5,4,2.5,4,2,22,0.066096,1,9.45945946,80.96833712
609,75,2,4,2,3,3,16,0.528768,2,140.6882591,80.92701583
610,100,1,3,2,3.5,4,13,1.057536,2,338.4615385,80.6545032
611,150,1.5,6,2,2,3.5,13,0.033048,1,55.96514745,80.57508249
612,125,2.5,2,2,4,2.5,19,0.132192,1,67.96769852,80.52292067
613,100,1.5,4,2.5,4,2,10,0.132192,1,42.36718225,80.49057416
614,100,3,2,1.5,3,3.5,13,0.066096,1,67.06908115,80.27763979
615,125,2.5,2,2,4,2.5,22,0.132192,1,59.66101695,80.08794125
616,150,1.5,6,2,2,3.5,16,0.033048,1,46.45721925,80.00123582
617,75,2,4,2,3,3,19,1.057536,2,246.6487936,79.85190327
618,150,1,5,1.5,4,3,13,0.066096,1,33.8835795,79.78275293
619,100,3,2,1.5,3,3.5,16,0.066096,1,55.85464334,79.62022672
620,125,1,4,3,2.5,3.5,22,1.057536,2,409.121395,79.43127632
621,75,3,6,3,4,4,22,0.033048,1,9.802586794,79.04826442
622,125,1,4,3,2.5,3.5,16,0.033048,1,17.87406906,78.99241065
623,150,1.5,6,2,2,3.5,16,0.066096,1,97.08249497,78.83954727
624,75,2,4,2,3,3,19,0.528768,2,128.3692722,78.79184055
625,175,1,6,2.5,3,2.5,19,0.264384,1,152.1155138,78.71499445
626,75,2.5,5,2.5,3.5,3.5,22,0.264384,2,67.58574311,78.7061619
627,100,3,2,1.5,3,3.5,19,0.528768,2,392.6174497,78.50044064
628,75,2,4,2,3,3,10,0.066096,1,30.87248322,78.46312882
629,100,2.8101,2,1.5029,2.9903,3.57789,14,0.05,1,48.30852503,78.42730045
630,125,2,6,1.5,3.5,2,13,0.132192,1,85.13513514,78.04068298
631,100,3,2,1.5,3,3.5,19,0.132192,2,100,78.01449412
632,150,1,5,1.5,4,3,13,0.132192,1,72.48322148,78.01347351
633,75,2,4,2,3,3,16,0.264384,2,79.10750507,77.82101966
634,100,1,3,2,3.5,4,16,0.528768,2,153.8461538,77.69039069
635,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.1,1,81.48648649,77.31353469
636,150,1.5,6,2,2,3.5,13,0.066096,1,127.1782842,77.21689268
637,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,8,0.1,1,136.5771812,77.110891
638,75,1.5,3,1.5,2.5,2.5,10,0.528768,2,205.961152,76.77521564
639,150,1,5,1.5,4,3,10,0.264384,1,198.3914209,76.68885685
640,150,1.5,6,2,2,3.5,22,0.033048,1,38.35800808,76.6881365
641,175,1,6,2.5,3,2.5,13,0.132192,1,120.5626256,76.61335667
642,100,1.5,4,2.5,4,2,22,0.528768,2,89.50201884,76.56372334
643,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,20,0.15,1,131.2793034,76.54762613
644,125,1,4,3,2.5,3.5,6.04,0.07,1,116.25,76.35
645,150,1.5,6,2,2,3.5,19,0.066096,1,90.10067114,76.32565676
646,125,1.5,5,1,3,4,16,0.066096,1,55.51839465,76.29684553
647,175,1,6,2.5,3,2.5,19,0.132192,1,83.61429535,76.2684866
648,175,1.494716116,2.016133794,2.994445199,3.488757003,2.983521056,20,0.1,1,89.36742934,76.01634312
649,125,2,6,1.5,3.5,2,16,0.132192,1,75.01674481,75.95896812
650,75,2.01967697,4.024214032,2.058780214,3.041373165,2.938031761,8,0.05,1,31.5468114,75.91067806
651,75,1,2,1,2,2,6,0.066096,1,31.75675676,75.75933908
652,175,1,6,2.5,3,2.5,16,0.264384,1,205.1470588,75.44632321
653,100,2.8101,2,1.5029,2.9903,3.57789,20,0.15,2,115.1677852,75.18039771
654,75,2,4,2,3,3,22,1.057536,2,255.8606832,75.11973701
655,100,2.8101,2,1.5029,2.9903,3.57789,20,0.2,2,154.2588867,75.06620697
656,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,8,0.1,1,95.50938338,74.9751001
657,75,2,4,2,3,3,19,0.033048,1,9.315068493,74.9663317
658,100,3,2,1.5,3,3.5,19,0.066096,1,56.41370047,74.93828825
659,75,1.5,3,1.5,2.5,2.5,10,1.057536,2,445.0402145,74.82149741
660,100,2.5,6,1,2.5,3,19,0.132192,1,100,74.80624448
661,75,2,4,2,3,3,19,0.264384,2,75.2688172,74.7170832
662,100,3,2,1.5,3,3.5,22,0.264384,2,196.7871486,74.69588737
663,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,8,0.15,1,230.5107527,74.13815826
664,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.15,1,140.8450704,73.74522912
665,100,2,5,3,2,2.5,10,0.066096,1,86.8102288,73.53677743
666,175,1,5.961528047,2.495028136,3.017040258,2.485131774,13,0.26,1,269.6296296,73.12752339
667,75,3,6,3,4,4,13,0.066096,1,41.94630872,73.1045536
668,75,2,4,2,3,3,13,0.066096,1,29.47154472,73.01421035
669,100,1,3,2,3.5,4,16,1.057536,2,373.2441472,72.8464708
670,100,3,2,1.5,3,3.5,22,0.132192,2,106.2542031,72.80651286
671,75,2.5,5,2.5,3.5,3.5,13,0.066096,1,36.12815269,72.80339401
672,100,1.955300821,4.868321011,2.974836799,2.000092512,2.440743006,8,0.2,1,324.8322148,72.78335495
673,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,8,0.15,1,156.9416499,72.73052955
674,125,1,4,3,2.5,3.5,10,0.132192,1,147.0785762,72.64460451
675,100,1,3,2,3.5,4,6,0.066096,1,63.33780161,72.41048224
676,75,1.5,3,1.5,2.5,2.5,10,0.264384,2,123.9919355,72.16750164
677,125,1,4,3,2.5,3.5,16,0.066096,1,46.97986577,72.11615876
678,100,2,5,3,2,2.5,16,0.033048,1,28.87844191,72.02008821
679,100,1,3,2,3.5,4,19,0.528768,2,162.8532974,71.98678781
680,125,1,4,3,2.5,3.5,13,0.066096,1,58.2719357,71.92980868
681,75,1,2,1,2,2,10,0.033048,1,11.20923913,71.76234111
682,75,2,4,2,3,3,22,0.033048,1,9.173036831,71.75753949
683,100,2.8101,2,1.5029,2.9903,3.57789,20,0.1,2,88.65010074,71.66241831
684,175,1,5.961528047,2.495028136,3.017040258,2.485131774,14,0.2,1,204.8484848,71.6390481
685,100,2,5,3,2,2.5,13,0.066096,1,72.5319006,71.53810377
686,100,1,3,2,3.5,4,16,0.033048,1,12.40728254,71.36149969
687,100,1.5,4,2.5,4,2,13,0.132192,1,46.82274247,71.33261619
688,125,1,4,3,2.5,3.5,8,0.05,1,73.4006734,71.32090546
689,125,1,4,3,2.5,3.5,10,0.264384,1,311.0367893,71.30597369
690,75,2,4,2,3,3,22,0.528768,2,150.3026227,71.19066652
691,75,2.5,5,2.5,3.5,3.5,16,0.066096,1,31.52844414,71.08977745
692,100,2,5,3,2,2.5,10,0.132192,1,193.5483871,70.92103104
693,175,1,5.961528047,2.495028136,3.017040258,2.485131774,20,0.05,1,37.01211306,70.88028386
694,125,1.5,5,1,3,4,19,0.066096,1,58.38926175,70.8483948
695,75,2.998181168,5.999488665,2.999940796,3.996849808,3.999967362,8,0.2,1,227.2117962,70.76178421
696,100,3,2,1.5,3,3.5,22,0.066096,2,58.15508021,70.64472168
697,75,2.5,5,2.5,3.5,3.5,22,0.132192,2,46.875,70.5726903
698,75,1.5,3,1.5,2.5,2.5,19,0.033048,1,8.769544528,70.44755779
699,175,1,6,2.5,3,2.5,19,0.066096,1,53.37837838,70.30294471
700,75,3,6,3,4,4,19,0.066096,1,32.30148048,70.27995158
