orifice_size_pos,orifice_size_neg,aspect_ratio_pos,aspect_ratio_neg,expansion_ratio_pos,expansion_ratio_neg,normalized_orifice_length_pos,normalized_orifice_length_neg,normalized_water_inlet_pos,normalized_water_inlet_neg,normalized_oil_inlet_pos,normalized_oil_inlet_neg,flow_rate_ratio_pos,flow_rate_ratio_neg,capillary_number_pos,capillary_number_neg
0.30894338053763915,0.3188665135336991,0.29766085476682214,0.30271240155065404,0.301147279238387,0.29875500853667436,0.30054882562533547,0.304292515202804,0.3020828029412288,0.2990815352438084,0.2986669643103612,0.29810538834372646,0.30520215692076236,0.29343804703485443,0.34827336353245275,0.3187384153151115,
0.3039621006850791,0.3085890488118884,0.2927049532492251,0.2941687998192617,0.29307059630492793,0.2938031464116495,0.29024520823386146,0.29933770495826073,0.2971328166931946,0.28973998468433804,0.29371540250413464,0.29316061910526214,0.2983860771632926,0.28845287849714063,0.3379786718417107,0.31377427828463156,
0.2989435591062476,0.2982746699491754,0.28771262997489244,0.2891909605852614,0.2880891174245179,0.2888139557273254,0.28255289940055084,0.2943461335286828,0.2921450852705846,0.28475633820365076,0.28872669856562405,0.28817847138851704,0.29343804703485443,0.2834292547360149,0.327647692206702,0.3087721955625089,
0.29306780067218574,0.3038846631934784,0.28181786273552345,0.28769800631621134,0.2861270675479878,0.2829181279704076,0.28553103021724624,0.28845287849714063,0.28624902755640247,0.28405831206288756,0.28282898358152864,0.28227709222513897,0.29024520823386146,0.27753637244886653,0.3332505496432421,0.30290403703597,
0.2880173602643634,0.2935389364090485,0.27679382164082067,0.27827671179256974,0.27717255279377007,0.27789767351422656,0.2751585710837241,0.2834292547360149,0.28123018556456236,0.2738386071525344,0.27780882369836,0.2772637166665509,0.28255289940055084,0.27248138325890203,0.3228878268371316,0.2978710763088257,
0.28292854064250195,0.2831550282566999,0.2717312535888795,0.273229288241124,0.27212124660215775,0.27283883205390647,0.26658820674103934,0.2783677033868702,0.27617340114163413,0.2687852338449075,0.27275033007787697,0.2722119618455201,0.27753637244886653,0.267387372221881,0.31248655687940385,0.29279929619694145,
0.27705979111984624,0.28877098267417023,0.26584346828335315,0.27255217232930284,0.27097509782476237,0.26694960710002824,0.2703819381890127,0.27248138325890203,0.2702842147903848,0.2689023607350499,0.2668594258803023,0.2668512269327218,0.2751585710837241,0.2615009944939205,0.31809555946159673,0.2869378551797658,
0.27193857765194573,0.2783557180536008,0.2607484747985408,0.26225134707698006,0.26114147217361316,0.2618583669880151,0.25993921272563536,0.267387372221881,0.26519440179312925,0.2584551532980631,0.2617685813231947,0.26123341831502433,0.26658820674103934,0.25637380697877177,0.30766249512736266,0.28183379514776086,
0.2667773567019188,0.2678999539785518,0.2556140342185783,0.2571319936437362,0.2560181203372871,0.25672765759126226,0.25048810510523833,0.26225354184104976,0.26006573146743195,0.252678487242905,0.25663794385490046,0.2561101121581535,0.2615009944939205,0.25120702691707575,0.2971894661334715,0.2766905318988513,
0.2609156448291938,0.27352364942417273,0.24973320582792113,0.25727002471909555,0.25568728323081624,0.2508451135880271,0.25509745402272865,0.25637380697877177,0.254183117835033,0.25361138293339003,0.25075430923272757,0.25156501214204696,0.25993921272563536,0.24532761523546798,0.3028058931012033,0.27083610046844286,
0.25572072546119917,0.26303544789486577,0.2445649899079585,0.2467556638170425,0.24516894791145483,0.24568103256636864,0.2445820952696719,0.25120702691707575,0.24902049830315764,0.24309114805048526,0.24559002252571027,0.24506494496490372,0.25048810510523833,0.2401261197000002,0.2922994595084222,0.2656589410749264,
0.2504846023842612,0.2525065561428801,0.23935596883031296,0.24089472758685504,0.2397746913131623,0.2404759672020207,0.23424759722995714,0.24599907422763356,0.2438177759824537,0.23643120796279982,0.2403855106752324,0.23986759799576096,0.24532761523546798,0.23488348760103284,0.28175293340970264,0.2604410063543554,
0.24463017384074714,0.2581365011389323,0.23348223506923949,0.24184886721762378,0.2402598068688343,0.23460073043633478,0.23967243483978873,0.2401261197000002,0.23794208706330477,0.23818032691638602,0.23450841926018595,0.23613808405507553,0.2445820952696719,0.22901155278473506,0.28737614172830117,0.25459383765705224,
0.23935904864048263,0.24757329138306994,0.22823878517693585,0.23125893278252263,0.22966599728795,0.22936077712104408,0.22908187172029681,0.23488348760103284,0.23270417458524872,0.22758474517698046,0.22926884857767038,0.22875421336221757,0.23424759722995714,0.22373336046318182,0.27679434722348095,0.2493409229569341,
0.23404561910824895,0.2369682580630278,0.22295268478580188,0.22451222157269712,0.22338573861438904,0.22407875322646653,0.2184485315171042,0.22959875254968032,0.2274243666424921,0.22003898038684444,0.22398710240788888,0.22347984928492204,0.22901155278473506,0.2184125884735456,0.26617018099921186,0.24404635684605258,
0.22868954672968267,0.2263202582599294,0.21762403934410135,0.2191990899462447,0.21806892840519898,0.21875422080017415,0.21254795581931885,0.22427083793948788,0.2221014174889131,0.2147198795765024,0.21866257397350408,0.21816272040542106,0.22373336046318182,0.21304829399214176,0.2555041256310885,0.23870809677016014,
0.22284892903161102,0.2319640461411443,0.21176451454240053,0.21561441737497322,0.21401530180139894,0.21289322997999882,0.21343431473766694,0.2184125884735456,0.2162400857523319,0.21193022523538396,0.21279987485765595,0.21229540543250158,0.2184485315171042,0.20719029247151555,0.26114104486672207,0.23287541859832905,
0.21745593240527095,0.22127996865204402,0.20639893248697516,0.2079796610696385,0.20684693134036625,0.20753167818501705,0.2027218045146746,0.21304829399214176,0.21088057423123052,0.20349613078783113,0.2074384878512211,0.2069418408672783,0.21254795581931885,0.20178853488697257,0.250437949095894,0.22750095862575348,
0.21682603942765144,0.2105525322155971,0.20098945056324546,0.20258625672323805,0.2014492991801925,0.20212589636917422,0.1959313541710297,0.20763957237314534,0.2054767386546703,0.19809648299952298,0.20203286554892275,0.20154411027219055,0.20719029247151555,0.19634208580164703,0.23969081980052143,0.2220822532443978,
0.2077561958568741,0.2162033385300306,0.19513745783180692,0.19981729867507103,0.19821173731751485,0.19627242343040985,0.1976344411626556,0.20178853488697257,0.19962287396398137,0.19612271423086403,0.1961779531212522,0.19568476971595372,0.2027218045146746,0.1904916846599557,0.2453352176569068,0.21625722571990413,
0.2118333956958225,0.20543722784579987,0.18968958558258364,0.1912918898541368,0.19015245836386385,0.19082865729589027,0.18683934025042004,0.19634208580164703,0.1941814975838697,0.18679780367108867,0.19073438731726755,0.19024871981343638,0.1959313541710297,0.18586914770853047,0.23455040009138717,0.21080060010943547,
0.21595766408148054,0.1946265302771455,0.18956608022042742,0.18581432364826,0.1846709692710925,0.18803851131987293,0.17915644365233785,0.19492889042588168,0.1898644083660781,0.1818777784648521,0.18835280308922542,0.18476692740241618,0.1904916846599557,0.1900029453971298,0.22371951921456767,0.2078808219256254,
0.20687974970073375,0.20028550876802875,0.18050772950859728,0.1838625959470226,0.18224987087574662,0.17949333204165985,0.18167563257851504,0.18586914770853047,0.18284782157541768,0.18015754926797178,0.17939793065782494,0.17891550944128765,0.18683934025042004,0.18094288314663476,0.2293712229972693,0.19948060541323265,
0.20438796281709737,0.20240841987257896,0.1781128505773979,0.18599298483896476,0.1843821217091166,0.17925333513018082,0.1838062846136369,0.18476692740241618,0.18260729108484997,0.18229004194708276,0.17915644365233785,0.18026491051555116,0.1889684238368634,0.17845667766674833,0.23149739611013365,0.19924662515809055,
0.20809986585742846,0.19456808475564535,0.18171467638125216,0.17891550944128765,0.17777552395598117,0.18019061234916167,0.17594827198730933,0.18707938897062282,0.18201626018489414,0.17442871262634674,0.18050772950859728,0.17787395145387508,0.18359523178007886,0.18215364588449146,0.22365376191821118,0.2000160766836604,
0.20409961272231425,0.1987170038944518,0.17772289251015883,0.18229004194708276,0.18067994716012614,0.17619948725007029,0.18010465402916698,0.1830869276713485,0.1781128505773979,0.17858480892089934,0.17651738428964436,0.17656313118129174,0.18527101229161158,0.17816285528768927,0.2277933702825784,0.1960053179687331,
